Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
27-Jan-2022,"INR 1,070,835",90.0,Pramod Upreti,27-Jan-2022 01:54 PM,178.pdf (777.00 KB),AOC,EE Shillai,Internal,"AE Shillai, Supdt. HDM",Pramod Upreti,22-Apr-2021 05:38 PM,finsummary_67030.pdf (252.93 KB),EE Shillai,Internal,"AE Shillai, HDM, Supdt",Pramod Upreti,15-Mar-2021 10:17 AM,15-Mar-2021 11:00 AM,techsummary_67030.pdf (1193.89 KB),PWD,2021_PWD_44619_5,TA2020-21-15795-15894DT-9-2-21,Construction of link road from C/o link road from Kandhela to Dari Kirog km 0/0 to 3/800. (SH- Construction of 3.0x3.0 mtr RCC Box cell type culvert at RD 2/850).,Finance,financial summary,Pramod Upreti,22-Apr-2021 05:32 PM,None,BOQ Comparative Chart,1.0,201034.0,jagdish,INR,"1,070,835",Technical,tsummary,Pramod Upreti,15-Mar-2021 10:03 AM,technical_67030.pdf,1.0,201084.0,DK ENTERPRISE,01-Mar-2021 02:53 PM,Rejected-Finance,Not lowest,22-Apr-2021 05:38 PM,AOC,"19,000",No,fixed,,Nil,Nil,20-Feb-2021 05:00 PM,02-Mar-2021 12:30 PM,20-Feb-2021 05:00 PM,01-Mar-2021 05:00 PM,NA ,NA ,20-Feb-2021 05:00 PM,01-Mar-2021 05:00 PM,15-Mar-2021 11:00 AM,350.0,Nil,Nil,No,EE Shillai,Executive Engineer HP PWD Division Shillai,Construction of link road from C/o link road from Kandhela to Dari Kirog km 0/0 to 3/800. (SH- Construction of 3.0x3.0 mtr RCC Box cell type culvert at RD 2/850).,Construction of link road from C/o link road from Kandhela to Dari Kirog km 0/0 to 3/800. (SH- Construction of 3.0x3.0 mtr RCC Box cell type culvert at RD 2/850).,please refer to tender document ,NA ,,Civil Works - Roads,NA ,Rate Contract,120.0,90.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,PWD,TA2020-21-15795-15894DT-9-2-21,2021_PWD_44619_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,201034.0,jagdish,01-Mar-2021 12:38 PM,Accepted-AOC,AOC,27-Jan-2022 01:54 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,200889.0,Mohan Singh,27-Feb-2021 04:22 PM,Rejected-Finance,Not lowest,22-Apr-2021 05:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,200873.0,SATISH KUMAR,27-Feb-2021 02:05 PM,Rejected-Finance,Not lowest,22-Apr-2021 05:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,201117.0,VIRENDER SINGH CHAUHAN,01-Mar-2021 04:39 PM,Rejected-Finance,Not lowest,22-Apr-2021 05:38 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,canned copy any other information bidders like to provide.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,AOC
