Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form (Online mode),1.0,ICICI BANK,Executive Engineer HPPWD Division Bangana,Executive Engineer HPPWD Division Bangana,"5,000",Nil,Nil,No,M/T link road fromUpper Thana to Kut Chatrar to Alshan Harijan Basti Bhiambi and village Lower Thana from km. 0/0 to 6/615,"Formation cutting , C/o R/wall, B/wall, CD work, U and V-Shape drain, Parapets and P/L GSB, WMM and Premix carpet with seal coat in km. 3/855 to 5/640) Under NABARD RIDF-XXVI",Please refer Tender documents. ,NA ,"1,05,97,853",Civil Works,NA ,Tender,120.0,365.0,Bangana Division,174307.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Bangana,No ,No,06-Oct-2021 11:00 AM,18-Oct-2021 11:00 AM,06-Oct-2021 11:30 AM,16-Oct-2021 06:00 PM,NA ,NA ,06-Oct-2021 11:30 AM,16-Oct-2021 06:00 PM,03-Nov-2021 10:30 AM,PWD,No.BGN/2020-21-7143-75 dated 25.09.2021Job2,2021_PWD_52889_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"2,12,000",Yes,fixed,,Nil,Nil,AOC,Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,30-Oct-2021 02:50 PM,03-Nov-2021 10:30 AM,techsummary_79086.pdf (571.40 KB),PWD,2021_PWD_52889_1,No.BGN/2020-21-7143-75 dated 25.09.2021Job2,M/T link road fromUpper Thana to Kut Chatrar to Alshan Harijan Basti Bhiambi and village Lower Thana from km. 0/0 to 6/615,07-Jan-2022,"INR 10,323,157",365.0,SHASHI PAL,10-Jan-2022 03:06 PM,AOCKut.pdf (1229.00 KB),Work Awarded,Er.S.P.Dhiman EE,Internal,Supdt. HDM DAO,SHASHI PAL,09-Nov-2021 11:49 AM,finsummary_79086.pdf (495.74 KB),1.0,240561.0,Chander Kumar,16-Oct-2021 10:01 AM,Rejected-AOC,Higher side,10-Jan-2022 03:06 PM,Technical,Tech Bid Opened,SHASHI PAL,30-Oct-2021 02:46 PM,technical_79086.pdf,Finance,Fin bid opened,SHASHI PAL,09-Nov-2021 11:45 AM,finance_79086.pdf,BOQ Comparative Chart,1.0,240562.0,RAMAN KUMAR,INR,"10,323,157",AOC
,,.pdf,Earnest Money (Online mode),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,240006.0,KULDEEP SINGH GOVT. CONTRACTOR,16-Oct-2021 01:41 PM,Rejected-Technical,Non-responsive,30-Oct-2021 02:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,240562.0,RAMAN KUMAR,16-Oct-2021 09:46 AM,Accepted-AOC,Lowest,10-Jan-2022 03:06 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration and latest assessment and PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,240556.0,ravinder kumar,16-Oct-2021 09:32 AM,Not Admitted-Fee/PreQual/Technical,Others-Original documents not submitted,30-Oct-2021 02:46 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Similar nature Work Done Certificate on prescribed format given in bidding document without Liquidat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,240636.0,Sanjeev Kumar,16-Oct-2021 05:45 PM,Rejected-Technical,Non-responsive,30-Oct-2021 02:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate on prescribed format given in bidding document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery tool and plant with proof of ownership or legal tie-up and list of laboratory equi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Both Gazetted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit Reg. no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
