Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
27-Sep-2021 04:30 PM,06-Oct-2021 11:00 AM,27-Sep-2021 05:00 PM,05-Oct-2021 05:00 PM,NA ,NA ,27-Sep-2021 05:00 PM,05-Oct-2021 05:00 PM,09-Oct-2021 10:00 AM,PWD,corrigendum/2021-22-6052-71 dated 25.09.2021,2021_PWD_52742_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,P/R of link road to village lohgarh km 0/0 to 5/150 (SH-P/L Penetration macadam (50mm.) Bituminous concrete 30mm thick in km. 0/0 to 3/0). (Incentive during the year 2019-20) Under PMGSY.,P/R of link road to village lohgarh km 0/0 to 5/150 (SH-P/L Penetration macadam (50mm.) Bituminous concrete 30mm thick in km. 0/0 to 3/0). (Incentive during the year 2019-20) Under PMGSY.,Please refer tender document ,NA ,"34,49,862",Civil Works - Roads,NA ,Tender,75.0,180.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,ICICI BANK,"1,500",Nil,Nil,No,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),"59,200",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinah DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,08-Oct-2021 10:17 PM,09-Oct-2021 10:00 AM,techsummary_78842.pdf (149.06 KB),PWD,2021_PWD_52742_5,corrigendum/2021-22-6052-71 dated 25.09.2021,P/R of link road to village lohgarh km 0/0 to 5/150 (SH-P/L Penetration macadam (50mm.) Bituminous concrete 30mm thick in km. 0/0 to 3/0). (Incentive during the year 2019-20) Under PMGSY.,28-Jan-2022,"INR 3,449,862",180.0,Kishan Lal Chaudhary,28-Jan-2022 04:37 PM,aoccancellation.pdf (1431.00 KB),AOC and cancellation due to health issue of contractor,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,29-Oct-2021 03:20 PM,finsummary_78842.pdf (350.34 KB),1.0,239230.0,Arif Khan,05-Oct-2021 11:46 AM,Accepted-AOC,Cancelled,28-Jan-2022 04:37 PM,Technical,Bid Opening Summary,Kishan Lal Chaudhary,08-Oct-2021 10:10 PM,technical_78842.pdf,1.0,239230.0,Arif Khan,INR,"2,483,876",Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,29-Oct-2021 02:56 PM,finance_78842.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,238572.0,Chanana Cont. Works,05-Oct-2021 12:12 PM,Rejected-Finance,L3,29-Oct-2021 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration- refer general rule sr. No 24.3,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,239556.0,Mumtaj Ali Civil Contractor,05-Oct-2021 11:51 AM,Rejected-Finance,L4,29-Oct-2021 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,239546.0,Sh. Aditya Bansal,05-Oct-2021 12:25 PM,Rejected-Finance,L2,29-Oct-2021 03:20 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18 ( i.e. R.C,purchase bills,ownership/Affidavit et",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"If contractor takes machinery on hire basis, affidavit is required from the owner/provider a/w proof",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.12),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
