Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Financial Summary,Satpal Singh,23-Dec-2021 12:42 PM,finance_81808.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Satpal Singh,20-Dec-2021 04:47 PM,technical_81808.pdf,01-Jan-2022,"INR 1,885,000",75.0,Satpal Singh,04-Jan-2022 11:48 AM,ShubhamAOC.pdf (1543.00 KB),AOC,Jt CEO,Internal,Clerk JDM AE I AEII EE JC F and A,Satpal Singh,20-Dec-2021 05:42 PM,22-Dec-2021 03:00 PM,techsummary_81808.pdf (2446.60 KB),1,250981,Amardeep Singh,20-Dec-2021 10:29 AM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,1.0,250925.0,shubham govt.contractor,INR,"1,508,550",Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,2021_BBNDA_54485_2,BBNDA-06(PROJECT)NIT/5730-40 DATED 06.12.2021,Providing and laying interlocking tiles in Rishabh Ispaat Colony Dattowal.,Jt. CEO,Internal,"JC , EE , AE I, AE II, JDM and Clerk",Satpal Singh,23-Dec-2021 12:46 PM,finsummary_81808.pdf (1580.36 KB),AOC,1.0,ICICI BANK,"35,800",No,fixed,,Nil,Nil,Baddi Barotiwala Nalagarh Development Authority||Director Industries to the Govt. of H.P.Shimla||CEO BBNDA at Baddi Distt.Solan (H.P.)||Executive Engineer (Project Division) BBNDA,BBNDA-06(PROJECT)NIT/5730-40 DATED 06.12.2021,2021_BBNDA_54485_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE BBNDA BADDI,BBNDA BADDI,1.0,Fee/PreQual/Technical,.pdf,NIT,Providing and laying interlocking tiles in Rishabh Ispaat Colony Dattowal.,Providing and laying interlocking tiles in Rishabh Ispaat Colony Dattowal.,Please refer Tender documents. ,NA ,"18,85,000",Civil Works - Others,NA ,Tender,90.0,75.0,NALAGARH,174101.0,NA ,NA ,NA ,BBNDA BADDI,No ,No,1.0,Corrigendum II,Other,,500.0,Nil,Nil,No,13-Dec-2021 05:00 PM,20-Dec-2021 11:30 AM,13-Dec-2021 05:00 PM,20-Dec-2021 11:00 AM,13-Dec-2021 05:00 PM ,18-Dec-2021 05:00 PM ,13-Dec-2021 05:00 PM,20-Dec-2021 11:00 AM,22-Dec-2021 03:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2,250715,BALRAJ SINGH GOVT CONTRACTOR,19-Dec-2021 09:15 AM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3,250918,Chander Mohan Chawla,19-Dec-2021 10:01 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4,250485,Chuni Lal,18-Dec-2021 03:38 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5,250428,gobind sahib enterprises,18-Dec-2021 01:52 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6,250364,HARDEEP SINGH,19-Dec-2021 12:10 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7,250562,Hardeep Singh Bedi,19-Dec-2021 03:01 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8,250272,IQBAL MOHAMAD,20-Dec-2021 10:13 AM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,9,250992,KHALIL MOHAMMAD GOVT CONTRACTOR,20-Dec-2021 10:37 AM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,10,249984,mangla constructions,19-Dec-2021 02:39 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,11,250084,RAM BINDER SINGH,20-Dec-2021 10:19 AM,Rejected-AOC,Reject,04-Jan-2022 11:48 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,12,250955,Ravinder Kumar,19-Dec-2021 10:40 PM,Rejected-Finance,Reject,23-Dec-2021 12:46 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,13,250925,shubham govt.contractor,20-Dec-2021 10:04 AM,Accepted-AOC,Accept,04-Jan-2022 11:48 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
