Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
10-Aug-2021 01:00 PM,20-Aug-2021 11:30 AM,10-Aug-2021 01:00 PM,19-Aug-2021 06:00 PM,NA ,NA ,10-Aug-2021 01:00 PM,19-Aug-2021 06:00 PM,24-Aug-2021 04:40 PM,Executive Engineer Jubbal,HPPWD JUBBAL,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender as per Tender Document,Providing Periodical Maintenance to Link road to village Badhal under PMGSY Financial Incentative,SH Providing Renewal Coat with 30mm thick Bitumenious Concrete in Km 3/0 to 5/525,Please refer Tender documents. ,NA ,"36,26,593",Civil Works - Roads,NA ,Tender,120.0,60.0,JUBBAL,171205.0,NA ,NA ,NA ,Jubbal,No ,No,"61,900",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,PW-JD/E-Tender/2021-22 -3604-06 DT 31.7.21,2021_PWD_51016_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,AOC,Finance,2 No contractor participated and ajay Sahuta is L1,Tarsem Singh,26-Aug-2021 03:18 PM,finance_76273.pdf,BOQ Comparative Chart,1.0,230290.0,AJAY SAUHTA,INR,"3,802,753",1.0,230290.0,AJAY SAUHTA,16-Aug-2021 03:41 PM,Accepted-AOC,L1,19-Jan-2022 02:53 PM,Technical,opened by committee headed by EE. 2No bids received,Tarsem Singh,24-Aug-2021 03:59 PM,technical_76273.pdf,Executive Engineer,Internal,HDM Supdt Supdt PMGSY Tender Assistant,Tarsem Singh,24-Aug-2021 04:38 PM,24-Aug-2021 04:40 PM,techsummary_76273.pdf (438.20 KB),PWD,2021_PWD_51016_2,PW-JD/E-Tender/2021-22 -3604-06 DT 31.7.21,Providing Periodical Maintenance to Link road to village Badhal under PMGSY Financial Incentative,18-Jan-2022,"INR 3,802,753",60.0,Tarsem Singh,19-Jan-2022 02:53 PM,53.pdf (724.00 KB),HDM Supdt. Supdt. PMGSY Tender Assistant,Executive Engineer,Internal,HDM Supdt Supdt PMGSY,Tarsem Singh,26-Aug-2021 03:21 PM,finsummary_76273.pdf (906.68 KB),AOC
,,,,,,,,,,,,,.pdf,The Earnest Money as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,230314.0,Kapil Rawat,16-Aug-2021 05:05 PM,Rejected-AOC,L2,19-Jan-2022 02:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Contractors Registration as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,GST Registration as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plants as per Tender Document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Form No 8 as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
