S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,Executive Engineer,HPPWD Division Dehra,Restoration of rain damages on Mangarh to Bankhandi road Km. 0/0 to 4/830,Construction of B/wall at RD 0/360 to 0/375 and Retaining wall at RD 1/500 to 1/527),Please refer to tender document ,NA ,,Civil Works,B/Wall ,Tender,75.0,30.0,Dehra,177101.0,NA ,NA ,NA ,Dehra,No ,No,PWD,EE Dehra letter No.4152-56 dated 18.08.2021,2021_PWD_51791_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of receipt of online payment on account of cost of tender form and earnest money,"6,400",No,fixed,,Nil,Nil,01-Sep-2021 06:00 PM,10-Sep-2021 11:30 AM,01-Sep-2021 06:00 PM,09-Sep-2021 06:00 PM,01-Sep-2021 06:00 PM ,06-Sep-2021 05:00 PM ,01-Sep-2021 06:00 PM,09-Sep-2021 06:00 PM,27-Sep-2021 11:00 AM,AOC,1.0,235171.0,KULBIR SINGH GOVT CONTRACTOR,09-Sep-2021 05:48 PM,Rejected-AOC,Rejected being highest bidder,23-Jan-2022 01:51 PM,Technical,Bid opening summary,Dinesh Kumar Dhiman,25-Sep-2021 09:06 AM,technical_77451.pdf,Finance,Financial bid opening summary,Dinesh Kumar Dhiman,06-Oct-2021 12:04 PM,finance_77451.pdf,BOQ Comparative Chart,1.0,233867.0,SUSHIL KUMAR,INR,"345,398",PWD,2021_PWD_51791_8,EE Dehra letter No.4152-56 dated 18.08.2021,Restoration of rain damages on Mangarh to Bankhandi road Km. 0/0 to 4/830,EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,25-Sep-2021 06:20 PM,27-Sep-2021 11:00 AM,techsummary_77451.pdf (325.40 KB),EE Dehra,Internal,AE to EE Dehra DAO Dehra DHD Dehra Superintendent Dehra,Dinesh Kumar Dhiman,08-Oct-2021 03:28 PM,finsummary_77451.pdf (194.46 KB),23-Jan-2022,"INR 345,398",30.0,Dinesh Kumar Dhiman,23-Jan-2022 01:51 PM,Award-51791-8.pdf (707.00 KB),Award of work issued,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid enlistment in appropriate class as per enlistment rules 2021,,,,,,,,,,,,,,,,AOC,2.0,235122.0,shushil kumar sharma govt contractor,09-Sep-2021 01:31 PM,Rejected-AOC,Rejected being highest bidder,23-Jan-2022 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST Registration,,,,,,,,,,,,,,,,AOC,3.0,235007.0,shyam sharma,08-Sep-2021 05:18 PM,Rejected-AOC,Rejected being highest bidder,23-Jan-2022 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 8 duly signed,,,,,,,,,,,,,,,,AOC,4.0,235064.0,Suresh Rana,09-Sep-2021 01:29 PM,Rejected-AOC,Rejected being highest bidder,23-Jan-2022 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff showing the name of bid regarding correctness of documents/information furnished with the bid,,,,,,,,,,,,,,,,AOC,5.0,233867.0,SUSHIL KUMAR,08-Sep-2021 12:21 PM,Accepted-AOC,Work awarded being lowest bidder,23-Jan-2022 01:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted/non Gazetted officer,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with the declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN card,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
