Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Kanch and Jorhat Electrical Circle on turnkey basis,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Kanch and Jorhat Electrical Circle on turnkey basis,Please refer Tender documents. ,NA ,"45,34,46,000",Electrical Works,NA ,Tender,120.0,730.0,Kanch and Jorhat,782460.0,"O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan ","O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan, Paltan Bazar, Guwahati-781001 ",19-Jan-2021 11:00 AM ,"O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan",No ,No,1.0,Fee/PreQual/Technical,.rar,Techno-Commercial Bid,"20,000",Nil,Nil,No,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,APDCL/DSELR/KAN/01,2021_APDEA_19983_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,CPM(PIU),"O/O the CPM(PIU), 2nd Floor, Bijulee Bhawan, Paltan Bazar, Guwahati-781001",1.0,EMD Corrigendum,Fee,,06-Jan-2021 02:00 PM,11-Feb-2021 12:00 PM,06-Jan-2021 02:00 PM,10-Feb-2021 03:00 PM,NA ,NA ,27-Jan-2021 09:00 AM,10-Feb-2021 03:00 PM,12-Jul-2021 12:00 PM,"45,34,000",Yes,fixed,,Nil,Nil,AOC,1,106849,East India Udyog Limited,10-Feb-2021 01:38 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:23 PM,Assam Power Distribution Company Limited- Externally Aided Project||Project Planning and Development- PPnD||Project Implementation Unit -AIIB,2021_APDEA_19983_1,APDCL/DSELR/KAN/01,Construction of new 33/11 kv substation with construction of new 33kv Terminal Bay construction of 33kv and 11kv lines for Distribution System Enhancement and Loss Reduction in Kanch and Jorhat Electrical Circle on turnkey basis,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum against Kanch and Jorhat Electrical Circle,Other,,,,,,,,,,,,,,,,,AOC,2,105820,Ennaar Poles,10-Feb-2021 01:54 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:37 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,106519,Lakshmi Transformers and Electricals,10-Feb-2021 01:59 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:37 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,106778,LASER POWER AND INFRA PRIVATE LIMITED,10-Feb-2021 01:29 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:37 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,106852,Neccon Power and Infra Limited,09-Feb-2021 06:07 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:37 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,106836,NK POWER AND INFRASTRUCTURE PRIVATE LIMITED,10-Feb-2021 10:40 AM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:23 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,104805,Singhi InfraPower Projects Pvt Ltd,09-Feb-2021 10:13 PM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:23 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,106859,Sri Gopikrishna Infrastructure Pvt Ltd,10-Feb-2021 01:04 PM,Accepted-AOC,L1 bidder in Lot I and II,12-Jan-2022 12:37 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,105430,UTKARSH INDIA LIMITED,10-Feb-2021 10:17 AM,Rejected-Technical,Techno-Commercially Non-Responsive,07-Jul-2021 06:23 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,106865,Vijai Electricals Limited,09-Feb-2021 09:14 PM,Rejected-AOC,Not L1 bidder,12-Jan-2022 12:37 PM,,,,,AOC
