Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
21-Jun-2021 05:00 PM,30-Jun-2021 11:30 AM,21-Jun-2021 05:00 PM,30-Jun-2021 11:00 AM,NA ,NA ,21-Jun-2021 05:00 PM,30-Jun-2021 11:00 AM,15-Jul-2021 12:45 PM,Er.Rahul Dhiman,JSV Division Nagrota Bagwan,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2021_HPIPH_48847_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Form (online mode),400.0,Nil,Nil,No,CAD FIS Lahar and Bala Kuhl,CAD FIS Lahar and Bala Kuhl SH L/J of HDPE pipes,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,"52,303",No,fixed,,Nil,Nil,AOC,Er. Rahul Dhiman E.E.,Internal,Sh. S.P. Verma Sr. DAO Smt. Anita Rana Supdt. Gr-II Smt. Kanchan Bala HDM,Rahul Dhiman,28-Aug-2021 03:21 PM,finsummary_73208.pdf (87.43 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2021_HPIPH_48847_1,NGB-KNG01-773,CAD FIS Lahar and Bala Kuhl,1.0,220033.0,VISHAKH SOODAN,INR,"1,619,644",Finance,Financial Bid opened on dated 17.07.2021,Rahul Dhiman,28-Aug-2021 03:13 PM,finance_73208.pdf,BOQ Comparative Chart,Technical,Circle level Tender Committee held on dt 12.07.20201,Rahul Dhiman,15-Jul-2021 12:33 PM,technical_73208.pdf,28-Aug-2021,"INR 2,986,866",120.0,Rahul Dhiman,05-Jan-2022 11:46 AM,Award.pdf (482.00 KB),Award Letter,Er.Rahul Dubey EE,Internal,"Er.Rahul Dubey EE (D),Er.Rahul Dhiman EE Er.Ajay Rana AE(D) Sh.Ashok Lakhnpal Supdt(Works)",Rahul Dhiman,15-Jul-2021 12:40 PM,15-Jul-2021 12:45 PM,techsummary_73208.pdf (666.78 KB),1.0,220431.0,KULBINDER SINGH GOVT CONTRACTOR,30-Jun-2021 10:50 AM,Rejected-Finance,Highest Amount,28-Aug-2021 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Scanned copy of EMD (online mode),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,220241.0,Rajmal Choudhary Govt Cont,30-Jun-2021 10:33 AM,Rejected-Finance,Highest Amount,28-Aug-2021 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Enlistment with IPH Deptt./JSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,220336.0,Trigarta Integrated Services Pvt. Ltd.,29-Jun-2021 06:41 PM,Rejected-Finance,Highest Amount,28-Aug-2021 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Income Tax/GST/EPF ESIC/Clearance certificate etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,220436.0,Vijay Kumar,30-Jun-2021 10:55 AM,Rejected-Finance,Highest Amount,28-Aug-2021 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,220033.0,VISHAKH SOODAN,28-Jun-2021 07:13 PM,Accepted-AOC,Lowest Amount,05-Jan-2022 11:46 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Undertaking Contractor/firm should not have blacklist from any Govt. Agency.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DSC authorization /undertaking must upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Terms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
