Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,EMD in shape of Demand Draft from Nationalised bank as per NIT,HPSEBL||CE(OP) CZ Mandi||SE(OP) Kullu,NIT-01-580-86,2021_HPSEB_47180_2,Yes,Open Tender,Turn-key,Works,2.0,No,No,Offline,No,No,No,10-May-2021 06:00 PM,10-Jun-2021 03:00 PM,10-May-2021 06:00 PM,08-Jun-2021 05:00 PM,NA ,NA ,15-May-2021 05:00 PM,08-Jun-2021 05:00 PM,25-Jun-2021 11:00 AM,1.0,Time extension Due to lockdown,Date,,Superintending Engineer OP Circle HPSEBL Kullu,Superintending Engineer OP Circle HPSEBL Kullu,Supply of Power to LWSS to Group of Villages Bandrol Jindor Nalhach banogi Babeli Bashing and Sari by providing 2 x 800 KVA DTRs near Subzi Mandi Bandrol in Tehsil and Distt Kullu under ESD No II HPSEBL Kullu on Turnkey Basis,Supply of Power to LWSS to Group of Villages Bandrol Jindor Nalhach banogi Babeli Bashing and Sari by providing 2 x 800 KVA DTRs near Subzi Mandi Bandrol in Tehsil and Distt Kullu under ESD No II HPSEBL Kullu on Turnkey Basis,Please refer Tender documents. ,NA ,"56,04,260",Electrical Works,NA ,Tender,180.0,90.0,Bandrol,175101.0,NA ,NA ,NA ,O/o Superintending Engineer Op Circle Kullu,No ,No,"2,800",Sr XEN ED Kullu,Kullu,No,"1,40,110",No,fixed,,Sr XEN ED Kullu,Kullu,1.0,DD - Demand Draft,AOC,SE OP Circle HPSEBL Kullu,Internal,SE Works O/o CEOCZ HPSEBL Mandi Sr XEN Commercial and works AAO of this Office,Sanjay Kaushal,21-Jan-2022 11:33 AM,finsummary_71120.pdf (283.78 KB),1.0,212692.0,RAKESH SETH,INR,"5,367,860",HPSEBL||CE(OP) CZ Mandi||SE(OP) Kullu,2021_HPSEB_47180_2,NIT-01-580-86,Supply of Power to LWSS to Group of Villages Bandrol Jindor Nalhach banogi Babeli Bashing and Sari by providing 2 x 800 KVA DTRs near Subzi Mandi Bandrol in Tehsil and Distt Kullu under ESD No II HPSEBL Kullu on Turnkey Basis,21-Jan-2022,"INR 5,367,860",90.0,Sanjay Kaushal,21-Jan-2022 11:38 AM,AOCNIT1.pdf (4719.00 KB),Work awarded to L1 bidder after completing all codal formalities,Technical,The all bidders are technically qualified and fulfills all the requirement of Tender document,Sanjay Kaushal,23-Jun-2021 03:29 PM,technical_71120.pdf,Finance,MS Ruby Electrical works A Class Contractor found L1 bidder as per detail attached,Sanjay Kaushal,21-Jan-2022 11:28 AM,finance_71120.pdf,BOQ Comparative Chart,1.0,215600.0,DILE RAM,08-Jun-2021 02:41 PM,Rejected-Finance,L3 bidder,21-Jan-2022 11:33 AM,Circle HPSEBL Kullu,Internal,Superintending Engineering Works Office of CEOCZ Mandi Sr Executive Engineer C and W Assistant Accounts Officer,Sanjay Kaushal,23-Jun-2021 03:38 PM,25-Jun-2021 11:00 AM,techsummary_71120.pdf (312.71 KB),AOC
,,.pdf,Cost of tender form fee in shape of Demand Draft from Nationalised Bank as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,215645.0,MANUJ VAISDYA,08-Jun-2021 04:46 PM,Rejected-Finance,L-4 bidder,21-Jan-2022 11:33 AM,,,,,,,,AOC
,,.pdf,Bidder licence of appropriate class issued by competent authority for Elect. works as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,215522.0,M/S Raizada Enterprises,07-Jun-2021 10:48 PM,Rejected-Finance,L2 bidder,21-Jan-2022 11:33 AM,,,,,,,,AOC
,,.pdf,Certificate of performance/experience in the same field issued by not the rank below XEN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,212692.0,RAKESH SETH,07-Jun-2021 06:04 PM,Accepted-AOC,L1 bidder,21-Jan-2022 11:38 AM,,,,,,,,AOC
,,.pdf,The average annual turnover as per term and conditions of tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of PAN and AADHAR Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Certificate of GST Income Tax and EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Declaration regarding non blacklisted in non judicial stamp paper attested by notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Completion period as per tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
