Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
0.0,Nil,Nil,No,14-Aug-2021 05:00 PM,03-Sep-2021 01:00 PM,14-Aug-2021 06:00 PM,03-Sep-2021 12:30 PM,NA ,NA ,15-Aug-2021 09:00 AM,03-Sep-2021 12:30 PM,29-Oct-2021 02:30 PM,"Director, Sericulture","Directorate of Sericulture, Assam, Guwahati-22",0.0,No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender Notice,Department of Handloom Textile and Sericulture||Directorate of Sericulture,AP./Seri-OP./04/19-20/118/6336,2021_DHTS_22436_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Not Applicable,No,No,No,"Supply of Firm appliances, Inputs, Chemicals and Silkworm Rearing appliances in four districts of Assam under APART","supply of Firm appliances , Inputs , Chemicals and Silkworm Rearing appliances in four districts of Assam under APART",As per terms and condition of e-tender document ,NA ,,Farm Machinery and Equipments,NA ,Rate Contract,180.0,45.0,Assam,781022.0,NA ,NA ,NA ,"Director, Sericulture, Guwahati",No ,No,1.0,BOQ Correction,BOQ,,AOC,Finance,Bid Opening summary,Bhupen Das,17-Jan-2022 02:26 PM,finance_34769.pdf,BOQ Comparative Chart,Technical,Minutes and CS of procurement committee is enclosed herewith.,Bhupen Das,11-Oct-2021 02:41 PM,technical_34769.pdf,1.0,122153.0,Indranuj Kashyap,INR,1285200.0,"Smti K Rajkhowa, Chairman, Sri A.Gogoi, Deputy Director, Convenor",Internal,"Director,FAO,Deputy Director,Deputy Director,Deputy Director",Bhupen Das,17-Jan-2022 03:02 PM,finsummary_34769.pdf (318.28 KB),17-Jan-2022,INR 1285200.0,45.0,Bhupen Das,17-Jan-2022 03:48 PM,scanContract.pdf (1731.00 KB),Contract awarded to L1 bidder with unit rate,Department of Handloom Textile and Sericulture||Directorate of Sericulture,2021_DHTS_22436_1,AP./Seri-OP./04/19-20/118/6336,"Supply of Firm appliances, Inputs, Chemicals and Silkworm Rearing appliances in four districts of Assam under APART",1,122159,BM Everlite,02-Sep-2021 08:16 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Oct-2021 02:41 PM,"Smti K Rajkhowa, Director",Internal,"FAO,Deputy Director,Deputy Director,Nodal officer",Bhupen Das,29-Oct-2021 11:17 AM,29-Oct-2021 02:30 PM,techsummary_34769.pdf (568.67 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,122173,DAL THOMS SCIENTIFIC,03-Sep-2021 11:53 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Oct-2021 02:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,122020,DAS AND KUMARS,03-Sep-2021 12:06 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Oct-2021 02:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,121690,EKON CONSTRUCTIONS,01-Sep-2021 03:27 PM,Rejected-AOC,not L1,17-Jan-2022 03:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,122153,Indranuj Kashyap,03-Sep-2021 11:44 AM,Accepted-AOC,L1,17-Jan-2022 03:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,122155,INTERNATIONAL SCALES AND MACHINERY,02-Sep-2021 06:56 PM,Rejected-AOC,not L1,17-Jan-2022 03:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,122069,KG ENGINEERING AND CONSTRUCTION,02-Sep-2021 08:27 PM,Rejected-AOC,not L1,17-Jan-2022 03:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,122138,M/S RENGONI,02-Sep-2021 02:07 PM,Rejected-AOC,not L1,17-Jan-2022 03:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,122154,M/S. S L Enterprise,02-Sep-2021 08:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Oct-2021 02:41 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,122160,Salasar Agro Service,02-Sep-2021 08:59 PM,Rejected-AOC,not L1,17-Jan-2022 03:48 PM,,,,,,,,AOC
