Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
08-Feb-2021 01:25 PM,01-Mar-2021 03:00 PM,08-Feb-2021 01:25 PM,01-Mar-2021 01:00 PM,NA ,NA ,08-Feb-2021 01:25 PM,01-Mar-2021 01:00 PM,29-Dec-2021 01:15 PM,"2,000",Principal SLBSGMCH Mandi at Nerchowk,at Nerchowk,Yes,E TENDER FOR PROCUREMENT OF GYNAE INSTRUMENTS FOR THE DEPARTMENT OF OBG SLBSGMCH MANDI AT NERCHOWK,E TENDER FOR PROCUREMENT OF GYNAE INSTRUMENTS FOR THE DEPARTMENT OF OBG SLBSGMCH MANDI AT NERCHOWK,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,365.0,45.0,SLBSGMCH Mandi at Nerchwok,175008.0,NA ,NA ,NA ,Administrative Block,No ,No,Principal,SLBSGMCH Mandi at Nerchwok,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Tender Document,1.0,Date Extended,Date,,"50,000",Yes,fixed,,Principal SLBSGMCH Mandi at Nerchowk,at Nerchowk,Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,SLBSGMCH/OBG (02)/2021,2021_DMEHP_44124_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,1.0,Revoked,Revoked,11-Oct-2021 04:59 PM,2021_DMEHP_44124_1.pdf ,504.2,Technical Opening,Principal,Internal,Joint Director HOD OBG Section Officer,Praveen Kumar,14-Jan-2022 04:23 PM,finsummary_66140.pdf (12818.66 KB),1.0,200013.0,Link Medical Systems,INR,"707,014",Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,2021_DMEHP_44124_1,SLBSGMCH/OBG (02)/2021,E TENDER FOR PROCUREMENT OF GYNAE INSTRUMENTS FOR THE DEPARTMENT OF OBG SLBSGMCH MANDI AT NERCHOWK,Principal,Internal,Joint Director HOD OBG Section Officer,Praveen Kumar,29-Dec-2021 01:12 PM,29-Dec-2021 01:15 PM,techsummary_66140.pdf (1837.88 KB),1,200560,ACE SURGICALS,25-Feb-2021 01:53 PM,Rejected-Technical,Demostration was not setisfactory,29-Dec-2021 01:12 PM,Finance,Financial bid documents downloaded successfully,Anil Kumar,29-Dec-2021 01:24 PM,None,BOQ Comparative Chart,Technical,Documents downloaded successfully,Praveen Kumar,29-Dec-2021 01:00 PM,None,14-Jan-2022,"INR 4,569,060",45.0,Praveen Kumar,14-Jan-2022 04:50 PM,Comparative_Financial_Bid.pdf (12819.00 KB),Purchase order,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Tender Revocation,Tender Revoked for re revaluate the technical bid,29-Dec-2021 12:54 PM,Technical_evaluaton.pdf ,1823.89,Technical Opening,,,,,,,2.0,200270.0,Chamunda Scientific and Medical Co,INR,"331,183",,,,,,,,,,,,2,200250,Bhavuk Enterprises,27-Feb-2021 04:15 PM,Rejected-Technical,Certificate not completed as per specification,29-Dec-2021 01:12 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3.0,200521.0,PRIME MEDICAL SYSTEMS,INR,"2,806,005",,,,,,,,,,,,3,200270,Chamunda Scientific and Medical Co,25-Feb-2021 11:59 AM,Accepted-AOC,L-1 for 19 items,14-Jan-2022 04:50 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4.0,201040.0,SYMBIOSIS INC.,INR,"724,858",,,,,,,,,,,,4,200546,INTERNATIONAL INSTRUMENTS,01-Mar-2021 11:32 AM,Rejected-Technical,Bidder not participate in demostration,29-Dec-2021 01:12 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,200013,Link Medical Systems,26-Feb-2021 05:24 PM,Accepted-AOC,L-1 for 14 items,14-Jan-2022 04:50 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,200554,MANCHANDA MEDICARE,25-Feb-2021 04:07 PM,Rejected-Technical,Demostration was not setisfactory,29-Dec-2021 01:12 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,199871,METLER MEDICA ORTHOPEDICS PVT. LTD.,24-Feb-2021 05:27 PM,Rejected-Technical,Demostration was not setisfactory,29-Dec-2021 01:12 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,200521,PRIME MEDICAL SYSTEMS,25-Feb-2021 01:04 PM,Accepted-AOC,L-1 for 161 items,14-Jan-2022 04:50 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,201040,SYMBIOSIS INC.,01-Mar-2021 12:52 PM,Accepted-AOC,L-1 for 22 items,14-Jan-2022 04:50 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,199807,Volksmann India Private Limited,26-Feb-2021 03:30 PM,Rejected-Technical,Demostration was not setisfactory,29-Dec-2021 01:12 PM,,,,,,,,,,,,,,,,,,,AOC
