Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
construction of Crate Wire Check Barriers in RF Malgi C-15 and 18 (Neem Wala Khala) in GP Muglawala-Kartarpur under APO Paonta,construction of Crate Wire Check Barriers in RF Malgi C-15 and 18 (Neem Wala Khala) in GP Muglawala-Kartarpur under APO Paonta,1. Cost of tender form in shape of DD in favour of DPO(IDP) Sirmour at Nahan for Rs 500/- 2. Bid Security in shape of FDR/CDR/TDR for Rs 19000/- in favour of DPO(IDP) Sirmour at Nahan  ,NA ,"3,71,400",Agricultural or Forestry,NA ,Tender,180.0,60.0,RF Malgi C-15 and 18 (Neem Wala Khala),173001.0,NA ,NA ,NA ,o/o Distt Project Officer(IDP)Sirmour at Nahan,No ,No,1.0,DD - Demand Draft,500.0,Distt Project Officer(IDP)Sirmour at Nahan,Nahan,No,"19,000",No,fixed,,Distt Project Officer(IDP)Sirmour at Nahan,Nahan,02-Dec-2021 10:00 AM,21-Dec-2021 11:20 AM,02-Dec-2021 10:00 AM,20-Dec-2021 05:00 PM,NA ,NA ,02-Dec-2021 10:00 AM,20-Dec-2021 05:00 PM,03-Jan-2022 06:00 PM,Distt Project Officer(IDP)Sirmour at Nahan,Distt Project Officer(IDP)Sirmour at Nahan near DFO office,Chief Project Director IDP Solan||DPO Sirmaur,P-3/CWCB/2021-22,2021_CPD1_54215_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in shape of DD in favour of DPO(IDP) Sirmour at Nahan for Rs 500/-,AOC,06-Jan-2022,"INR 179,758",60.0,Pradeep Kumar,07-Jan-2022 03:06 PM,P3CWCB.pdf (851.00 KB),construction of Crate Wire Check Barriers in RF Malgi C-15 and 18 (Neem Wala Khala) in GP Muglawala-Kartarpur under APO Paonta,1.0,251221.0,DEVRAJ,INR,"179,758",SUPTT,Internal,Sh Kaku Ram APO Smt Ayodhaya FEO,Pradeep Kumar,06-Jan-2022 02:44 PM,finsummary_81200.pdf (418.85 KB),Chief Project Director IDP Solan||DPO Sirmaur,2021_CPD1_54215_1,P-3/CWCB/2021-22,construction of Crate Wire Check Barriers in RF Malgi C-15 and 18 (Neem Wala Khala) in GP Muglawala-Kartarpur under APO Paonta,Finance,All ten bidders qualified for financial bid opening,Pradeep Kumar,06-Jan-2022 02:38 PM,finance_81200.pdf,BOQ Comparative Chart,Technical,All ten bidders qualified for financial bid,Pradeep Kumar,30-Dec-2021 11:44 AM,technical_81200.pdf,Suptt,Internal,Sh Kaku Ram APO Nahan and Smt Ayodhaya Sharma FEO,Pradeep Kumar,03-Jan-2022 05:22 PM,03-Jan-2022 06:00 PM,techsummary_81200.pdf (418.85 KB),1,251114,ATMA RAM,20-Dec-2021 12:44 PM,Rejected-Finance,BEING L 5,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security in shape of FDR/CDR/TDR for Rs 19000/- in favour of DPO(IDP) Sirmour at Nahan,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,250338,Balbir singh,17-Dec-2021 10:26 PM,Rejected-Finance,BEING L 4,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ for construction of Crate Wire Check Barriers in RF Malgi C-15 and 18 (Neem Wala Khala),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,251221,DEVRAJ,20-Dec-2021 04:37 PM,Accepted-AOC,L 1,07-Jan-2022 03:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,251173,DHARMENDER KUMAR,20-Dec-2021 01:04 PM,Rejected-Finance,BEING L 7,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,251269,JAI SINGH,20-Dec-2021 04:28 PM,Rejected-Finance,BEING L 6,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,251227,Jamseed,20-Dec-2021 02:24 PM,Rejected-Finance,BEING L 2,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,251224,Karan jeet Attri,20-Dec-2021 02:13 PM,Rejected-Finance,BEING L 3,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,251265,NITIN SHARMA,20-Dec-2021 03:22 PM,Rejected-Finance,BEING L 8,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,250471,RAMAN KUMAR,18-Dec-2021 02:45 PM,Rejected-Finance,BEING L 9,06-Jan-2022 02:44 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,250956,Vishal kumar,20-Dec-2021 12:26 AM,Rejected-Finance,BEING L 10,06-Jan-2022 02:44 PM,AOC
