Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
11-Nov-2021 02:45 PM,27-Nov-2021 11:30 AM,11-Nov-2021 03:00 PM,26-Nov-2021 05:00 PM,NA ,NA ,11-Nov-2021 03:00 PM,26-Nov-2021 05:00 PM,07-Dec-2021 11:00 AM,1.0,Technical Bid,Technical Bid,,"6,94,000",No,fixed,,Nil,Nil,Improvement Widening and Strengthening of Panchrukhi Lambagaon Road Km 22/00 to 28/00,"Imp of road, Passing Places, R/walls, Missing C.D. work, GSB,WBM-II,WBM-III, Tarring work, CC Pavement Side Drain ,Parapets and road Furniture including routine maintenance for five years after completion of construction work) . (Under NABARD RIDF-X",Please refer Tender documents. ,NA ,"3,46,74,314",Civil Works - Roads,NA ,Tender,75.0,365.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6.,PWD,Improvement Widening Strengthening of Panchrukhi,2021_PWD_53445_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1.0,ICICI BANK,Superintending Engineer,Superintending Engineer 5th circle Palampur,AOC,PWD,2021_PWD_53445_1,Improvement Widening Strengthening of Panchrukhi,Improvement Widening and Strengthening of Panchrukhi Lambagaon Road Km 22/00 to 28/00,Superintending Engineer,Internal,"Superintending Engineer, EE Jaisinghpur, EE (D), DAO Jaisinghpur, CHD Palampur",R.K Dhiman,02-Dec-2021 01:45 PM,07-Dec-2021 11:00 AM,techsummary_79979.pdf (537.84 KB),Superintending Engineer,Internal,"Superintending Engineer, EE (D), EE Jaisinghpur, DAO, CHD Palampur",R.K Dhiman,18-Dec-2021 03:11 PM,finsummary_79979.pdf (287.08 KB),27-Jan-2022,"INR 34,674,000",365.0,R.K Dhiman,31-Jan-2022 11:14 AM,Award.pdf (311.00 KB),Award,1.0,245293.0,G.P.ACHARYA,26-Nov-2021 01:19 PM,Rejected-Finance,Rejected due to higher rates bidder L2,18-Dec-2021 03:11 PM,Technical,Summary,R.K Dhiman,02-Dec-2021 01:42 PM,technical_79979.pdf,Finance,Summary,R.K Dhiman,18-Dec-2021 03:07 PM,finance_79979.pdf,BOQ Comparative Chart,1.0,242559.0,Kulvinder,INR,"35,591,572",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No-3,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,245339.0,Kuldeep Chand Rana,26-Nov-2021 04:24 PM,Rejected-Technical,Non Responsive,02-Dec-2021 01:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,242559.0,Kulvinder,26-Nov-2021 03:53 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,31-Jan-2022 11:14 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section-2 Cl(4.2,4.4 -A and B)",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. GST, PAN, EPF etc.",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Liquidated damage as per section 4 and point No.44.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
