Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
03-Nov-2021 10:00 AM,10-Nov-2021 11:00 AM,03-Nov-2021 10:30 AM,10-Nov-2021 09:00 AM,NA ,NA ,03-Nov-2021 10:30 AM,10-Nov-2021 09:00 AM,25-Nov-2021 10:00 AM,1.0,ICICI BANK,"Job 2 Construction of Link road Lawana Basti Ispur to Dera Baba Bharthri Damiyan G.P. Ispur Tehsil Haroli Distt. Una Km. 0-0 to 4-200 Sub Head Formation cutting. Filling, P-L GSB, in RD. 1-800 to 3-015 and 5 Nos. Hume pipe culvert at various RD. Unde","Job 2 Construction of Link road Lawana Basti Ispur to Dera Baba Bharthri Damiyan G.P. Ispur Tehsil Haroli Distt. Una Km. 0-0 to 4-200 Sub Head Formation cutting. Filling, P-L GSB, in RD. 1-800 to 3-015 and 5 Nos. Hume pipe culvert at various RD. Unde",Please refer to Bidding Documents ,NA ,"25,93,274",Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"46,400",No,fixed,,Nil,Nil,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","1,500",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,PWD,Job 2 Construction of Link road Lawana Basti Ispur,2021_PWD_53182_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,241933.0,Ashwani Kumar,09-Nov-2021 04:03 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,Technical,Bids List,Rajesh Kumar,11-Nov-2021 03:32 PM,technical_79527.pdf,1.0,241686.0,Vikas puri,INR,"4,000,854",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,29-Nov-2021 11:12 AM,finance_79527.pdf,BOQ Comparative Chart,PWD,2021_PWD_53182_1,Job 2 Construction of Link road Lawana Basti Ispur,"Job 2 Construction of Link road Lawana Basti Ispur to Dera Baba Bharthri Damiyan G.P. Ispur Tehsil Haroli Distt. Una Km. 0-0 to 4-200 Sub Head Formation cutting. Filling, P-L GSB, in RD. 1-800 to 3-015 and 5 Nos. Hume pipe culvert at various RD. Unde","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar DAO Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,20-Nov-2021 04:33 PM,25-Nov-2021 10:00 AM,techsummary_79527.pdf (1561.62 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Dinesh Kumar DAO Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,29-Nov-2021 12:20 PM,finsummary_79527.pdf (473.75 KB),14-Jan-2022,"INR 2,593,274",90.0,Rajesh Kumar,20-Jan-2022 11:08 AM,Awardletter.pdf (2236.00 KB),Awardletter,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,AOC,2.0,241688.0,Charanjeet Singh Govt Contractor,09-Nov-2021 04:49 PM,Rejected-AOC,ok,20-Jan-2022 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,AOC,3.0,242003.0,Chetan Chabba,09-Nov-2021 12:53 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No.,,,,,,,,,,,,,,,AOC,4.0,241942.0,Nitish Thakur,09-Nov-2021 06:32 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No.,,,,,,,,,,,,,,,AOC,5.0,242010.0,Satish Kumar,09-Nov-2021 03:04 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card issued by Income Tax Authorities.,,,,,,,,,,,,,,,AOC,6.0,241680.0,Tilak Raj Govt Contractor,09-Nov-2021 06:22 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,AOC,7.0,241882.0,Vijay Kumar,09-Nov-2021 07:47 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,AOC,8.0,241686.0,Vikas puri,09-Nov-2021 07:20 PM,Accepted-AOC,Ok,20-Jan-2022 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,AOC,9.0,242017.0,Yog raj,09-Nov-2021 08:56 PM,Rejected-Technical,As per Evaluations Bids,20-Nov-2021 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
