Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,000",Nil,Nil,No,11-Nov-2021 02:00 PM,27-Nov-2021 11:30 AM,11-Nov-2021 02:30 PM,26-Nov-2021 05:00 PM,NA ,NA ,11-Nov-2021 02:30 PM,26-Nov-2021 05:00 PM,07-Dec-2021 11:00 AM,Construction of Haroti Pul to Jalet Bhatti road via Nallian Km 0/00 to 2/985 in District Kangra (H.P.),"Imp. of road, Formation Cutting, R/walls, Missing C.D. work, GSB,WBM-II,WBM-III, Tarring work, CC Pavement, Side Drain ,Parapets and road Furniture including routine maintenance for five years after completion of construction work) . (Under NABARD",Please refer Tender documents. ,NA ,"2,20,25,245",Civil Works - Roads,NA ,Tender,75.0,365.0,Jaisinghpur,176095.0,NA ,NA ,NA ,5th Circle Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6.,1.0,ICICI BANK,PWD,Construction of Haroti Pul to Jalet Bhatti road vi,2021_PWD_53434_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"4,41,000",No,fixed,,Nil,Nil,1.0,Technical bid,Technical Bid,,Superintending Engineer,5th Circle Palampur HPPWD,AOC,1.0,245440.0,G.P.ACHARYA,26-Nov-2021 02:53 PM,Rejected-Finance,Rejected due to higher rates bidder L3,18-Dec-2021 03:06 PM,Technical,Summary,R.K Dhiman,02-Dec-2021 01:48 PM,technical_79947.pdf,Finance,Summary,R.K Dhiman,18-Dec-2021 02:51 PM,finance_79947.pdf,BOQ Comparative Chart,1.0,242556.0,Kulvinder,INR,"20,477,932",Superintending Engineer,Internal,"Superintending Engineer, EE (D), EE Jaisinghpur, DAO Jaisinghpur, CHD Palampur",R.K Dhiman,02-Dec-2021 01:50 PM,07-Dec-2021 11:00 AM,techsummary_79947.pdf (416.99 KB),PWD,2021_PWD_53434_1,Construction of Haroti Pul to Jalet Bhatti road vi,Construction of Haroti Pul to Jalet Bhatti road via Nallian Km 0/00 to 2/985 in District Kangra (H.P.),27-Jan-2022,"INR 22,025,000",365.0,R.K Dhiman,31-Jan-2022 11:09 AM,Award.pdf (315.00 KB),Award,Superintending Engineer,Internal,"Superintending Engineer, EE (D), EE Jaisinghpur, DAO, CHD Palampur",R.K Dhiman,18-Dec-2021 03:06 PM,finsummary_79947.pdf (309.18 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,245348.0,Kuldeep Chand Rana,26-Nov-2021 03:52 PM,Rejected-Technical,Non Responsive,02-Dec-2021 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,242556.0,Kulvinder,26-Nov-2021 03:47 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,31-Jan-2022 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,245434.0,VISHAL RAJPUT,26-Nov-2021 04:03 PM,Rejected-Finance,Rejected due to higher rates bidder L2,18-Dec-2021 03:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3 (1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section-2 Cl(4.2,4.4 -A - B)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Others documents i.e. GST, PAN, EPF etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
