Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,PWD,removal of slips in under Hamirpur Sub Division,2021_PWD_49838_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Restoration of rain damages on Various roads for removal of slips in under Hamirpur Sub Division,SH Hiring of JCB,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,120.0,Hamipur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,14-Jul-2021 09:00 AM,23-Jul-2021 11:30 AM,14-Jul-2021 09:00 AM,23-Jul-2021 10:30 AM,NA ,NA ,14-Jul-2021 09:00 AM,23-Jul-2021 10:30 AM,31-Jul-2021 11:20 AM,"12,000",No,fixed,,Nil,Nil,350.0,Nil,Nil,No,1.0,ICICI BANK,EE Hamirpur,Executive Engineer HPPWD Hamirpur,AOC,Finance,ATTached,Vivek Sharma,25-Jan-2022 05:28 PM,finance_74576.pdf,BOQ Comparative Chart,1.0,224818.0,BRAHAM DASS SHARMA,INR,"554,256.8",1.0,224588.0,ANIL KUMAR GOVT CONT,22-Jul-2021 11:38 AM,Rejected-Finance,l2,31-Jan-2022 04:06 PM,Technical,Attached,Vivek Sharma,31-Jul-2021 11:16 AM,technical_74576.pdf,EE Hamirpur,Internal,SupdtHDMSupdtABAEtoEE,Vivek Sharma,31-Jul-2021 11:19 AM,31-Jul-2021 11:20 AM,techsummary_74576.pdf (1002.57 KB),PWD,2021_PWD_49838_1,removal of slips in under Hamirpur Sub Division,Restoration of rain damages on Various roads for removal of slips in under Hamirpur Sub Division,31-Jan-2022,"INR 554,257",120.0,Vivek Sharma,31-Jan-2022 04:08 PM,JCBHAmirpurAward.pdf (773.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,31-Jan-2022 04:06 PM,finsummary_74576.pdf (773.42 KB),AOC
,,.pdf,Work in hand/work done detail counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,2.0,224582.0,BALAL,22-Jul-2021 04:36 PM,Rejected-Technical,Rejected,31-Jul-2021 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,224818.0,BRAHAM DASS SHARMA,22-Jul-2021 09:05 PM,Accepted-AOC,l1,31-Jan-2022 04:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,lease agreement for hired Machinery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
