Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Executive Engineer, Bhoranj Division, HP.PWD., Bho","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",PWD,Periodical Renewal on Samirpur Matlana Km. 0.0 to,2021_PWD_53334_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Periodical Renewal on Samirpur Matlana Km. 0.0 to 1.0 2.0 to 3.0 SH P.L GIII and 30 mm thick bitumen concrete for the year 2021.22.,Periodical Renewal on Samirpur Matlana Km. 0.0 to 1.0 2.0 to 3.0 SH P.L GIII and 30 mm thick bitumen concrete for the year 2021.22.,Please refer Tender documents. ,NA ,"32,48,277",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,"56,300",Yes,fixed,,Nil,Nil,"1,500",Nil,Nil,Yes,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,09-Nov-2021 05:20 PM,15-Nov-2021 11:30 AM,09-Nov-2021 05:20 PM,15-Nov-2021 10:30 AM,NA ,NA ,09-Nov-2021 05:20 PM,15-Nov-2021 10:30 AM,10-Jan-2022 11:30 AM,AOC,PWD,2021_PWD_53334_1,Periodical Renewal on Samirpur Matlana Km. 0.0 to,Periodical Renewal on Samirpur Matlana Km. 0.0 to 1.0 2.0 to 3.0 SH P.L GIII and 30 mm thick bitumen concrete for the year 2021.22.,E.E.Bhoranj Division,Internal,Supdt.gr-II DAO HDM A.E. Bhoranj,Virender Singh Guleria,04-Jan-2022 03:54 PM,10-Jan-2022 11:30 AM,techsummary_79753.pdf (1083.90 KB),Executive Engineer,Internal,"Supdt.Gr.-II, HDM, DAO, A.E.Bhoranj Sub Division",Virender Singh Guleria,18-Jan-2022 02:04 PM,finsummary_79753.pdf (949.61 KB),20-Jan-2022,"INR 3,248,277",90.0,Arvind Lakhanpal,27-Jan-2022 02:31 PM,MSC.PDF (1589.00 KB),AOC attached,1.0,242534.0,MSC Roads and Bridges Private Limited,14-Nov-2021 10:52 PM,Accepted-AOC,L1,27-Jan-2022 02:31 PM,Technical,Summary attached,Virender Singh Guleria,04-Jan-2022 03:50 PM,technical_79753.pdf,1.0,242534.0,MSC Roads and Bridges Private Limited,INR,"2,995,584",Finance,BOQ summary detail attached,Virender Singh Guleria,18-Jan-2022 01:55 PM,finance_79753.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,242343.0,Piar Chand Chauhan,13-Nov-2021 03:33 PM,Rejected-Finance,L3,18-Jan-2022 02:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,242350.0,Praveen Thakur,13-Nov-2021 02:06 PM,Rejected-Finance,L4,18-Jan-2022 02:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,242207.0,S.S.Chauhans Construction Private Limted,14-Nov-2021 05:24 PM,Rejected-Finance,L2,18-Jan-2022 02:04 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
