Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
30-Nov-2023 03:00 PM,14-Feb-2024 11:45 AM,30-Nov-2023 03:30 PM,13-Feb-2024 03:00 PM,NA ,NA ,30-Nov-2023 03:30 PM,13-Feb-2024 03:00 PM,16-Feb-2024 02:00 PM,Sr. Executive engineer,"Electrical Division,HPSEBL,Arki","Shifting of 63KVA S/Stn. Kaller jeri in the compound of Gram Panchyat along with its associated lines and re-organisation of LT lines in Electrical Section Bhararighat under Electrical Sub-Division, HPSEBL, Darlaghat","Shifting of 63KVA S/Stn. Kaller jeri in the compound of Gram Panchyat along with its associated lines and re-organisation of LT lines in Electrical Section Bhararighat under Electrical Sub-Division, HPSEBL, Darlaghat",Please refer Tender documents. ,NA ,"3,03,339",Electrical Works,NA ,Tender,180.0,45.0,Under ED Arki,173208.0,NA ,NA ,NA ,ED Arki,No ,No,"3,033",No,fixed,,Nil,Nil,1.0,NIT132 Extended,Date,,HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-132/2023-24,2023_HPSEB_82003_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Tender Document fee and earnest money receipt,590.0,Nil,Nil,No,1.0,405039.0,ABS ENTERPRISES,13-Feb-2024 09:01 AM,Rejected-Finance,Higher Rates,19-Feb-2024,Sr. Executive Engineer,Internal,"Sr. Executive Engineer, Assistant Engineer Darlaghat, Sr. Asstt. Accounts",Devender Koundal,16-Feb-2024 12:46 PM,16-Feb-2024 02:00 PM,techsummary_121945.pdf (518.27 KB),19-Feb-2024,"INR 288,172",45.0,Devender Koundal,19-Feb-2024 04:07 PM,KallerJeriAward.pdf (3670.00 KB),Awarded to L1,Technical,Technical bid opened,Devender Koundal,14-Feb-2024 12:36 PM,technical_121945.pdf,Finance,Financial Open,Devender Koundal,16-Feb-2024 03:58 PM,finance_121945.pdf,BOQ Comparative Chart,Sr. Executive Engineer,Internal,"Sr. Assistant Accounts , Assistant Engineer HPSEBL, Darlaghat",Devender Koundal,19-Feb-2024 03:37 PM,finsummary_121945.pdf (518.27 KB),1.0,394257.0,Him Electricals,INR,"288,172",HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,2023_HPSEB_82003_1,HPSEBL/AED/NIT-132/2023-24,"Shifting of 63KVA S/Stn. Kaller jeri in the compound of Gram Panchyat along with its associated lines and re-organisation of LT lines in Electrical Section Bhararighat under Electrical Sub-Division, HPSEBL, Darlaghat"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Technical and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,2.0,394257.0,Him Electricals,03-Jan-2024 11:54 AM,Accepted-AOC,Lowest Rates,19-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Class -A contractor Licence as per clause 1.01.2,,,,,3.0,405271.0,rajinder singh,13-Feb-2024 02:22 PM,Rejected-Finance,Higher Rates,19-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of net worth, avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 fromCA",,,,,4.0,405211.0,VINAY KUMAR SHARMA,13-Feb-2024 01:33 PM,Rejected-Finance,Higher Rates,19-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Bidder shall satisfy Bid capacity as clause 1.02.5 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Litigation history as per clause 2.01.4 ,Non blacklisting Affidavit,No deviation certi.as per Bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No change of ownership (ITB vol-1,Sec-IIclause2.3.2 and letter of undertaking/Bid validity as per SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration,pan,self undertake of completion of work and studied all term and condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
