Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,C/O Footpath on Mattan Sidh Hamirpur JOB-3,2024_PWD_83669_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"38,200",No,fixed,,Nil,Nil,C/O Footpath on Mattan Sidh Hamirpur JOB-3,SH Construction of Footpath RD 2/850 to 0/108,Please refer Tender documents. ,NA ,"20,44,717",Civil Works - Roads,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,08-Jan-2024 09:00 AM,16-Jan-2024 11:30 AM,08-Jan-2024 09:00 AM,16-Jan-2024 10:30 AM,NA ,NA ,08-Jan-2024 09:00 AM,16-Jan-2024 10:30 AM,07-Feb-2024 11:30 AM,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,PWD,2024_PWD_83669_1,C/O Footpath on Mattan Sidh Hamirpur JOB-3,C/O Footpath on Mattan Sidh Hamirpur JOB-3,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,06-Feb-2024 05:07 PM,07-Feb-2024 11:30 AM,techsummary_124313.pdf (1168.49 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Deepak Kapil,16-Feb-2024 06:20 PM,finsummary_124313.pdf (796.94 KB),27-Feb-2024,"INR 1,656,424",60.0,Deepak Kapil,27-Feb-2024 01:10 PM,FootpathAward.pdf (863.00 KB),Award,1.0,397969.0,RAJANI GOSAIN,INR,"1,656,423.62",Finance,Attached,Sanjay Katoch,12-Feb-2024 11:25 AM,finance_124313.pdf,BOQ Comparative Chart,1.0,398009.0,Abdul contractor,16-Jan-2024 12:01 AM,Rejected-Technical,Rejected,06-Feb-2024,Technical,Attached,Sanjay Katoch,27-Jan-2024 05:26 PM,technical_124313.pdf
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,397978.0,Devender Kumar,15-Jan-2024 06:40 PM,Rejected-Technical,Rejected,06-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,398028.0,Gulam Mohamad,16-Jan-2024 09:45 AM,Rejected-Finance,L4,16-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,397351.0,Japan Singh,15-Jan-2024 06:56 PM,Rejected-Finance,L5,16-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,397938.0,KHUSHBU KAPIL,15-Jan-2024 05:15 PM,Rejected-Finance,L2,16-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,397969.0,RAJANI GOSAIN,15-Jan-2024 07:26 PM,Accepted-AOC,l1,27-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,397914.0,sumeet contractor,15-Jan-2024 05:27 PM,Rejected-Finance,L3,16-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information/documents required as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
