S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
1.0,ICICI BANK,30-Nov-2023 03:00 PM,14-Feb-2024 11:45 AM,30-Nov-2023 03:30 PM,13-Feb-2024 03:00 PM,NA ,NA ,30-Nov-2023 03:30 PM,13-Feb-2024 03:00 PM,16-Feb-2024 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Document fee and earnest money receipt,"4,458",No,fixed,,Nil,Nil,"Shifting of 25KVA S/Stn. Padyar with its associated lines and re-organisation of 3-phase LT lines in Electrical Section Kandhar under Electrical Sub-Division, HPSEBL, Darlaghat","Shifting of 25KVA S/Stn. Padyar with its associated lines and re-organisation of 3-phase LT lines in Electrical Section Kandhar under Electrical Sub-Division, HPSEBL, Darlaghat",Please refer Tender documents. ,NA ,"4,45,848",Electrical Works,NA ,Tender,180.0,45.0,Under ED Arki,173208.0,NA ,NA ,NA ,ED Arki,No ,No,590.0,Nil,Nil,No,1.0,NIT133 Extended,Date,,Sr. Executive engineer,"Electrical Division,HPSEBL,Arki",HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-133/2023-24,2023_HPSEB_82005_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,405040.0,ABS ENTERPRISES,13-Feb-2024 09:32 AM,Rejected-Finance,Higher Rates,19-Feb-2024,Sr. Executive Engineer,Internal,"Sr. Executive Engineer, Assistant Engineer Darlaghat, Sr. Asstt. Accounts",Devender Koundal,16-Feb-2024 12:48 PM,16-Feb-2024 02:00 PM,techsummary_121946.pdf (518.27 KB),Technical,Technical bid opened,Devender Koundal,14-Feb-2024 12:41 PM,technical_121946.pdf,Finance,Financially Open,Devender Koundal,16-Feb-2024 04:01 PM,finance_121946.pdf,BOQ Comparative Chart,19-Feb-2024,"INR 421,327",45.0,Devender Koundal,19-Feb-2024 04:11 PM,PadyarAward.pdf (4451.00 KB),Awarded to L1,Sr. Executive Engineer,Internal,"Sr. Assistant Accounts , Assistant Engineer, Darlaghat",Devender Koundal,19-Feb-2024 03:40 PM,finsummary_121946.pdf (518.27 KB),HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,2023_HPSEB_82005_1,HPSEBL/AED/NIT-133/2023-24,"Shifting of 25KVA S/Stn. Padyar with its associated lines and re-organisation of 3-phase LT lines in Electrical Section Kandhar under Electrical Sub-Division, HPSEBL, Darlaghat",1.0,394255.0,Him Electricals,INR,"421,327"
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Technical and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,394255.0,Him Electricals,03-Jan-2024 12:11 PM,Accepted-AOC,Lowest rate,19-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Class -A contractor Licence as per clause 1.01.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,405277.0,rajinder singh,13-Feb-2024 02:26 PM,Rejected-Finance,Higher Rates,19-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,"Detail of net worth, avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 fromCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,405208.0,VINAY KUMAR SHARMA,13-Feb-2024 01:28 PM,Rejected-Finance,Higher Rates,19-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,The Bidder shall satisfy Bid capacity as clause 1.02.5 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,"Litigation history as per clause 2.01.4 ,Non blacklisting Affidavit,No deviation certi.as per Bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,"No change of ownership (ITB vol-1,Sec-IIclause2.3.2 and letter of undertaking/Bid validity as per SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,.pdf,"GST and EPF registration,pan,self undertake of completion of work and studied all term and condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
