Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.2,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address
Technical,Proceeding attached,Dinkar Sharma,16-Jan-2024 12:29 PM,technical_123368.pdf,1,395103,Ajmer Singh Govt. Contractor,29-Dec-2023 02:15 PM,Rejected-Finance,Reject,27-Jan-2024,Finance,Summary attached,Dinkar Sharma,27-Jan-2024 05:02 PM,finance_123368.pdf,BOQ Comparative Chart,1.0,394739.0,Sachin Kumar,INR,"2,173,042",02-Feb-2024,"INR 3,683,747",90.0,Sukhwinder Singh,16-Mar-2024 03:34 PM,AW14681dt02022024.PDF (285.00 KB),Aw No. 14681-89 dt 02-2024,ER Dinakar Sharma,Internal,Summary attached,Dinkar Sharma,27-Jan-2024 05:10 PM,finsummary_123368.pdf (421.27 KB),ER Dinakar Sharma,Internal,Proceeding attached,Dinkar Sharma,16-Jan-2024 12:37 PM,18-Jan-2024 11:30 AM,techsummary_123368.pdf (1520.28 KB),PWD,2023_PWD_82977_1,Pay Ground at GSSS Bharwain Under Bharwain Divn,Construction of Play Ground at Govt Senior Secondary School Bharwain SH Construction of retaining wall and Earth filling for playground against Education Deposit,21-Dec-2023 06:00 PM,30-Dec-2023 11:30 AM,21-Dec-2023 06:00 PM,29-Dec-2023 05:00 PM,NA ,NA ,21-Dec-2023 06:00 PM,29-Dec-2023 05:00 PM,18-Jan-2024 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form online mode,"1,500",Nil,Nil,No,1.0,ICICI BANK,PWD,Pay Ground at GSSS Bharwain Under Bharwain Divn,2023_PWD_82977_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"63,000",No,fixed,,Nil,Nil,Construction of Play Ground at Govt Senior Secondary School Bharwain SH Construction of retaining wall and Earth filling for playground against Education Deposit,Construction of Play Ground at Govt Senior Secondary School Bharwain SH Construction of retaining wall and Earth filling for playground against Education Deposit,As per tender documents ,NA ,"36,83,747",Civil Works,road ,Tender,75.0,90.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,Executive Engineer,Division HPPWD Bharwain
,,,,,2,395072,Arjun Singh Govt Contractor,29-Dec-2023 01:09 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD online Mode,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,394393,Gaurav Kumar,29-Dec-2023 12:39 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,All conditions shown in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,395007,JOGRAJ GOVT CONTRACTOR,29-Dec-2023 03:36 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5,394291,M/S A K CONSTRUCTIONS,27-Dec-2023 04:51 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6,395040,M/s Kamla Contruction,29-Dec-2023 12:21 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7,394348,NARESH KUMAR GOVT CONTRACTOR,29-Dec-2023 01:01 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8,394692,Ram Dhan,29-Dec-2023 04:47 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9,395147,Rohit Thakur,29-Dec-2023 03:47 PM,Rejected-Finance,Reject,27-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10,394739,Sachin Kumar,29-Dec-2023 12:46 PM,Accepted-AOC,ok,16-Mar-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
