EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
"16,000",No,fixed,,Nil,Nil,Providing and laying roof structure over existing type-II (4 sets) residence at DIC Colony Bilaspur (HP).,Providing and laying roof structure,Please refer Tender documents. ,NA ,"8,03,265",Civil Works,NA ,Tender,120.0,120.0,Bilaspur,174001.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,25-Oct-2023 11:00 AM,04-Nov-2023 11:00 AM,25-Oct-2023 11:00 AM,03-Nov-2023 05:00 PM,NA ,NA ,25-Oct-2023 11:00 AM,03-Nov-2023 05:00 PM,22-Nov-2023 04:20 PM,HP SIDC Limited,Job No. 4,2023_SIDC_80574_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),Executive Engineer,HPSIDC Shimla,"1,000",Nil,Nil,No,Finance,Financial summary,Sushant Singh Negi,01-Dec-2023 02:05 PM,finance_119957.pdf,BOQ Comparative Chart,1,382265,AKSHAY KUMAR,03-Nov-2023 04:06 PM,Rejected-Finance,5th lowest bidder,01-Dec-2023,Technical,Tender summary,Sushant Singh Negi,22-Nov-2023 04:10 PM,technical_119957.pdf,EE,Internal,"DM, Manager(F)",Sushant Singh Negi,22-Nov-2023 04:14 PM,22-Nov-2023 04:20 PM,techsummary_119957.pdf (184.96 KB),1.0,381122.0,Rajender Pal,INR,"755,495",15-Feb-2024,"INR 755,495",120.0,Sushant Singh Negi,19-Feb-2024 12:58 PM,rajendertwo.pdf (1270.00 KB),Award letter,HP SIDC Limited,2023_SIDC_80574_1,Job No. 4,Providing and laying roof structure over existing type-II (4 sets) residence at DIC Colony Bilaspur (HP).,EE,Internal,"DM, Manager(F)",Sushant Singh Negi,01-Dec-2023 02:13 PM,finsummary_119957.pdf (35.34 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,2,382129,Amar Singh,03-Nov-2023 04:35 PM,Rejected-Finance,11th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,3,382181,AMBIKA ENTERPRISES,03-Nov-2023 11:33 AM,Rejected-Finance,2nd lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,4,382279,ANJU DEVI,03-Nov-2023 03:49 PM,Rejected-Finance,6th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,5,381472,BALRAJ SINGH GOVT CONTRACTOR,30-Oct-2023 01:16 PM,Rejected-Finance,13th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,6,381546,CHAMAN KUMAR GOVT CONTRACTOR,03-Nov-2023 09:45 AM,Rejected-Finance,7th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,7,382117,DALIP SINGH,02-Nov-2023 06:15 PM,Rejected-Finance,3rd lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,8,382214,DEVINDER KUMAR,03-Nov-2023 01:29 PM,Rejected-Finance,9th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,9,382073,MAHESH KUMAR,02-Nov-2023 01:55 PM,Rejected-Finance,14th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,382288,RAJAT,03-Nov-2023 03:53 PM,Rejected-Finance,12th lowest bidder,01-Dec-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
