Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
PWD,SEIX/WS/WA-III/2023-24-6374-83,2023_PWD_80766_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,27-Oct-2023 03:00 PM,09-Nov-2023 11:00 AM,27-Oct-2023 03:00 PM,09-Nov-2023 10:00 AM,NA ,NA ,27-Oct-2023 03:00 PM,09-Nov-2023 10:00 AM,02-Dec-2023 11:00 AM,"14,29,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,Yes,EXECUTIVE ENGINEER,HPPWD DIVISION INDORA,1.0,ICICI BANK,C/o link road from Sohoura Nara Brahmna Tappa road from Km 0 to 4.575 under NABARD,"Sub Head Formation, Cutting, Rwall, Brest wall, Cross drainage, metalling and taring,CC block, PCC drain, parapets and road furniture including five year maintenance) under NABARD RIDF XXIX",Please refer Tender documents. ,NA ,"7,14,19,049",Civil Works,NA ,Tender,120.0,365.0,INDORA,176401.0,NA ,NA ,NA ,O/O EXECUTIVE ENGINEER,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of document of online payment on account of Bid documents as per section 1(2),PWD,2023_PWD_80766_1,SEIX/WS/WA-III/2023-24-6374-83,C/o link road from Sohoura Nara Brahmna Tappa road from Km 0 to 4.575 under NABARD,SE,Internal,EE (DESIGN) EE (INDORA) DAO,Vinay Kumar,25-Nov-2023 06:25 PM,02-Dec-2023 11:00 AM,techsummary_120225.pdf (4122.49 KB),ee,Mixed,DAO EE(DESIGN) SE,Vinay Kumar,01-Jan-2024 12:22 PM,finsummary_120225.pdf (344.37 KB),15-Feb-2024,"INR 71,419,049",365.0,Vinay Kumar,15-Feb-2024 08:32 PM,Award.pdf (498.00 KB),AWARDED TO NISCHAL MAHAJAN,Finance,LOWEST OF SH. NISHCHAL MAHAJAN,Vinay Kumar,01-Jan-2024 12:20 PM,finance_120225.pdf,BOQ Comparative Chart,1.0,383370.0,Nishchal Mahajan,INR,"49,144,868",1.0,382878.0,ANIL MAHAJAN,08-Nov-2023 04:36 PM,Not Admitted-Fee/PreQual/Technical,Others-As per SBD clause 4.2(g) The same document already uploaded by contractor in other tender participate din Fatehpur Div HPPWD Fatehpur Tender ID 2023_PWD_80492_1,25-Nov-2023,Technical,"SR. NO. 1, 4 AND 5 ARE ADMITTED",Vinay Kumar,25-Nov-2023 06:23 PM,technical_120225.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Certificate Legal Status as per ITB Section 2 4.2 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,383204.0,M/s R.K Mahajan Govt Contractor,08-Nov-2023 07:01 PM,Not Admitted-Finance,Not qualified for AOC,01-Jan-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of document of online payment on account of Bid security as per section 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,383370.0,Nishchal Mahajan,08-Nov-2023 07:49 PM,Accepted-AOC,L1,15-Feb-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of valid registration under EPF miscellaneous Provision Act 1952 ITB sec. 2 (4.1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,382931.0,RAMESH CHAND CHOPRA AND SONS,09-Nov-2023 09:07 AM,Not Admitted-Fee/PreQual/Technical,Others-Not eligible as per SBD Clause 4.4(b) & 4.4 (b) (i),25-Nov-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,382699.0,V S SAINI,07-Nov-2023 02:18 PM,Not Admitted-Finance,Not qualified for AOC,01-Jan-2024,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover certificate from CA for last financial year with profit and loss report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate of similar nature for last five years dull signed by the concerned EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of work in hand/existing commitments duly signed by the EE concerned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery/equipments with ownership / hired/ lease, buying proof",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of availability of technical persons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Availability of liquid access/credit facility duly signed by the bankers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authority to seek references from the bankers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proposal of sub contraction if any,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking regarding regarding litigation of arbitration during the last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than two work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with name of Bid that all the information/bid documents sumitted with bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That no near relative is working as gazetted/non gazetted officer in PWD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that no retired person working with him who retired within last two years from department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
