Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form(as per Schedule F 6.3),PWD,SD-I-CTR-Tender-2023- 20993 dt 23-09-2023,2023_PWD_79310_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Restoration of and rain damges on Dubloo to Lakhoti rod km. 0/00 to 5/760 (SH C/O P.C.C. 1 4 8 R /wall between Rd. 4/114 to 4/131,Restoration of and rain damges on Dubloo to Lakhoti rod km. 0/00 to 5/760 (SH C/O P.C.C. 1 4 8 R /wall between Rd. 4/114 to 4/131,As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,30.0,Dubloo,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,"24,300",No,fixed,,Nil,Nil,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,1.0,ICICI BANK,25-Sep-2023 05:00 PM,05-Oct-2023 11:00 AM,25-Sep-2023 05:00 PM,04-Oct-2023 04:00 PM,NA ,NA ,25-Sep-2023 05:00 PM,04-Oct-2023 04:00 PM,06-Oct-2023 10:30 AM,PWD,2023_PWD_79310_3,SD-I-CTR-Tender-2023- 20993 dt 23-09-2023,Restoration of and rain damges on Dubloo to Lakhoti rod km. 0/00 to 5/760 (SH C/O P.C.C. 1 4 8 R /wall between Rd. 4/114 to 4/131,ErParveenverma,Internal,ShKamalvermaHDMShManojKumarSupdtShAnilkumarantalsrDAO,Bhupender Singh,05-Oct-2023 04:55 PM,06-Oct-2023 10:30 AM,techsummary_118245.pdf (474.25 KB),ErParveenverma,Internal,ShKamalvermaHDMShManojKumarSupdtShAnilkumarantalsrDAO,Bhupender Singh,30-Oct-2023 01:29 PM,finsummary_118245.pdf (804.07 KB),23-Feb-2024,"INR 1,210,770",30.0,Ramesh Negi,23-Feb-2024 03:36 PM,AOC79310_3.pdf (806.00 KB),AOC,1.0,374184.0,rahul knwar,INR,"931,082",Finance,Bid opening summary,Bhupender Singh,30-Oct-2023 01:26 PM,finance_118245.pdf,BOQ Comparative Chart,1.0,375683.0,Ashish Sharma,03-Oct-2023 03:43 PM,Rejected-Finance,2ndn Lowest,30-Oct-2023,Technical,Bid opening summary,Bhupender Singh,05-Oct-2023 04:51 PM,technical_118245.pdf
,,.pdf,Earnest Money Deposit (As per schedule F 6.5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,375728.0,parveen thakur,03-Oct-2023 02:28 PM,Rejected-Finance,4th Lowest,30-Oct-2023,,,,,
,,.pdf,Contractor registration (Refer General rule No.23 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,374184.0,rahul knwar,03-Oct-2023 03:57 PM,Accepted-AOC,Awarded,23-Feb-2024,,,,,
,,.pdf,GST registration (Refer General rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,375741.0,Vijay Kumar,03-Oct-2023 03:29 PM,Rejected-Finance,3rd Lowest,30-Oct-2023,,,,,
,,.pdf,Work in hand certificate (As per Performa given in General rule No.19 ).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Form No. 8 duly signed (Refer General rule No 26.7).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,The Contractor Shall give affidavit regarding List of both gazette and non gazette HPPWD Employees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Proof of registration under Employee Provident Funds and Miscellaneous provision Act. 1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
