Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
Superintending Engineer,"Superintending Engineer, 5th Circle, HP PWD Palampur",PWD,Palampur 14951-61,2023_PWD_82085_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"12,39,000",No,fixed,,Nil,Nil,08-Dec-2023 10:00 AM,19-Dec-2023 11:30 AM,08-Dec-2023 10:00 AM,18-Dec-2023 05:00 PM,NA ,NA ,08-Dec-2023 10:00 AM,18-Dec-2023 05:00 PM,03-Jan-2024 11:30 AM,1.0,ICICI BANK,"5,000",Nil,Nil,No,Construction of Mecleodganj Bhagsunag Tahu Chohla (Bangrotu) road km 0/000 to 2/720 including bridge over Churan Khad in District Kangra H.P.,"SH - Formation cutting, passing places, R/walls, C.D work, GSB, WBM- II, WBM- III , Tarring work, Cement concrete pavement, side drain and parapets including 30.00 metre Span RCC Box Girder bridge at RD 0/570 under Nabard RIDF- XXIX",Please refer Tender documents. ,NA ,"6,19,14,662",Civil Works,NA ,Tender,75.0,550.0,Dharamshala,176215.0,NA ,NA ,NA ,Palmapur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Form of Bid for Part-I of the Bid as per Section-6.,SE 5th Circle Palampur,Internal,"EE PWD Palampur and Dharamshala, EE (D) CHD, Supdt GrII work section",Jagtar Singh Thakur,29-Dec-2023 03:09 PM,03-Jan-2024 11:30 AM,techsummary_122095.pdf (1094.01 KB),PWD,2023_PWD_82085_1,Palampur 14951-61,Construction of Mecleodganj Bhagsunag Tahu Chohla (Bangrotu) road km 0/000 to 2/720 including bridge over Churan Khad in District Kangra H.P.,22-Feb-2024,"INR 61,914,662",550.0,Jagtar Singh Thakur,02-Mar-2024 03:11 PM,tahu.pdf (291.00 KB),SE 5th Circle Palampur,Internal,"EE HPPWD division Jaisinghpur and Dharamshala ,EE(D),CHD,Supdt Gr-II work section",Jagtar Singh Thakur,04-Jan-2024 05:14 PM,finsummary_122095.pdf (344.16 KB),1.0,392401.0,Rohit,18-Dec-2023 03:31 PM,Accepted-AOC,L1,02-Mar-2024,Technical,As per documant attached,Jagtar Singh Thakur,29-Dec-2023 02:44 PM,technical_122095.pdf,Finance,As per bid document,Jagtar Singh Thakur,04-Jan-2024 05:03 PM,finance_122095.pdf,BOQ Comparative Chart,1.0,392401.0,Rohit,INR,"64,756,538"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.1 and cost of tender form (online),,,,,,,,,,,,,,,,,,,,,,,,2.0,391361.0,Ujjawal Singh,17-Dec-2023 05:27 PM,Rejected-Finance,Higher bidder,04-Jan-2024,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2), (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4) along with documents i.e. bills, RCs etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.9)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section 3(1.10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl(4.2 g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN, Address of Bank",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
