S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :
1.0,2023_PWD_83253_1,Fee,,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F), Earnest money",EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,"Construction of Government Sen. Sec. School building at Kotmorse Tehsil Sadar, District Mandi (H.P.)",Construction of First floor including stair case and second Construction of First floor including stair case and second floor including roofing) Balance work thereof,Please refer Tender documents. ,NA ,"31,45,770",Civil Works,NA ,Tender,75.0,31.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,"63,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,27-Dec-2023 05:00 PM,04-Jan-2024 11:30 AM,27-Dec-2023 05:00 PM,04-Jan-2024 11:00 AM,NA ,NA ,27-Dec-2023 05:00 PM,04-Jan-2024 11:00 AM,06-Jan-2024 01:00 PM,PWD,MDII,2023_PWD_83253_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,Yes,1.0,395908.0,Chuni lal,INR,"2,354,294",Finance,Summary,Gobind Thakur,06-Jan-2024 01:57 PM,,BOQ Comparative Chart,1.0,395908.0,Chuni lal,03-Jan-2024 08:36 PM,Accepted-AOC,L1,03-Feb-2024,Technical,Summary,Gobind Thakur,04-Jan-2024 12:00 PM,,PWD,2023_PWD_83253_1,MDII,"Construction of Government Sen. Sec. School building at Kotmorse Tehsil Sadar, District Mandi (H.P.)",ER B.C.NEGI,Internal,,Gobind Thakur,06-Jan-2024 12:44 PM,06-Jan-2024 01:00 PM,techsummary_123774.pdf (941.18 KB),ER B.S.NEGI,Internal,,Gobind Thakur,06-Jan-2024 02:05 PM,finsummary_123774.pdf (395.96 KB),01-Feb-2024,"INR 2,354,294",31.0,Gobind Thakur,01-Feb-2024 02:44 PM,award.pdf (1003.00 KB)
,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,395919.0,Jay Kumar,03-Jan-2024 09:32 PM,Rejected-Finance,L3,06-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,"Copy of PAN Card ,GST(General Rule No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,395914.0,RAJAT,03-Jan-2024 08:49 PM,Rejected-Finance,L6,06-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,395826.0,Rajneesh KUMAR THAKUR,03-Jan-2024 03:38 PM,Rejected-Finance,L7,06-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,"Form No. 6/8 duly signed (General Rule No.26.7),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,395520.0,ROOP LAL,02-Jan-2024 02:20 PM,Rejected-Finance,L4,06-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,395732.0,SHIVAM,04-Jan-2024 08:56 AM,Rejected-Finance,L2,06-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,395926.0,yogesh,04-Jan-2024 07:57 AM,Rejected-Finance,L5,06-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
