Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Expected Value,1.0,Unnamed: 3,1.01,"1,000",1.02,10,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
PWD,NIT No. 7055-7105 dated 07-10-2023,2023_PWD_79963_1,Yes,Open Tender,Percentage,Works,2.0,Yes,No,Online,No,No,No,Particulars,Mandatory,FEE,No,   EMD,No,   TENDER FEE,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,10-Oct-2023 11:00 AM,20-Oct-2023 11:30 AM,10-Oct-2023 11:00 AM,20-Oct-2023 11:00 AM,NA ,NA ,10-Oct-2023 11:00 AM,20-Oct-2023 11:00 AM,31-Oct-2023 11:30 AM,Construction of link road from Transfer to village Kallar Jolna Km 0-0 to 2-700,Providing and laying GSB G-II G-III,Please refer Tender documents. ,NA ,"24,34,943",Civil Works,NA ,Tender,75.0,90.0,Chowari,176302.0,NA ,NA ,NA ,Chowari,No ,No,Executive Engineer,Executive Engineer Chowari Division HPPWD Chowari,1.0,ICICI BANK,500.0,Nil,Nil,No,"48,700",No,fixed,,Nil,Nil,1.0,379478.0,Abhishek Thakur,20-Oct-2023 10:12 AM,Rejected-Finance,Rejected,22-Nov-2023,Technical,summary,Harsh Puri,31-Oct-2023 10:47 AM,technical_119155.pdf,1.0,379424.0,MANGAL SINGH GOVT. CONTRACTOR,INR,"1,648,456.41",Finance,Financial summary,Harsh Puri,31-Oct-2023 12:49 PM,finance_119155.pdf,BOQ Comparative Chart,EE,Internal,TA HDM Supdt,Harsh Puri,31-Oct-2023 10:54 AM,31-Oct-2023 11:30 AM,techsummary_119155.pdf (514.53 KB),PWD,2023_PWD_79963_1,NIT No. 7055-7105 dated 07-10-2023,Construction of link road from Transfer to village Kallar Jolna Km 0-0 to 2-700,17-Feb-2024,"INR 2,434,943",90.0,Harsh Puri,17-Feb-2024 03:37 PM,AOCtrf..pdf (1655.00 KB),Work awarded,EE,Internal,TA HDM Supdt,Harsh Puri,22-Nov-2023 02:22 PM,finsummary_119155.pdf (261.27 KB)
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money from only online more through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,2.0,379424.0,MANGAL SINGH GOVT. CONTRACTOR,19-Oct-2023 10:11 PM,Accepted-AOC,Work awarded,17-Feb-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,379366.0,Pawan Singh Govt.Contractor,20-Oct-2023 10:15 AM,Rejected-Finance,Rejected,22-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,379413.0,SHASHI PAL CHOUHAN GOVT CONTRACTOR,20-Oct-2023 08:54 AM,Rejected-Finance,Rejected,22-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished in the bid is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Contractor who proposed to deploy machinery of hire basis shall have to produce affidavit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,email ID and Phone Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
