pwd_loss_id,disaster_id,department_id,district_id,sub_district_id,village_id,length_affected_km,roads_closed,length_pukka_mdr,length_pukka_vr,length_kuccha_mdr,length_kuccha_vr,jcb_deployed_department,jcb_deployed_hired,dosers_deployed,tipper_deployed,status,entry_by,entry_date,ip_addr,lenght_pukka_nh,developmentId,RecordStatus,roadopeningdate1,roadopeningdate2,roadopeningdate3,roadopens1,roadopens2,roadopens3,length_pukka_sh,length_kuccha_sh,pwd_bridge,pwd_culvert,circle_id,division_id,updated_by
1,2638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,2143,2020-07-02 15:48:54.147,59.89.10.119,NULL,1,1,2020-06-29 00:00:00.000,2020-06-29 00:00:00.000,2020-06-30 00:00:00.000,0,0,0,0,0,0,0,1012,1012,4148
2,2638,38,0,0,0,60,7,20.5,29,0,10.5,0,4,0,2,active,2143,2020-07-03 12:59:35.930,49.36.191.129,NULL,1,1,2022-08-20 00:00:00.000,2022-08-20 00:00:00.000,2022-08-20 00:00:00.000,7,0,0,0,0,0,0,1012,76,6384
3,19513,38,0,0,0,22.5,0,0,0,0,0,0,0,0,0,Deleted,2031,2020-07-10 11:58:41.253,117.215.245.173,NULL,1,1,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,0,0,0,0,0,0,0,1017,55,NULL
4,2757,38,0,0,0,1,2,0,1,0,0,1,2,0,0,Active,2159,2020-07-17 16:02:20.170,59.95.214.231,NULL,1,1,2020-07-17 00:00:00.000,2020-07-17 00:00:00.000,2020-07-18 00:00:00.000,2,0,0,0,0,0,0,1010,7,NULL
5,2778,38,0,0,0,2,2,0,0,0,2,1,1,0,0,Active,2159,2020-07-19 11:42:36.240,59.95.213.188,NULL,1,1,2020-06-24 00:00:00.000,2020-06-25 00:00:00.000,2020-06-25 00:00:00.000,1,1,1,0,0,0,0,1010,10,NULL
6,2780,38,0,0,0,1,1,0,0,0,1,0,1,0,0,Active,2159,2020-07-19 11:52:11.807,59.95.213.188,NULL,1,1,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,2020-07-01 00:00:00.000,1,0,0,0,0,0,0,1010,1008,NULL
7,2781,38,0,0,0,2,2,0,0,0,2,0,2,0,0,Active,2159,2020-07-19 11:56:14.410,59.95.213.188,NULL,1,1,2020-07-05 00:00:00.000,2020-07-05 00:00:00.000,2020-07-05 00:00:00.000,2,0,0,0,0,0,0,1010,10,NULL
8,2783,38,0,0,0,7,3,0,2,0,1,1,2,0,0,Active,2159,2020-07-19 12:00:49.627,59.95.213.188,NULL,1,1,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,3,0,0,0,0,0,0,1010,1008,NULL
9,2783,38,0,0,0,1,1,0,0,0,1,1,1,0,0,Active,2159,2020-07-19 12:02:25.227,59.95.213.188,NULL,1,1,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,2020-07-07 00:00:00.000,1,0,0,0,0,0,0,1010,10,NULL
10,2782,38,0,0,0,12,1,1,0,0,0,0,3,0,0,Active,2159,2020-07-19 12:08:19.060,59.95.213.188,NULL,1,1,2020-07-06 00:00:00.000,2020-07-06 00:00:00.000,2020-07-06 00:00:00.000,1,0,0,0,0,0,0,1010,8,NULL
11,2784,38,0,0,0,15,5,2,2,0,1,1,3,0,0,Active,2159,2020-07-19 12:13:22.040,59.95.213.188,NULL,1,1,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,2020-07-08 00:00:00.000,5,0,0,0,0,0,0,1010,1008,NULL
