S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
1,40151,ARCH EN DESIGN,31-Aug-2018 06:51 PM,Rejected-AOC,L4,11-Oct-2019 04:23 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2018_PWBNH_8106_1,EOI_Silchar Medical College and Hospital,"Consultancy Service for Construction of 500 bedded emergency hospital in Silchar Medical College and Hospital, Silchar",Finance,Summary,Mridul Talukdar,11-Oct-2019 04:07 PM,finance_12237.pdf,CE PWD (Bldg),Internal,,Mridul Talukdar,11-Oct-2019 04:20 PM,finsummary_12237.pdf (323.21 KB),"CE PWD (Building) Assam, chandmari, Guwahati-3",Internal,,Chandana Basumatary,12-Nov-2018 09:30 PM,14-Nov-2018 01:00 PM,techsummary_12237.pdf (441.14 KB),Technical,Order,Chandana Basumatary,12-Nov-2018 09:25 PM,technical_12237.pdf,1.0,39408.0,Muralage,INR,7100000.0,11-Oct-2019,INR 7100000.0,60.0,Mridul Talukdar,11-Oct-2019 04:23 PM,EOISilcharMedicalCollegeWO.pdf (323.00 KB),AOC,04-Aug-2018 12:15 PM,15-Sep-2018 03:00 PM,04-Aug-2018 02:00 PM,15-Sep-2018 02:00 PM,NA ,NA ,04-Aug-2018 02:00 PM,15-Sep-2018 02:00 PM,14-Nov-2018 01:00 PM,0.0,No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,DOCUMENT COST,"8,100",Assam State Road Board Maintenance (Road) Fund,Guwahati,No,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,EOI_Silchar Medical College and Hospital,2018_PWBNH_8106_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"Consultancy Service for Construction of 500 bedded emergency hospital in Silchar Medical College and Hospital, Silchar","Consultancy Service for Construction of 500 bedded emergency hospital in Silchar Medical College and Hospital, Silchar",Please refer Tender documents. ,NA ,0.0,Architecture/Interior Design,NA ,Tender,180.0,60.0,Silchar,788001.0,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3 ",17-Aug-2018 02:00 PM ,"O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",No ,No,"CE, PWD (Bldg), Assam, Chandmari, Guwahati-3","O/O The CE, PWD (Bldg), Assam, Chandmari, Ghy-3",1.0,Extension Notice-2,Date,,AOC
2,40796,BHARGAVA AND ASSOCIATES PRIVATE LIMITED,03-Sep-2018 05:32 PM,Rejected-AOC,L2,11-Oct-2019 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,2.0,Drawing-2,Other,,AOC
3,40809,Creative Designer,12-Sep-2018 12:45 PM,Rejected-Technical,Non Reponsive,12-Nov-2018 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,40315,Design Associates Inc,04-Sep-2018 02:42 PM,Rejected-AOC,L3,11-Oct-2019 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Financial Proposal,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,41175,ESPACE,13-Sep-2018 06:26 PM,Rejected-AOC,L5,11-Oct-2019 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,39390,Hospitech Management Consultants Pvt. Ltd.,14-Sep-2018 04:25 PM,Rejected-Technical,Non Reponsive,12-Nov-2018 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,41284,Kothari Associates Pvt. Ltd.,14-Sep-2018 05:39 PM,Rejected-Technical,Non Reponsive,12-Nov-2018 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,40864,M/S Kareng Construction And Civil Engineeering Consultancy,03-Sep-2018 07:02 PM,Rejected-Technical,Non Reponsive,12-Nov-2018 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,39408,Muralage,15-Sep-2018 11:38 AM,Accepted-AOC,Work Order Issued,11-Oct-2019 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,41087,Planners Group Pvt. Ltd.,14-Sep-2018 06:48 PM,Rejected-Technical,Non Reponsive,12-Nov-2018 09:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
