Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"5,000","The Executive Engineer, Sivasagar W. R. Division",Sivasagar,No,Department of Water Resources||Chief Engineer - DoWR,SIV/SDRF/2018-19/CHOLAPATHAR/1,2019_DoWR_11004_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,"2,99,999",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W. R. Division",Sivasagar,1.0,DD - Demand Draft,11-Jan-2019 06:00 PM,25-Jan-2019 02:00 PM,11-Jan-2019 06:05 PM,24-Jan-2019 02:00 PM,NA ,NA ,16-Jan-2019 10:00 AM,24-Jan-2019 02:00 PM,05-Mar-2019 04:10 PM,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",IM at Rajgarh to Pathaligarh 1st Km near Cholapathar,Immediate measures to Desang bund Left Bank from Rajgarh to Pathaligarh to restore the damages at 1st Km near Cholapathar under SDRF for 2018-19.,Please refer Tender documents. ,NA ,"1,49,99,955",Civil Works,NA ,Tender,180.0,60.0,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,1.0,Fee,.pdf,Cost of Tender and EMD,AOC,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11004_1,SIV/SDRF/2018-19/CHOLAPATHAR/1,IM at Rajgarh to Pathaligarh 1st Km near Cholapathar,21-Oct-2019,INR 14999955.15,60.0,Shamim Akhtar Laskar,21-Oct-2019 01:51 PM,CHOLA1.pdf (13970.00 KB),IM at Rajgarh to Pathaligarh 1st Km near Cholapathar,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, EE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Shamim Akhtar Laskar,05-Mar-2019 04:39 PM,finsummary_17581.pdf (754.60 KB),Finance,Updated CS may be prepared,Shamim Akhtar Laskar,05-Mar-2019 04:35 PM,finance_17581.pdf,BOQ Comparative Chart,1.0,52269.0,Sailendra Kalita,INR,2250817.0,1,52737,ADITYA DOWARAH,24-Jan-2019 06:41 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 01:51 PM,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,05-Mar-2019 04:06 PM,technical_17581.pdf,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, EE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,05-Mar-2019 04:07 PM,05-Mar-2019 04:10 PM,techsummary_17581.pdf (754.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,52413.0,DHRUBAJIT CHETIA,INR,2250006.0,2,52413,DHRUBAJIT CHETIA,23-Jan-2019 09:17 AM,Accepted-AOC,AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,52515.0,MANAB JYOTI KALITA,INR,2250264.0,3,52673,DINESH BHUYAN,23-Jan-2019 07:35 PM,Accepted-AOC,AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,52569.0,RAJANI CHETIA,INR,2250321.0,4,52749,JAYANTA KUMAR DUTTA,24-Jan-2019 08:28 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 04:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5.0,52570.0,UPEN KUMAR BORTHAKUR,INR,2247912.0,5,52740,KISHUR RUPAM JV,24-Jan-2019 01:47 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 04:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,6.0,52673.0,DINESH BHUYAN,INR,2249889.0,6,52648,KRISHNA BORAH,24-Jan-2019 10:36 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 04:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,52515,MANAB JYOTI KALITA,21-Jan-2019 07:31 PM,Accepted-AOC,AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,52690,M/S EAST INDIA CONSTRUCTION,24-Jan-2019 12:35 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,52569,RAJANI CHETIA,23-Jan-2019 06:16 PM,Accepted-AOC,AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,52269,Sailendra Kalita,24-Jan-2019 12:39 AM,Accepted-AOC,AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,52699,SOMESWAR DAS,23-Jan-2019 09:28 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 04:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,52590,Sri Hemanta Phukan,24-Jan-2019 08:46 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,52775,UMESH PHUKON,24-Jan-2019 12:42 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,05-Mar-2019 04:06 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,52570,UPEN KUMAR BORTHAKUR,22-Jan-2019 07:00 PM,Accepted-AOC,AOC,21-Oct-2019 01:51 PM,,,,,,,,,,,,,AOC
