Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Yes,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,"25,300",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Co road from Bohru to Olinda via Choughat Sanhal Salangri road km 00 to 11090SH PL GSBWMM and MT with seal coat from RD 100 to 110,Co road from Bohru to Olinda via Choughat Sanhal Salangri road km 00 to 11090SH PL GSBWMM and MT with seal coat from RD 100 to 110,Please refer Tender documents. ,NA ,"12,63,297",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,DD - Demand Draft,PWD,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,2019_PWD_30146_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,11-Jul-2019 05:00 PM,19-Jul-2019 11:30 AM,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,NA ,NA ,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,31-Jul-2019 12:00 PM,AOC,1.0,124969.0,Ram,INR,"1,563,284",Finance,Bid opening summary,Ram Saroop Kalia,07-Oct-2019 12:32 PM,None,BOQ Comparative Chart,1.0,124969.0,Ram,18-Jul-2019 09:40 AM,Accepted-AOC,Due to L-1,07-Oct-2019 12:37 PM,Technical,technicalevaluationsummary,Ram Saroop Kalia,31-Jul-2019 10:31 AM,technical_43476.pdf,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,31-Jul-2019 10:32 AM,31-Jul-2019 12:00 PM,techsummary_43476.pdf (89.66 KB),PWD,2019_PWD_30146_1,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,Co road from Bohru to Olinda via Choughat Sanhal Salangri road km 00 to 11090SH PL GSBWMM and MT with seal coat from RD 100 to 110,07-Oct-2019,"INR 1,263,297",30.0,Ram Saroop Kalia,07-Oct-2019 12:37 PM,30146.pdf (169.00 KB),Award letter,EE,Internal,GASupdt HDMDAOEE,Ram Saroop Kalia,07-Oct-2019 12:34 PM,finsummary_43476.pdf (169.42 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,124989.0,sumit kumar,18-Jul-2019 10:29 AM,Rejected-Finance,Due to higher siode from L-1,07-Oct-2019 12:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
