Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,"37,900",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,12-Sep-2019 10:30 AM,26-Sep-2019 11:00 AM,12-Sep-2019 10:30 AM,26-Sep-2019 10:30 AM,NA ,NA ,12-Sep-2019 10:30 AM,26-Sep-2019 10:30 AM,28-Sep-2019 11:00 AM,C/O and M/T link road to village Badhera ( G.P. Badhera) from Nadaun Kangoo Galore road at rd. 12/950 (Km. 0/0 to 0/900),"5/7 mtrs. Wide road from km. 0/300 to 0/510,R/walls at various rds. ,P/L 900mm dia R.C.C. hume pipe culvert at rd. 0/005,0/315,0/510,0/620,P/L 2.00 mtrs. Span R.C.C. slab type culvert at rd. 0/542,P/L Cement concrete pavement at rd. 0/060 to 0/300etc",Please refer Tender documents. ,NA ,"20,22,390",Civil Works - Roads,NA ,Tender,120.0,180.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,DD - Demand Draft,PWD,C/O and M/T link road to village Badhera,2019_PWD_31433_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,132387.0,AJINDER THAKUR,26-Sep-2019 09:13 AM,Rejected-Finance,L 2,28-Sep-2019 12:19 PM,Technical,bid opening summary,Pramod Kashyap,26-Sep-2019 05:05 PM,technical_45252.pdf,1.0,132401.0,RAJESH KUMAR,INR,"2,091,425",Finance,fin bid,Pramod Kashyap,28-Sep-2019 12:10 PM,finance_45252.pdf,BOQ Comparative Chart,PWD,2019_PWD_31433_1,C/O and M/T link road to village Badhera,C/O and M/T link road to village Badhera ( G.P. Badhera) from Nadaun Kangoo Galore road at rd. 12/950 (Km. 0/0 to 0/900),Executive Engineer,Internal,supdt hdm dao,Anil Kumar Sharma,27-Sep-2019 08:08 PM,28-Sep-2019 11:00 AM,techsummary_45252.pdf (728.96 KB),Executive Engineer,Internal,Supdt HDM DAO,Pramod Kashyap,28-Sep-2019 12:19 PM,finsummary_45252.pdf (174.51 KB),01-Oct-2019,"INR 2,022,388",180.0,Pramod Kashyap,01-Oct-2019 04:28 PM,award.pdf (519.00 KB),C/O and M/T link road to village Badhera ( G.P. Badhera) from Nadaun Kangoo Galore road at rd. 12/950 (Km. 0/0 to 0/900),AOC
,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,2.0,132363.0,ASHOK KUMAR,25-Sep-2019 06:52 PM,Rejected-Technical,Non Responsive,27-Sep-2019 08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,132347.0,geeta devi,25-Sep-2019 04:12 PM,Rejected-Technical,Non Responsive,27-Sep-2019 08:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,132401.0,RAJESH KUMAR,25-Sep-2019 07:54 PM,Accepted-AOC,L 1,01-Oct-2019 04:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,"G.S.T. No.with latest clearance return, EPF No.with latest clearance return,Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,132430.0,SURENDER MOHAN GOVT CONT,26-Sep-2019 10:16 AM,Rejected-Finance,L 3,28-Sep-2019 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,132417.0,vinod kumar,25-Sep-2019 09:32 PM,Rejected-Finance,L 4,28-Sep-2019 12:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Bidder should must be uploaded working programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Any other information bidder/firm may like to be provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
