Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
19-Aug-2019 04:30 PM,06-Sep-2019 11:30 AM,19-Aug-2019 05:00 PM,05-Sep-2019 05:00 PM,NA ,NA ,19-Aug-2019 05:00 PM,05-Sep-2019 05:00 PM,17-Sep-2019 03:00 PM,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,Construction of link road to Jat colony Taruwala km 0/0 to 1/0 (SH P/L Interlocking concrete blocks from RD 0/0 to 0/175),Construction of link road to Jat colony Taruwala km 0/0 to 1/0 (SH P/L Interlocking concrete blocks from RD 0/0 to 0/175),Please refer tender document. ,NA ,"3,36,263",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,HPPWD Division Paonta Sahib,No ,No,PWD,PWP/CB/Tender19-20 -2225-2275 dt 14.08.2019,2019_PWD_30950_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,350.0,EE Paonta Sahib,Paonta Sahib,Yes,"6,725",Yes,fixed,,EE Paonta Sahib,Paonta Sahib,AOC,PWD,2019_PWD_30950_1,PWP/CB/Tender19-20 -2225-2275 dt 14.08.2019,Construction of link road to Jat colony Taruwala km 0/0 to 1/0 (SH P/L Interlocking concrete blocks from RD 0/0 to 0/175),Er. P.K. UPreti,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,17-Sep-2019 11:40 AM,17-Sep-2019 03:00 PM,techsummary_44545.pdf (941.53 KB),Er. P.K.Upreti,Internal,"Sh. Sanjeet Kumar Sinha Divisional Accountant., Sh. Saran Singh Supdt. Gr.II, Smt. Usha Aggarwal HDM",Dalip Singh Tomar,25-Oct-2019 12:30 PM,finsummary_44545.pdf (394.44 KB),25-Oct-2019,"INR 336,263",90.0,Dalip Singh Tomar,25-Oct-2019 12:33 PM,aoc.pdf (976.00 KB),AOC,Finance,Summary,Dalip Singh Tomar,25-Oct-2019 12:20 PM,finance_44545.pdf,BOQ Comparative Chart,1.0,129765.0,Nazar Ali,INR,"271,701",1.0,129417.0,BHARAT SINGH,05-Sep-2019 01:58 AM,Rejected-Finance,L6,25-Oct-2019 12:30 PM,Technical,Summary,Dalip Singh Tomar,17-Sep-2019 11:33 AM,technical_44545.pdf,AOC
,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,129814.0,DINESH KUMAR GUPTA,05-Sep-2019 11:22 AM,Rejected-Finance,L5,25-Oct-2019 12:30 PM,,,,,,AOC
,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,129766.0,MANOJ BHARDWAJ,04-Sep-2019 07:07 PM,Rejected-Finance,L3,25-Oct-2019 12:30 PM,,,,,,AOC
,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,129765.0,Nazar Ali,04-Sep-2019 06:09 PM,Accepted-AOC,L1,25-Oct-2019 12:33 PM,,,,,,AOC
,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,129818.0,NIRMAL SHARMA,05-Sep-2019 01:01 PM,Rejected-Technical,Not Qualify,17-Sep-2019 11:40 AM,,,,,,AOC
,,,,,,,,,,,,,.pdf,List of machinery tool plants as per schedule F Sr. No. 6.19 Ref.Clause No.18 i.e. R.C. and purchas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,129590.0,RAVINDER SINGH,02-Sep-2019 08:05 PM,Rejected-Finance,L5,25-Oct-2019 12:30 PM,,,,,,AOC
,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,129840.0,SONU SHARMA,05-Sep-2019 02:19 PM,Rejected-Finance,L4,25-Oct-2019 12:30 PM,,,,,,AOC
,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
