Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage
06-Oct-2019,"INR 1,327,306",60.0,Vivek Sharma,06-Oct-2019 05:49 PM,DaratiF.pdf (1582.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,14-Apr-2019 07:29 AM,finsummary_36558.pdf (525.31 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,03-Feb-2019 01:22 PM,05-Feb-2019 11:30 AM,techsummary_36558.pdf (1413.05 KB),PWD,2019_PWD_25984_1,C/O link road Ranger to Basti Darati Km 0/0 to 3/,Construction of link road Ranger to Harizan Basti Darati Km 0/0 to 3/210,Finance,Attached,Dev Raj,14-Apr-2019 06:50 AM,None,BOQ Comparative Chart,1.0,109166.0,ankush kapil,INR,"1,327,306",Technical,Attached,Vivek Sharma,02-Feb-2019 09:34 PM,technical_36558.pdf,1.0,109166.0,ankush kapil,24-Jan-2019 07:37 AM,Accepted-AOC,l1,06-Oct-2019 05:49 PM,AOC,"26,000",No,fixed,,EE Hamirpur,EE Hamirpur,Construction of link road Ranger to Harizan Basti Darati Km 0/0 to 3/210,SH Providing C.D. and WBM G-I in Km 0/0 to 3/210,Please refer Tender documents. ,NA ,"12,93,377",Civil Works - Roads,NA ,Tender,60.0,60.0,Sujanpur,177002.0,NA ,NA ,NA ,Hamirpur,No ,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,C/O link road Ranger to Basti Darati Km 0/0 to 3/,2019_PWD_25984_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,16-Jan-2019 06:00 PM,24-Jan-2019 11:30 AM,16-Jan-2019 06:00 PM,24-Jan-2019 10:00 AM,NA ,NA ,16-Jan-2019 06:00 PM,24-Jan-2019 10:00 AM,05-Feb-2019 11:30 AM,50.0,EE Hamirpur,EE Hamirpur,No,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,108993.0,MANOHAR LAL GOVT CONTRACTOR,22-Jan-2019 06:15 PM,Rejected-AOC,l3,06-Oct-2019 05:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,109017.0,MOHINDER PAL GOVT. CONTRACTOR,23-Jan-2019 08:21 PM,Rejected-AOC,l2,06-Oct-2019 05:49 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,109095.0,vinod kumar,23-Jan-2019 05:01 PM,Rejected-Technical,Rejected,03-Feb-2019 01:22 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC
