Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
15-Feb-2019 06:00 PM,01-Mar-2019 12:30 PM,15-Feb-2019 06:00 PM,01-Mar-2019 11:00 AM,15-Feb-2019 06:00 PM ,01-Mar-2019 11:00 AM ,15-Feb-2019 06:00 PM,01-Mar-2019 11:00 AM,21-May-2019 03:40 PM,1.0,ICICI BANK,"2,500",Executive Engineer SRFMP Division Haroli,Haroli,No,"9,39,788",Yes,fixed,,Executive Engineer SRFMP Division Haroli,Haroli,Executive Engineer,Swan River Flood Management Project Division Haroli,Swan River Flood Management Project from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP) Phase-4th-Nangran/Rakkar Khad,"Sub Head Construction of Earthen embankment including wire crated apron , stone pitching etc. from RD 5500/0 to 5500/3600 on both side on both sides of Nangran/Rakkar Khad on left Bank of Swan River Part- B",Please refer Tender documents. ,NA ,"9,39,78,824",Civil Works,NA ,Tender,120.0,730.0,Una,177220.0,NA ,NA ,NA ,Haroli at Kungrat,No ,No,HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,EESRFMPD-Haroli- Nagran Rakkar Khad 4570-4669,2019_HPIPH_27304_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Registration of Cont./firm in appropriate class in HP IPH Department as per NIe-T condition No.11(I),AOC,Er. N.M. Saini CE PMU Shimla,Internal,"Er. Abinder Chadda SE, Er. Sanjiv Soni EE D, Circle Una Er. Hoshiar Singh EE Haroli , Surinder Kumar AE D ,Tersem Kumar Supdt.,Surjit Singh CHD SRFMP Circle Una and Gagan Kumar Ohri Contr",Hoshiar Singh,27-Sep-2019 01:14 PM,finsummary_38884.pdf (1582.23 KB),1.0,116455.0,gagan ohri,INR,"141,744,366",HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Swan River Flood Management Project Haroli - HPIPH,2019_HPIPH_27304_1,EESRFMPD-Haroli- Nagran Rakkar Khad 4570-4669,Swan River Flood Management Project from Daulatpur Bridge to Gagret Bridge in Main Swan River and all tributaries joining main Swan River from Daulatpur Bridge to Santokhgarh Bridge in Distt. Una (HP) Phase-4th-Nangran/Rakkar Khad,1.0,116419.0,"ANIL KUMAR VASHISHT(GOVT, CONTRACTOR)",28-Feb-2019 01:55 PM,Rejected-Finance,Due to 3rd Lowest,27-Sep-2019 01:14 PM,Er. N.M saini CE PMU SHimla,Internal,"Er. Abinder Chadda SE, Er. Sanjeev Soni EE ,D , Sukh Dev AE ,D ,Sh. Surjit Singh CHD , Smt Phoolaan Sharma Supdt SRFMP Circle Una and Er. Hoshiar Singh EE SRFMP Division Haroli",Hoshiar Singh,21-May-2019 03:33 PM,21-May-2019 03:40 PM,techsummary_38884.pdf (3571.28 KB),Technical,summary of cover-1,Hoshiar Singh,21-May-2019 02:57 PM,technical_38884.pdf,Finance,summary of financial bid,Hoshiar Singh,26-Sep-2019 05:00 PM,finance_38884.pdf,BOQ Comparative Chart,11-Oct-2019,"INR 141,744,366",730.0,Hoshiar Singh,11-Oct-2019 03:44 PM,gagan.pdf (2916.00 KB),Award letter a/w revised schedule of quantity,AOC
,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender document and earnest money as per NIe-T condition No.11(ii) and (iii),AOC,,,,,,,,,,,,,,,,2.0,116455.0,gagan ohri,01-Mar-2019 09:46 AM,Accepted-AOC,Due to Lowest Contractor,11-Oct-2019 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Latest I/Tax,S/Tax/GST clear. certif.,PAN, reg. under HP S/Tax Act1968 and GST, as NIeTcond.No.11(v)",AOC,,,,,,,,,,,,,,,,3.0,116415.0,KAPCON PROJECTS PVT LTD,01-Mar-2019 10:21 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-May-2019 02:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Av.annual t/over during last 3years,ending 31stMarch of the prev.fin.year as per NIe-Tcond.No.11(vi)",AOC,,,,,,,,,,,,,,,,4.0,116436.0,Moti lal kapila,28-Feb-2019 02:29 PM,Rejected-Finance,Due to 2nd Lowest,27-Sep-2019 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar works in any Govt. Department/Govt. Undertaking as per NIe-T condition No.11(vii),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. does not have more than 2 incomp. works of similar nature as perNIe-Tcond.No.11(viii),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Exp. of weaving G.I.Wire with minimum thickness of G.I.Wire 5.00mm as per NIe-T cond.No.11(ix),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of adequate machinery, other equipments for execution of works as per NIe-T cond. No.11(x)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,PWD /IPH form 6 and 8,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Schedule of quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
