EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,00,000",No,fixed,,EE Hamirpur,EE Hamirpur,"2,000",EE Hamirpur,EE Hamirpur,Yes,1.0,DD - Demand Draft,PWD,C/O Type-II 6 Nos in CHC Sujanpur,2019_PWD_27880_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,26-Feb-2019 06:00 PM,05-Mar-2019 11:30 AM,26-Feb-2019 06:00 PM,05-Mar-2019 10:30 AM,NA ,NA ,26-Feb-2019 06:00 PM,05-Mar-2019 10:30 AM,13-Mar-2019 10:15 AM,C/O Type-II 6 Nos in CHC Sujanpur at Distt. Hamirpur,SH C/O building portion Water supply and sanitary installation and rain water harvesting storage tank and Seotic Tank,Please refer Tender documents. ,NA ,"67,16,694",Civil Works - Buildings,NA ,Tender,60.0,365.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,AOC,1.0,116998.0,Dinesh Thakur,INR,"8,470,840",Finance,Attached,Vivek Sharma,25-May-2019 05:16 PM,finance_39792.pdf,BOQ Comparative Chart,1.0,116998.0,Dinesh Thakur,04-Mar-2019 05:42 PM,Accepted-AOC,l1,06-Oct-2019 05:58 PM,Technical,Attached,Dev Raj,12-Mar-2019 07:23 PM,technical_39792.pdf,PWD,2019_PWD_27880_1,C/O Type-II 6 Nos in CHC Sujanpur,C/O Type-II 6 Nos in CHC Sujanpur at Distt. Hamirpur,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,12-Mar-2019 07:26 PM,13-Mar-2019 10:15 AM,techsummary_39792.pdf (930.50 KB),EEHamirpur,Internal,SupdtSrDAOAEtoEEHDM,Dev Raj,26-May-2019 04:31 PM,finsummary_39792.pdf (750.45 KB),06-Oct-2019,"INR 8,211,979",365.0,Vivek Sharma,06-Oct-2019 05:58 PM,CHCType-IIA.pdf (2446.00 KB),Award,AOC
,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD and similar work done 40 Percent,AOC,,,,,,,,,,,,2.0,116986.0,Parbhat Singh,04-Mar-2019 05:44 PM,Rejected-AOC,l2,06-Oct-2019 05:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Turn Over of last five year,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
