Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,07-Oct-2019 03:19 PM,finsummary_43461.pdf (132.30 KB),07-Oct-2019,"INR 1,028,858",30.0,Ram Saroop Kalia,07-Oct-2019 03:21 PM,30131.pdf (132.00 KB),Award letter,PWD,2019_PWD_30131_1,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,Co Link road to Harizan Basti Tinda and Mundi from village Lower Bhindla road 0/000 to 2/780 SH PL WMM and Tarring km 0000 to 1000,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,31-Jul-2019 09:32 AM,31-Jul-2019 12:00 PM,techsummary_43461.pdf (91.08 KB),1.0,125007.0,PUSHPINDER SINGH,INR,"1,341,043",Finance,Bid opening summary,Ram Saroop Kalia,07-Oct-2019 03:14 PM,None,BOQ Comparative Chart,Technical,techinalevaluationsummary,Ram Saroop Kalia,31-Jul-2019 09:31 AM,None,1.0,125007.0,PUSHPINDER SINGH,18-Jul-2019 11:25 AM,Accepted-AOC,Accept due to L-1,07-Oct-2019 03:21 PM,AOC,PWD,PW/BGN/T-I/2019-20-1636-70 dt 11.06.2019,2019_PWD_30131_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,Co Link road to Harizan Basti Tinda and Mundi from village Lower Bhindla road 0/000 to 2/780 SH PL WMM and Tarring km 0000 to 1000,Co Link road to Harizan Basti Tinda and Mundi from village Lower Bhindla road 0/000 to 2/780 SH PL WMM and Tarring km 0000 to 1000,Please refer Tender documents. ,NA ,"10,28,858",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,500.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Yes,"20,500",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,DD - Demand Draft,11-Jul-2019 05:00 PM,19-Jul-2019 11:30 AM,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,NA ,NA ,11-Jul-2019 05:00 PM,18-Jul-2019 05:00 PM,31-Jul-2019 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,125092.0,RAKESH KUMAR,18-Jul-2019 04:04 PM,Rejected-Finance,Due to higher side from L-1,07-Oct-2019 03:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
