Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
05-Oct-2019,"INR 2,510,301",30.0,Vivek Sharma,05-Oct-2019 04:31 PM,ChigarA.pdf (1612.00 KB),Award,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,05-Oct-2019 04:02 PM,finsummary_31731.pdf (622.11 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,21-Aug-2018 02:24 PM,21-Aug-2018 03:00 PM,techsummary_31731.pdf (304.13 KB),PWD,2018_PWD_22590_1,C/O link road Badhiana to Chiggar Km 0/0 to 2/500,C/O link road Badhiana to Chiggar Km 0/0 to 2/500 (SH C/O R/Wall at RD 0/630 to 0/636 0/645 to 0/652 0/660 to 0/666 0/7675 to 0/682 1/0 to 1/015 1/075 to 1/080 1/090 to 1/100 1/210 to 1/230 1/405 to 1/420 0/345 to 0/357 and 0/399 to 0/415 C/O 3.00 mt,Technical,Attached,Vivek Sharma,21-Aug-2018 02:21 PM,technical_31731.pdf,1,91289,Abdul contractor,08-Aug-2018 01:30 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,1.0,91193.0,SURESH THAKUR GOV CONT,INR,"2,580,484",Finance,Attached,Vivek Sharma,05-Oct-2019 03:59 PM,finance_31731.pdf,BOQ Comparative Chart,AOC,EE HPPWD Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,C/O link road Badhiana to Chiggar Km 0/0 to 2/500,2018_PWD_22590_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,C/O link road Badhiana to Chiggar Km 0/0 to 2/500 (SH C/O R/Wall at RD 0/630 to 0/636 0/645 to 0/652 0/660 to 0/666 0/7675 to 0/682 1/0 to 1/015 1/075 to 1/080 1/090 to 1/100 1/210 to 1/230 1/405 to 1/420 0/345 to 0/357 and 0/399 to 0/415 C/O 3.00 mt,C/O link road Badhiana to Chiggar Km 0/0 to 2/500 (SH C/O R/Wall at RD 0/630 to 0/636 0/645 to 0/652 0/660 to 0/666 0/7675 to 0/682 1/0 to 1/015 1/075 to 1/080 1/090 to 1/100 1/210 to 1/230 1/405 to 1/420 0/345 to 0/357 and 0/399 to 0/415 C/O 3.00 mt,Please refer Tender documents. ,NA ,"20,47,818",Civil Works,NA ,Tender,60.0,NA ,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"38,300",No,fixed,,EE HPPWD Hamirpur,EE HPPWD Hamirpur,500.0,EE HPPWD Hamirpur,EE HPPWD Hamirpur,No,28-Jul-2018 06:00 PM,08-Aug-2018 03:00 PM,28-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,NA ,NA ,28-Jul-2018 06:00 PM,08-Aug-2018 10:30 AM,21-Aug-2018 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,91278,AIDANT IMPLEMENTATION PRIVATE LIMITED,07-Aug-2018 10:09 PM,Rejected-Technical,Rejected,21-Aug-2018 02:24 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,91304,ankush kapil,08-Aug-2018 08:47 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,91302,Dinesh Thakur,08-Aug-2018 10:13 AM,Rejected-AOC,l2,05-Oct-2019 04:31 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,91206,JEET CHAND GOVT. CONTRACTOR,07-Aug-2018 05:08 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,91095,MAST RAM SHARMA,07-Aug-2018 08:46 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,91000,Mohit Chaudhary,07-Aug-2018 10:06 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,91228,Naveen thakur,07-Aug-2018 06:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,91178,RAGHUBIR SINGH,07-Aug-2018 04:45 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,21-Aug-2018 02:21 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF registration,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,91147,RAVINDER KUMAR GOVT. CONTRACTOR,08-Aug-2018 10:00 AM,Rejected-Technical,Rejected,21-Aug-2018 02:24 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
