Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Industries and Commerce Department||Commissioner Industries and Commerce Assam,2019_ICD_13894_1,CIC(V)114/2019/3 dt19/8/2019,Design and Decoration of both interior and exterior of Assam Pavilion including Theme Pavilion at Pragati Maidan New Delhi for India International Trade Fair 2019,1,64127,ADLAND PUBLICITY PVT. LTD.,11-Sep-2019 12:23 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,Finance,Bid opening summery,Rajib Kumar Saikia,14-Oct-2019 01:01 PM,finance_21466.pdf,BOQ Comparative Chart,Technical,Bid opening summery,Rajib Kumar Saikia,13-Sep-2019 11:02 AM,technical_21466.pdf,Dr. K K Dwivedi IAS,Internal,"CIC Assam, MD AIDC, MD ASIDC, MD AIIDC, Addl DI (FP), Jt DI (SP)",Rajib Kumar Saikia,11-Oct-2019 06:21 PM,14-Oct-2019 10:30 AM,techsummary_21466.pdf (1049.21 KB),AOC,Industries and Commerce Department||Commissioner Industries and Commerce Assam,CIC(V)114/2019/3 dt19/8/2019,2019_ICD_13894_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Design and Decoration of both interior and exterior of Assam Pavilion including Theme Pavilion at Pragati Maidan New Delhi for India International Trade Fair 2019,Design and Decoration of both interior and exterior of Assam Pavilion including Theme Pavilion at Pragati Maidan New Delhi for India International Trade Fair 2019,Please refer Tender documents. ,NA ,"30,00,000",Composite Works,NA ,Tender,90.0,10.0,IITF New Delhi,110001.0,NA ,NA ,NA ,Udyog Bhawan Ghy 21,No ,No,"50,000",No,fixed,,CIC ICD,Ghy,CIandC Assam,Udyog Bhawan Ghy 21,500.0,CIC ICD,Ghy,No,21-Aug-2019 10:00 AM,11-Sep-2019 03:00 PM,21-Aug-2019 10:00 AM,11-Sep-2019 02:00 PM,21-Aug-2019 10:00 AM ,11-Sep-2019 02:00 PM ,21-Aug-2019 10:00 AM,11-Sep-2019 02:00 PM,14-Oct-2019 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of bid and Bid security,AOC
,,,,2,64391,Axis Communications,10-Sep-2019 11:00 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical bid,AOC
,,,,3,63670,Balmer Lawrie and Co. Ltd.,09-Sep-2019 06:30 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,4,64298,DAZZLE EVENTS AND EXHIBITIONS PVT. LTD.,10-Sep-2019 01:36 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,64206,EYES EVENTS AND ADVERTISING SOLUTIONS PRIVATE LIMITED,07-Sep-2019 12:17 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,63591,Focus Trade Fairs Pvt Ltd,10-Sep-2019 07:03 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,64234,Fusion Events Limited,11-Sep-2019 12:36 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,64202,Jagran Prakashan Limited,11-Sep-2019 11:27 AM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,64090,Meraki Communications Pvt Ltd,10-Sep-2019 07:42 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,64203,Production Point,09-Sep-2019 08:04 PM,Rejected-Technical,Disqualified as per Minutes,11-Oct-2019 06:21 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
