EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"12,500",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,"Restoration of rain damages on PWD Colony to Maktehri km 0/0 to 1/600 , Badaran Garli road via Gallian Jole Km 0/0 to 13/500 , Har Kalohan road km 0/0 to 1/0 Badaran Garli road via Gallian Jole , Bani I.T.I to Palehra road km 0/0 to 5/0","C/O R/Walls and Wing walls at RD 1/300 to 1/310 , 12/390 to 12/400 , 0/535 to 0/553 , 12/030 to 12/040 and 2/250 to 2/260 respectively",Please refer Tender documents. ,NA ,"6,24,307",Civil Works - Roads,NA ,Tender,120.0,90.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,03-Oct-2019 10:30 AM,17-Oct-2019 11:00 AM,03-Oct-2019 10:30 AM,17-Oct-2019 10:30 AM,NA ,NA ,03-Oct-2019 10:30 AM,17-Oct-2019 10:30 AM,21-Oct-2019 10:30 AM,1.0,DD - Demand Draft,PWD,Restoration of rain damages on PWD Colony to,2019_PWD_31879_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,350.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,AOC,Finance,fin bid,Pramod Kashyap,21-Oct-2019 11:09 AM,finance_45864.pdf,BOQ Comparative Chart,1.0,134397.0,BACHITAR SINGH,INR,"668,366",1.0,134226.0,AJAY VERMA,15-Oct-2019 06:41 PM,Rejected-Finance,L 4,21-Oct-2019 11:24 AM,Technical,tech bid opening summary,Pramod Kashyap,17-Oct-2019 12:27 PM,technical_45864.pdf,Executive Engineer,Internal,Supdt HDM DAO,Pramod Kashyap,19-Oct-2019 05:48 PM,21-Oct-2019 10:30 AM,techsummary_45864.pdf (789.76 KB),PWD,2019_PWD_31879_1,Restoration of rain damages on PWD Colony to,"Restoration of rain damages on PWD Colony to Maktehri km 0/0 to 1/600 , Badaran Garli road via Gallian Jole Km 0/0 to 13/500 , Har Kalohan road km 0/0 to 1/0 Badaran Garli road via Gallian Jole , Bani I.T.I to Palehra road km 0/0 to 5/0",22-Oct-2019,"INR 624,307",90.0,Pramod Kashyap,22-Oct-2019 04:40 PM,award.pdf (546.00 KB),"Restoration of rain damages on PWD Colony to Maktehri km 0/0 to 1/600 , Badaran Garli road via Gallian Jole Km 0/0 to 13/500 , Har Kalohan road km 0/0 to 1/0 Badaran Garli road via Gallian Jole , Bani",Executive Engineer,Internal,supdt HDM DAO,Pramod Kashyap,21-Oct-2019 11:24 AM,finsummary_45864.pdf (189.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,AOC,,,,,,,,,,,,2.0,134397.0,BACHITAR SINGH,16-Oct-2019 08:43 PM,Accepted-AOC,L 1,22-Oct-2019 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,AOC,,,,,,,,,,,,3.0,134404.0,prop agnihotriand company sandeep kumar,16-Oct-2019 10:30 PM,Rejected-Finance,L 2,21-Oct-2019 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,AOC,,,,,,,,,,,,4.0,134392.0,prop banku ram,16-Oct-2019 07:41 PM,Rejected-Finance,L 3,21-Oct-2019 11:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"G.S.T. No.with latest clearance return, EPF No.with latest clearance return,Labour Licence, Pan Card",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate countersigned by the Engineer in charge not below the rank of Executive Eng,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
