Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"2,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,20-Jun-2019 10:00 AM,28-Jun-2019 11:00 AM,20-Jun-2019 10:30 AM,27-Jun-2019 05:00 PM,NA ,NA ,20-Jun-2019 10:30 AM,27-Jun-2019 05:00 PM,16-Jul-2019 01:00 PM,"96,200",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,PWD,Job 3 Construction of Sub Tehsil Building at Duleh,2019_PWD_29506_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),"Job 3 Construction of Sub Tehsil Building at Dulehar, Tehsil Haroli District Una HP Sub Head C.O Building Portion including water supply and sanitary installation, Rain Water Harvesting Tank, Septic Tank, soak pit and Boundary wall","Job 3 Construction of Sub Tehsil Building at Dulehar, Tehsil Haroli District Una HP Sub Head C.O Building Portion including water supply and sanitary installation, Rain Water Harvesting Tank, Septic Tank, soak pit and Boundary wall",Please refer to Bidding Documents ,NA ,"63,61,681",Civil Works - Buildings,NA ,Tender,120.0,NA ,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,FDR - Fixed Deposit,AOC,1.0,123146.0,Dhreeraj Sharma,27-Jun-2019 04:22 PM,Rejected-AOC,ok,02-Oct-2019 04:57 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,16-Jul-2019 10:04 AM,technical_42683.pdf,1.0,123161.0,Ravinder Kumar,INR,"6,776,233",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,17-Jul-2019 03:52 PM,finance_42683.pdf,BOQ Comparative Chart,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Ravi Kumar, Jr. Draughtsman , Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,16-Jul-2019 11:43 AM,16-Jul-2019 01:00 PM,techsummary_42683.pdf (866.27 KB),PWD,2019_PWD_29506_1,Job 3 Construction of Sub Tehsil Building at Duleh,"Job 3 Construction of Sub Tehsil Building at Dulehar, Tehsil Haroli District Una HP Sub Head C.O Building Portion including water supply and sanitary installation, Rain Water Harvesting Tank, Septic Tank, soak pit and Boundary wall",01-Oct-2019,"INR 6,361,681",365.0,Bhupinder Singh,02-Oct-2019 04:57 PM,Awardletter.PDF (1485.00 KB),Awardletter,Er. B.S. Dehlal E.E.,Internal,"Er. Kuldeep Singh AE to EE R.D. Sharma AE Ravi Kumar, Jr. Draughtsman , Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,17-Jul-2019 04:55 PM,finsummary_42683.pdf (665.14 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,123161.0,Ravinder Kumar,27-Jun-2019 04:35 PM,Accepted-AOC,ok,02-Oct-2019 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,123080.0,Sohan Singh Govt. Contractor,27-Jun-2019 02:24 PM,Rejected-AOC,ok,02-Oct-2019 04:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report a/w balance sheet As Per General Rules 28.2a and 28.2b,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Technical staff ( Key Personal ) Reference to Clause 6.21(a) Clause 36,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
