Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
18-Feb-2019 06:00 PM,25-Feb-2019 03:00 PM,18-Feb-2019 06:00 PM,25-Feb-2019 10:30 AM,NA ,NA ,18-Feb-2019 06:00 PM,25-Feb-2019 10:30 AM,02-Mar-2019 05:45 PM,500.0,EE Hamirpur,EE Hamirpur,Yes,EE Hamirpur,Executive Engineer HPPWD Hamirpur,Restoration on Hamirpur Sujanpur road km. 18/0 to 24/785,SH U-Shape drain which damaged by Reliance at RD. 22/600 to 23/300,Please refer Tender documents. ,NA ,"17,22,329",Civil Works - Roads,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,PWD,Restoration on Hamirpur Sujanpur road km. 18/0 to,2019_PWD_27515_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"33,400",No,fixed,,EE Hamirpur,EE Hamirpur,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,AOC,1.0,114872.0,ASHWANI KUMAR GOVT. CONTRACTOR,23-Feb-2019 04:19 PM,Rejected-AOC,L-2,08-Oct-2019 10:48 AM,Technical,Attached,Vivek Sharma,27-Feb-2019 05:42 PM,technical_39182.pdf,1.0,115046.0,BALAL,INR,"1,811,206",Finance,Attached,Vivek Sharma,25-May-2019 05:24 PM,finance_39182.pdf,BOQ Comparative Chart,PWD,2019_PWD_27515_1,Restoration on Hamirpur Sujanpur road km. 18/0 to,Restoration on Hamirpur Sujanpur road km. 18/0 to 24/785,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,02-Mar-2019 05:40 PM,02-Mar-2019 05:45 PM,techsummary_39182.pdf (252.20 KB),EEHamir4pur,Internal,SupdtSrDAOAEtoEEHDM,Dev Raj,26-May-2019 04:21 PM,finsummary_39182.pdf (721.45 KB),16-Sep-2019,"INR 1,722,329",60.0,Swaroop Kumar,08-Oct-2019 10:48 AM,BAlALHamirpursujanpurUshapedrain.pdf (161.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD and similar work done 40 Percent,AOC,2.0,115046.0,BALAL,24-Feb-2019 06:03 PM,Accepted-AOC,L-1,08-Oct-2019 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,AOC,3.0,115126.0,Dinesh Thakur,25-Feb-2019 10:22 AM,Rejected-Technical,Rejected,02-Mar-2019 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,AOC,4.0,115122.0,Mohit Chaudhary,25-Feb-2019 09:33 AM,Rejected-Technical,Rejected,02-Mar-2019 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,AOC,5.0,115013.0,SURESH THAKUR GOV CONT,24-Feb-2019 02:58 PM,Rejected-Technical,Rejected,02-Mar-2019 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,AOC,6.0,114350.0,varun gupta,25-Feb-2019 09:34 AM,Rejected-AOC,L-3,08-Oct-2019 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
