Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
07-Oct-2019,"INR 768,751",30.0,Ram Saroop Kalia,07-Oct-2019 02:55 PM,29714.pdf (151.00 KB),Award letter,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,07-Oct-2019 02:46 PM,finsummary_42956.pdf (150.65 KB),EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,23-Jul-2019 11:30 AM,24-Jul-2019 11:00 AM,techsummary_42956.pdf (111.36 KB),PWD,2019_PWD_29714_1,PW/BGN/T-I/2019-20-1576-1605 dt 11.06.2019,Co link road Harizan Basti Dharet to Kohdra SH Formation cutting Rwall and hume pipe culvert at RD 0400 0585,1.0,123751.0,kamal singh,INR,"1,133,221",Finance,Bid opening summary,Ram Saroop Kalia,07-Oct-2019 02:35 PM,None,BOQ Comparative Chart,Technical,technical evaluation summary,Ram Saroop Kalia,23-Jul-2019 11:29 AM,technical_42956.pdf,1.0,123751.0,kamal singh,04-Jul-2019 03:34 PM,Accepted-AOC,Accept due to L-1,07-Oct-2019 02:55 PM,AOC,1.0,DD - Demand Draft,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,28-Jun-2019 05:00 PM,08-Jul-2019 11:30 AM,28-Jun-2019 05:00 PM,06-Jul-2019 05:00 PM,NA ,NA ,28-Jun-2019 05:00 PM,06-Jul-2019 05:00 PM,24-Jul-2019 11:00 AM,"15,500",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),350.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Yes,PWD,PW/BGN/T-I/2019-20-1576-1605 dt 11.06.2019,2019_PWD_29714_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,Co link road Harizan Basti Dharet to Kohdra SH Formation cutting Rwall and hume pipe culvert at RD 0400 0585,Co link road Harizan Basti Dharet to Kohdra SH Formation cutting Rwall and hume pipe culvert at RD 0400 0585,Please refer Tender documents. ,NA ,"7,68,751",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,123924.0,Salochna Devi Govt Contractor,05-Jul-2019 07:00 PM,Rejected-AOC,Due to higher side from L-1,07-Oct-2019 02:55 PM,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,From No 8 duly signed by Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
