Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,Periodic renewal coats on Tapri Unri Choling road under Annual Maintenance plan for the year 2019-2020 SH. Annual surfacing from km 0.0 to 1.0 1.0 to 2.0 2.0 to 3.0 6.0 to 7.0 7.0 to 8.0 10.0 to 11.0 11.0 to 12.0 and 12.0 to 13.0,Periodic renewal coats on Tapri Unri Choling road under Annual Maintenance plan for the year 2019-2020 SH. Annual surfacing from km 0.0 to 1.0 1.0 to 2.0 2.0 to 3.0 6.0 to 7.0 7.0 to 8.0 10.0 to 11.0 11.0 to 12.0 and 12.0 to 13.0,Please refer Tender documents. ,NA ,"53,29,350",Civil Works,NA ,Tender,120.0,120.0,Choling,172115.0,NA ,NA ,NA ,BHabanagar,No ,No,1.0,DD - Demand Draft,Executive Engineer,Karchham Division HPPWD Bhabanagar,"85,795",Yes,fixed,,EE Bhabanagar,Sungra/Bhabanagar,"2,000",EE BHabanagar,Sungra/Bhabanagar,Yes,PWD,PW-BHNR-EA-Tender /2019- 4796-4801 dated 18.07.201,2019_PWD_30546_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,30-Jul-2019 10:00 AM,13-Aug-2019 11:00 AM,30-Jul-2019 10:00 AM,09-Aug-2019 05:00 PM,NA ,NA ,30-Jul-2019 10:30 AM,09-Aug-2019 05:00 PM,29-Aug-2019 03:25 PM,AOC,XEN Rahul Sood,Internal,DDM DAO Supdt. Gr-II,Rahul Sood,29-Aug-2019 03:07 PM,29-Aug-2019 03:25 PM,techsummary_43985.pdf (833.40 KB),PWD,2019_PWD_30546_1,PW-BHNR-EA-Tender /2019- 4796-4801 dated 18.07.201,Periodic renewal coats on Tapri Unri Choling road under Annual Maintenance plan for the year 2019-2020 SH. Annual surfacing from km 0.0 to 1.0 1.0 to 2.0 2.0 to 3.0 6.0 to 7.0 7.0 to 8.0 10.0 to 11.0 11.0 to 12.0 and 12.0 to 13.0,03-Oct-2019,"INR 5,329,350",120.0,Rahul Sood,03-Oct-2019 04:02 PM,6663-70.PDF (869.00 KB),XEN Rahul Sood,Internal,HDM DAO Supdt. Gr-II,Rahul Sood,03-Oct-2019 03:59 PM,finsummary_43985.pdf (833.39 KB),1.0,127235.0,kapil Chaudhary Govt. Cont.,09-Aug-2019 12:38 PM,Accepted-AOC,awarded,03-Oct-2019 04:02 PM,Technical,opening summary,Rahul Sood,29-Aug-2019 01:17 PM,technical_43985.pdf,Finance,summary,Rahul Sood,03-Oct-2019 03:52 PM,finance_43985.pdf,BOQ Comparative Chart,1.0,127235.0,kapil Chaudhary Govt. Cont.,INR,"9,689,240",AOC
,,.pdf,Earnest Money Deposit,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,127155.0,RIPAN KUMAR,08-Aug-2019 12:50 PM,Rejected-AOC,L2,03-Oct-2019 04:02 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done Certificate of similar nature and work in hand (,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of Machinery, Tool, Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Financial reports for the last five years balance sheet profit and loss statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Any additional information bidder likes to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
