S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,124280.0,Mohar Singh Verma,INR,"854,985",Finance,Summary,Mahesh Kanwar,19-Jul-2019 04:38 PM,finance_42929.pdf,BOQ Comparative Chart,Technical,Summary,Mahesh Kanwar,15-Jul-2019 02:37 PM,technical_42929.pdf,1.0,124280.0,Mohar Singh Verma,12-Jul-2019 05:26 PM,Accepted-AOC,Responsive,24-Oct-2019 03:56 PM,24-Oct-2019,"INR 757,363",60.0,Mahesh Kanwar,24-Oct-2019 03:56 PM,4.pdf (434.00 KB),AOC,Er Mahesh Kanwar,Internal,Lekh Ram Shandil HDM Satya Pal Sharma Supdt. Gr II Leela Verma Sr Asstt,Mahesh Kanwar,24-Oct-2019 03:48 PM,finsummary_42929.pdf (433.93 KB),Er Mahesh Kanwar,Internal,Satya Pal Sharma Supdt. Lekh Ram Shandil HDM Leela Verma Sr Asstt,Mahesh Kanwar,19-Jul-2019 03:00 PM,19-Jul-2019 03:05 PM,techsummary_42929.pdf (529.43 KB),PWD,2019_PWD_29685_2,PW.THD.CB.Tender.2019- 2769-80 dt.22.6.2019,C.o Basadhar to Dasheya road km 0.0 to 1.030 SH P.L G.I and GII in Km 0.010 to 1.030,AOC,1.0,DD - Demand Draft,"15,200",No,fixed,,EE Theog,HP PWD Theog,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender for (as per Schedule-F),Executive Engineer,HP PWD Division Theog,27-Jun-2019 02:00 PM,15-Jul-2019 11:00 AM,27-Jun-2019 02:00 PM,12-Jul-2019 06:00 PM,NA ,NA ,27-Jun-2019 02:00 PM,12-Jul-2019 06:00 PM,19-Jul-2019 03:05 PM,C.o Basadhar to Dasheya road km 0.0 to 1.030 SH P.L G.I and GII in Km 0.010 to 1.030,C.o Basadhar to Dasheya road km 0.0 to 1.030 SH P.L G.I and GII in Km 0.010 to 1.030,Please refer Tender documents. ,NA ,"7,57,363",Civil Works - Roads,NA ,Tender,90.0,60.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Theog,No ,No,PWD,PW.THD.CB.Tender.2019- 2769-80 dt.22.6.2019,2019_PWD_29685_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,EE Theog,HP PWD Theog,No,AOC
,,,,,,,,,,,,,,,,2.0,124275.0,RAMESH KIMTA,12-Jul-2019 01:40 PM,Rejected-Finance,Non Responsive,24-Oct-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,Earnest Money deposit (as Schedule-F.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,124257.0,SHYAM SINGH JALTA,12-Jul-2019 04:40 PM,Rejected-Technical,Non Responsive,19-Jul-2019 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,124259.0,Sunil Hetta,12-Jul-2019 12:07 PM,Rejected-Technical,Non Responsive,19-Jul-2019 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,124300.0,Suresh Chand Suman,12-Jul-2019 04:54 PM,Rejected-Finance,Non Responsive,24-Oct-2019 03:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Work in Hand (as per Performa given in General Rule No-19).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,"List Of Machinery,Tool,Plant,(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
