S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1,128176,Byas infrabuild Pvt Ltd,21-Aug-2019 12:09 PM,Rejected-Technical,Documents as per not tender requirement,06-Sep-2019 05:06 PM,Principal,Internal,Joint Director DyMS ACF SO Supdt,Anil Kumar,06-Sep-2019 05:06 PM,07-Sep-2019 11:00 AM,techsummary_43798.pdf (868.57 KB),01-Oct-2019,"INR 37,602,913",30.0,Anil Kumar,31-Oct-2019 04:23 PM,AcoSanitation.pdf (775.00 KB),Technical,Technical bid opened,Anil Kumar,27-Aug-2019 04:49 PM,technical_43798.pdf,Finance,Financial Report,Nag Singh,07-Sep-2019 12:15 PM,finance_43798.pdf,BOQ Comparative Chart,Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,2019_DMEHP_30397_1,SLBSGMCH/Sanitation(05)/2019,E-Tender for Manpower (Sanitation and Housekeeping),1.0,129076.0,NUVISION COMMERCIAL & ESCORT SERVICES,INR,"37,602,913",Principal,Internal,ACF SO,Anil Kumar,23-Sep-2019 06:32 PM,finsummary_43798.pdf (309.97 KB),AOC,"5,00,000",Yes,fixed,,Prinicpal SLBSGMCH Mandi at Nerchowk,Nerchowk,Principal,SLBSGMCH Mandi at Nerchowk,"2,000",Principal SLBSGMCH Mandi at Nerchowk,Nerchowk,Yes,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Tender Document,24-Jul-2019 12:00 PM,27-Aug-2019 03:00 PM,24-Jul-2019 12:00 PM,27-Aug-2019 01:00 PM,NA ,NA ,02-Aug-2019 12:00 PM,27-Aug-2019 01:00 PM,07-Sep-2019 11:00 AM,1.0,Corrigendum,Date,,Directorate of Medical Education and Research||Sh. Lal Bahadur Shashtri Government Medical College Mandi at Nerchowk,SLBSGMCH/Sanitation(05)/2019,2019_DMEHP_30397_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,E-Tender for Manpower (Sanitation and Housekeeping),Sanitation Housekeeping and Cleaning Services,Please refer Tender documents. ,NA ,"4,50,00,000",Housekeeping/ Cleaning,NA ,Tender,180.0,30.0,SLBSGMCH Mandi at Nerchowk,175008.0,Administrative Block  ,SLBSGMCH Mandi at Nerchowk ,01-Aug-2019 11:00 AM ,Administrative Block,No ,No,AOC
2,128376,Corporate Care,27-Aug-2019 12:57 PM,Rejected-Technical,Less Marks as required for qualification,06-Sep-2019 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2.0,BC - Bankers Cheque,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,128345,Frontline (NCR) Business Solutions Pvt. Ltd,26-Aug-2019 06:02 PM,Rejected-Finance,L2,23-Sep-2019 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,128768,GOOD HOUSE KEEPING,27-Aug-2019 10:37 AM,Rejected-Technical,Less Marks as required for qualification,06-Sep-2019 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,128574,INTERNATIONAL INSTITUTE OF SULABH SYSTEMS,24-Aug-2019 12:23 PM,Rejected-Technical,Documents as per not tender requirement,06-Sep-2019 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,129088,J K ENTERPRISES,27-Aug-2019 09:46 AM,Rejected-Technical,Documents as per not tender requirement,06-Sep-2019 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,126651,M/S FRIENDS ASSOCIATES,27-Aug-2019 12:07 PM,Rejected-Technical,Documents as per not tender requirement,06-Sep-2019 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,129076,NUVISION COMMERCIAL & ESCORT SERVICES,27-Aug-2019 12:38 PM,Accepted-AOC,L-1,31-Oct-2019 04:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,128725,Orion Security Solutions Private Limited,22-Aug-2019 12:25 PM,Rejected-Technical,Documents as per not tender requirement,06-Sep-2019 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,128905,"Rakshak Securitas Pvt. Ltd.,",27-Aug-2019 11:02 AM,Rejected-Finance,L3,23-Sep-2019 06:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
