S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,DD - Demand Draft,"3,88,097",Yes,percentage,2.0%,"The Executive Engineer, Sivasagar W.R. Division",Sivasagar,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05","5,000","The Executive Engineer, Sivasagar W.R. Division",Sivasagar,No,Immediate measures to Dikhow bund left bank from Upper Nazira to A.T. to restore the breach like damages near Saukajan Satra for 2018-19 (Package 1),Immediate measures to Dikhow bund left bank from Upper Nazira to A.T. to restore the breach like damages near Saukajan Satra for 2018-19 (Package 1),Please refer Tender documents. ,NA ,"1,94,04,834",Civil Works,NA ,Tender,180.0,60.0,Sivasagar,785640.0,NA ,NA ,NA ,Dibrugarh,No ,No,23-Feb-2019 06:00 PM,02-Mar-2019 02:00 PM,23-Feb-2019 06:05 PM,01-Mar-2019 02:00 PM,NA ,NA ,24-Feb-2019 10:00 AM,01-Mar-2019 02:00 PM,06-Mar-2019 01:40 PM,Department of Water Resources||Chief Engineer - DoWR,SIV/SDRF/2018-19/SAUKAJAN/1,2019_DoWR_12226_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,Fee,.pdf,Cost of Tender and EMD,AOC,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, AEE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,06-Mar-2019 01:38 PM,06-Mar-2019 01:40 PM,techsummary_19283.pdf (754.57 KB),1,57061,ADITYA DOWARAH,01-Mar-2019 10:41 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 02:14 PM,Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,06-Mar-2019 01:35 PM,technical_19283.pdf,Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_12226_1,SIV/SDRF/2018-19/SAUKAJAN/1,Immediate measures to Dikhow bund left bank from Upper Nazira to A.T. to restore the breach like damages near Saukajan Satra for 2018-19 (Package 1),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, Dibrugarh, AEE, Sivasagar W. R. Division, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,06-Mar-2019 01:54 PM,finsummary_19283.pdf (754.57 KB),21-Oct-2019,INR 19404833.62,60.0,Shamim Akhtar Laskar,21-Oct-2019 02:14 PM,SAUKAJAN1.pdf (9754.00 KB),Immediate measures to Dikhow bund left bank from Upper Nazira to A.T. to restore the breach like damages near Saukajan Satra for 2018-19 (Package 1),1.0,56572.0,Utpal Gogoi,INR,2492164.0,Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,06-Mar-2019 01:52 PM,finance_19283.pdf,BOQ Comparative Chart,AOC
2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,AOC,,,,,,,,2,56767,DHRUBAJIT CHETIA,27-Feb-2019 05:32 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,2.0,56778.0,RINTU GOGOI,INR,2495564.0,,,,,,,AOC
3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,AOC,,,,,,,,3,57054,DIBYA BORAH,01-Mar-2019 05:34 AM,Accepted-AOC,AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,3.0,56801.0,MANAB JYOTI KALITA,INR,2512623.0,,,,,,,AOC
4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,57051,DP-DILIP-JV,01-Mar-2019 04:14 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,4.0,56835.0,M/S East India Construction,INR,2494458.0,,,,,,,AOC
5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,56967,JAYANTA KUMAR DUTTA,01-Mar-2019 12:15 PM,Accepted-AOC,AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,5.0,56967.0,JAYANTA KUMAR DUTTA,INR,2491525.0,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,57066,KISHUR RUPAM JV,01-Mar-2019 12:02 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,6.0,57000.0,UTTAM BORAH,INR,2481765.0,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,56859,Lalit Saikia,28-Feb-2019 04:29 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,7.0,57054.0,DIBYA BORAH,INR,2495281.0,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,56801,MANAB JYOTI KALITA,28-Feb-2019 10:56 PM,Accepted-AOC,AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,56979,MOINUDDIN AHMED,01-Mar-2019 12:22 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,56835,M/S East India Construction,01-Mar-2019 12:58 PM,Accepted-AOC,AOC,21-Oct-2019 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
