Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
06-Mar-2019,"INR 667,629",60.0,Swaroop Kumar,09-Oct-2019 01:34 PM,AnoopBaluDhimanBasti.pdf (210.00 KB),AOC,EE,Internal,SupdtHDMDAO,Santosh Kumar Katoch,02-Mar-2019 06:07 PM,finsummary_37212.pdf (87.47 KB),EE,Internal,SUPDTHDMDAO,Santosh Kumar Katoch,16-Feb-2019 09:04 PM,18-Feb-2019 10:30 AM,techsummary_37212.pdf (170.64 KB),PWD,2019_PWD_26348_1,No.PW/TDD/GA-NIT/2018-19-15335 dt. 19.01.2019,C/O link road Balu Bawari to Balu Dhiman Basti km. 0/0 to 1/0,1.0,112647.0,anoop,INR,"736,776",Finance,Bid,Santosh Kumar Katoch,02-Mar-2019 05:31 PM,None,BOQ Comparative Chart,Technical,bidsummary,Santosh Kumar Katoch,15-Feb-2019 03:41 PM,technical_37212.pdf,1.0,112722.0,AKSHAY GOVT. CONTRACTOR,14-Feb-2019 12:01 PM,Rejected-AOC,Higher,09-Oct-2019 01:34 PM,AOC,350.0,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur,Yes,PWD,No.PW/TDD/GA-NIT/2018-19-15335 dt. 19.01.2019,2019_PWD_26348_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"13,400",Yes,fixed,,"Executive Engineer, HPPWD Division Tauni Devi",Hamirpur-,05-Feb-2019 10:30 AM,15-Feb-2019 11:00 AM,05-Feb-2019 11:00 AM,14-Feb-2019 06:00 PM,NA ,NA ,05-Feb-2019 12:00 PM,14-Feb-2019 06:00 PM,18-Feb-2019 10:30 AM,1.0,DD - Demand Draft,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,C/O link road Balu Bawari to Balu Dhiman Basti km. 0/0 to 1/0,C/O R/Wall at RD. 0/045 to 0/100,Please refer Tender documents. ,NA ,"6,67,629",Civil Works,NA ,Tender,120.0,60.0,Tauni Devi,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,112647.0,anoop,13-Feb-2019 11:22 PM,Accepted-AOC,Lowest,09-Oct-2019 01:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,112723.0,BALAL,14-Feb-2019 11:46 AM,Rejected-AOC,Higher,09-Oct-2019 01:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,112739.0,KAMAL PATHANIA GOVT.CONTRACTOR,14-Feb-2019 12:32 PM,Rejected-AOC,Higher,09-Oct-2019 01:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GTS Registration (General Rule 21),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,112638.0,PUNEET KUMAR GOVT CONTRACTOR,14-Feb-2019 08:12 AM,Rejected-AOC,Higher,09-Oct-2019 01:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,112817.0,Surjeet Singh,14-Feb-2019 03:32 PM,Rejected-AOC,Higher,09-Oct-2019 01:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that the contractor has not more than two work in hand (General Rule No. 28.1),,,,,,,,,,,,,,,,,,,AOC
