Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,Improvement of Nahan Dadahu Haripurdhar Road km. 36/0 to 87/0,Installation of W Matel Steel Crash Barrier at RD. 44/195 to 44/270,Please refer Tender documents. ,NA ,"6,37,500",Civil Works,NA ,Tender,90.0,60.0,Sangrah,173023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Sangrah",No ,No,"12,750",No,fixed,,"Executive Engineer, HPPWD Division Sangrah",Sangrah,03-Aug-2019 04:30 PM,19-Aug-2019 02:00 PM,03-Aug-2019 05:00 PM,17-Aug-2019 05:00 PM,NA ,NA ,03-Aug-2019 05:00 PM,17-Aug-2019 05:00 PM,28-Aug-2019 03:00 PM,PWD,2783-2833 Dated 22.07.2019,2019_PWD_30571_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,350.0,"Executive Engineer, HPPWD Division Sangrah",Sangrah,No,"Executive Engineer, HPPWD Division Sangrah","Executive Engineer, HPPWD Division Sangrah",1.0,DD - Demand Draft,AOC,PWD,2019_PWD_30571_9,2783-2833 Dated 22.07.2019,Improvement of Nahan Dadahu Haripurdhar Road km. 36/0 to 87/0,Executive Engineer,Internal,Superintendent G-II HDM DAO,Rattan Kumar Sharma,28-Aug-2019 02:54 PM,28-Aug-2019 03:00 PM,techsummary_44029.pdf (1090.11 KB),Executive Engineer,Internal,TENDER ASSISTANT SUPERINTENDENT G-II HDM DAO,Rattan Kumar Sharma,04-Oct-2019 03:50 PM,finsummary_44029.pdf (248.55 KB),04-Oct-2019,"INR 637,500",60.0,Rattan Kumar Sharma,04-Oct-2019 03:55 PM,45.pdf (1167.00 KB),AOC,1.0,128101.0,ANIL KUMAR,17-Aug-2019 12:05 PM,Rejected-Technical,Not Qualified,28-Aug-2019 02:54 PM,Technical,SUMMARY,Rattan Kumar Sharma,25-Aug-2019 11:52 AM,technical_44029.pdf,Finance,SUMMARY,Rattan Kumar Sharma,31-Aug-2019 11:13 AM,finance_44029.pdf,BOQ Comparative Chart,1.0,127626.0,DESH RAJ,INR,"597,059",AOC
,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,127777.0,Babu Ram,14-Aug-2019 10:17 AM,Rejected-Technical,Not Qualified,28-Aug-2019 02:54 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,127626.0,DESH RAJ,13-Aug-2019 01:27 PM,Accepted-AOC,AOC,04-Oct-2019 03:55 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,128180.0,DHARAM SINGH,17-Aug-2019 02:52 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 03:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"LIST OF MACHINERY, TOOL, PLANT AS PER SBD CONDITIONS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,127638.0,DINESH KUMAR GUPTA,16-Aug-2019 12:02 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 03:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,FORM NO 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,128048.0,JAIPAL THAKUR CONTARCTOR,17-Aug-2019 01:17 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 03:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,ANY ADDITIONAL INFORMATION MENTIONED IN SCHEDULE D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,128158.0,JOGINDER SINGH,17-Aug-2019 02:16 PM,Rejected-Technical,Not Qualified,28-Aug-2019 02:54 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof to registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8.0,128159.0,Rahul Chuhan,17-Aug-2019 02:15 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 03:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,AFFIDAVIT REGARDING CORRECTNESS OF BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9.0,128141.0,SURINDER KUMAR,17-Aug-2019 01:23 PM,Rejected-Finance,NOT THE LOWEST BIDDER,04-Oct-2019 03:50 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,UNDERTAKING THAT CONTRACTOR SHOULD NOT HAVE MORE THAN TWO CONTRACTS AT A TIME EACH OF RS. 100.00 LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10.0,128138.0,virender singh,17-Aug-2019 04:13 PM,Rejected-Technical,Not Qualified,28-Aug-2019 02:54 PM,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
