Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Financial Bid of the successful bidders may be opened.,Joy Sekhar Chakraborty,30-Mar-2019 11:18 AM,technical_18136.pdf,31-Oct-2019,INR 995053.53,60.0,Shamim Akhtar Laskar,31-Oct-2019 11:18 AM,KUMNAB3.pdf (416.00 KB),Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 3),1,55124,Bhaskarjyoti Gogoi,13-Feb-2019 09:18 AM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,Finance,Updated CS may be prepared,Joy Sekhar Chakraborty,30-Mar-2019 11:31 AM,finance_18136.pdf,BOQ Comparative Chart,1.0,55421.0,RANJIT GOGOI,INR,298240.0,"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,30-Mar-2019 11:19 AM,30-Mar-2019 11:20 AM,techsummary_18136.pdf (754.57 KB),Department of Water Resources||Chief Engineer - DoWR,2019_DoWR_11437_1,DHEMAJI/RIDF/2018-19/GURATHALI,Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 3),"Addl. Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh",Internal,"Dy. Director, Design and Planning, AEE, Office of the Addl. Chief Engineer, UAZ, WRD, Dibrugarh, Accounts Officer, Dibrugarh WRD, DBR",Joy Sekhar Chakraborty,30-Mar-2019 11:35 AM,finsummary_18136.pdf (754.57 KB),AOC,"Addl. Chief Engineer, UAZ, W.R. Deptt., Dibrugarh","O/o the Additional Chief Engineer, Upper Assam Zone, Water Resources Department, Dibrugarh - 05",1.0,Fee,.pdf,Cost of Tender and EMD,"19,901",Yes,percentage,2.0%,"The Executive Engineer, Dhemaji W.R. Division",Dhemaji,Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 3),Strengthening of M/E along Right bank of river Kumatiya from Nepalibasti to Gurathali Chapari (Along with anti-erosion measures) (Package 3),Please refer Tender documents. ,NA ,"9,95,054",Civil Works,NA ,Tender,180.0,60.0,Dhemaji,787057.0,NA ,NA ,NA ,Dibrugarh,No ,No,500.0,"The Executive Engineer, Dhemaji W.R. Division",Dhemaji,No,1.0,Correction in Bid Document in regards to Name of Scheme,Other,,1.0,DD - Demand Draft,Department of Water Resources||Chief Engineer - DoWR,DHEMAJI/RIDF/2018-19/GURATHALI,2019_DoWR_11437_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,26-Jan-2019 06:00 PM,18-Feb-2019 02:00 PM,26-Jan-2019 06:00 PM,16-Feb-2019 02:00 PM,NA ,NA ,11-Feb-2019 10:00 AM,16-Feb-2019 02:00 PM,30-Mar-2019 11:20 AM,AOC
,,,,,,,,,,,,2,55199,BIPUL BORUAH,13-Feb-2019 07:34 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,2.0,55503.0,Mahendra Konwar,INR,298831.0,,,,,,,,,,,,,,,,,,AOC,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,55178,BISHWA PRAKASH BURAGOHAIN,13-Feb-2019 04:40 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,55272,CHANDAN GOGOI,14-Feb-2019 12:54 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,55381,DINESH PRASAD,15-Feb-2019 01:32 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,55503,Mahendra Konwar,16-Feb-2019 10:43 AM,Accepted-AOC,AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,55415,MANUJ KUMAR DUTTA,15-Feb-2019 04:47 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,55316,MONTU GOHAIN,14-Feb-2019 09:30 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,55208,Mr. Sanjib Das,14-Feb-2019 03:12 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,55463,PINKU DOWARAH,15-Feb-2019 10:21 PM,Rejected-AOC,NOT QUALIFIED FOR AOC,31-Oct-2019 11:18 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
