,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Corrigendum Title,Corrigendum Type,View,Processing Fee in ₹,Conversion rate in ₹,1,NA,2,NA.1,3,NA.2,4,NA.3,5,NA.4,6,NA.5,7,NA.6,8,NA.7,9,NA.8,10,NA.9,11,NA.10,12,NA.11,13,NA.12,14,NA.13,15,NA.14,16,NA.15,17,NA.16,18,NA.17,19,NA.18,20,NA.19,21,NA.20,22,NA.21,23,NA.22,24,NA.23,25,NA.24,26,NA.25,27,NA.26,28,NA.27,29,NA.28
0,08-Jul-2023 09:00 AM,25-Jul-2023 03:30 PM,08-Jul-2023 09:00 AM,24-Jul-2023 02:00 PM,NA ,NA ,08-Jul-2023 09:00 AM,24-Jul-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,"1,500",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,NHM-32042/6/2022-NHM-COST,2023_NHM_31578_11,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,04,060",Yes,percentage,2.0%,Nil,Nil,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,HAILAKANDI,788151.0,NA ,NA ,NA ,O/O MD NHM ASSAM,No ,No,MD NHM ASSAM,O/O MD NHM ASSAM,1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,2023_NHM_31578_11,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31-Jul-2023 12:00 PM,22-Aug-2023 03:30 PM,31-Jul-2023 12:00 PM,21-Aug-2023 02:00 PM,NA ,NA ,31-Jul-2023 12:00 PM,21-Aug-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification,"1,500",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,32034/17/2023-Const-NHM/371,2023_NHM_31823_28,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,04,060",Yes,percentage,2.0%,Nil,Nil,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BIHPURIA SC in Lakhimpur District,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BIHPURIA SC in Lakhimpur District,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Lakhimpur,787001.0,NA ,NA ,NA ,"Office of MD,NHM",No ,No,"MD,NHM","Office of MD,NHM Christian Basti Ghy-05",1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,2023_NHM_31823_28,32034/17/2023-Const-NHM/371,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2022-23 48 nos.of Buildingless Sub-health Centres under NHM on Turnkey Basis. At BIHPURIA SC in Lakhimpur District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,17-Jun-2023 03:00 PM,10-Jul-2023 03:00 PM,17-Jun-2023 03:00 PM,10-Jul-2023 02:00 PM,NA ,NA ,20-Jun-2023 10:00 AM,10-Jul-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,FEE/EMD,"3,400",Nil,Nil,No,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,GMDA/DEV/175/2018/Pt/40,2023_GMDA_31256_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"3,38,080",Yes,percentage,2.0%,Nil,Nil,De-siltation and cleaning of Pamohi Channel and NH drain near ISBT by engaging fleet of machineries.,De-siltation and cleaning of Pamohi Channel and NH drain near ISBT by engaging fleet of machineries.,Refer Bid Document ,NA ,"1,69,04,000",Civil Works - Others,Desiltation and Cleaning ,Tender,180.0,240.0,Garchuk,781035.0,NA ,NA ,NA ,"O/o CEO, GMDA, Bhangagarh, Ghy-05",No ,No,"CEO, GMDA","Statfed Building, Bhangagarh, Ghy-05",1.0,SBI Bank,Guwahati Metropolitan Development Authority||Guwahati Development Department - GMDA,2023_GMDA_31256_1,GMDA/DEV/175/2018/Pt/40,De-siltation and cleaning of Pamohi Channel and NH drain near ISBT by engaging fleet of machineries.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,08-Aug-2023 05:10 PM,29-Aug-2023 03:30 PM,08-Aug-2023 05:10 PM,28-Aug-2023 02:00 PM,NA ,NA ,08-Aug-2023 05:10 PM,28-Aug-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,"1,000",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,NHM-32033/3/2023-Const.NHM/83,2023_NHM_31996_5,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"96,000",Yes,percentage,2.0%,Nil,Nil,"Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.","Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.",Please refer Tender documents. ,NA ,"48,00,000",Construction Works,NA ,Tender,225.0,270.0,Karimganj District,788819.0,NA ,NA ,NA ,"Office of MD,NHM,Assam",No ,No,"MD,NHM,Assam","Office of MD,NHM,Assam",1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,2023_NHM_31996_5,NHM-32033/3/2023-Const.NHM/83,"Construction of AYUSH Dispensary (Assam Type) in Karimganj District, group.6 (2 nos. of scheme in Karimganj District) for FY 2022-23 under NAM, Assam.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,13-Jul-2023 06:00 PM,05-Aug-2023 03:30 PM,13-Jul-2023 06:00 PM,04-Aug-2023 02:00 PM,NA ,NA ,13-Jul-2023 06:00 PM,04-Aug-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,SBD,"1,500",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,NHM-32023/462/2023-Con-NHM/100,2023_NHM_31645_10,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,04,060",Yes,percentage,2.0%,Nil,Nil,Construction of Buildingless Sub Health Centre in Bordoloni SC in Barpeta District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Bordoloni SC in Barpeta District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Barpeta,781301.0,NA ,NA ,NA ,OO MD NHM,No ,No,MD NHM,OO MD NHM Christianbasti Ghy5,1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,2023_NHM_31645_10,NHM-32023/462/2023-Con-NHM/100,Construction of Buildingless Sub Health Centre in Bordoloni SC in Barpeta District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,1.0,Date,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,07-Aug-2023 06:00 PM,28-Aug-2023 03:00 PM,14-Aug-2023 02:00 PM,28-Aug-2023 02:00 PM,NA ,NA ,14-Aug-2023 03:00 PM,28-Aug-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical documents,500.0,Nil,Nil,No,Inland Water Transport||I W T Division Jorhat,ESF-32/2023-24/2046,2023_IWT_31973_9,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"8,000",Yes,fixed,,Nil,Nil,LEASING OUT OF I.W.T. FERRY SERVICES UNDER IWT DIVISION JORHAT FOR THE PERIOD OF 2022-2024 AT Bodati,LEASING OUT OF I.W.T. FERRY SERVICES UNDER IWT DIVISION JORHAT FOR THE PERIOD OF 2022-2024 AT Bodati,Please refer Tender documents. ,NA ,"1,68,100",Miscellaneous Services,NA ,Tender,180.0,21.0,Jorhat,785001.0,NA ,NA ,NA ,IWT Division Jorhat,No ,No,Executive Engineer,IWT Division Jorhat,1.0,SBI Bank,Inland Water Transport||I W T Division Jorhat,2023_IWT_31973_9,ESF-32/2023-24/2046,LEASING OUT OF I.W.T. FERRY SERVICES UNDER IWT DIVISION JORHAT FOR THE PERIOD OF 2022-2024 AT Bodati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,25-Aug-2023 04:00 PM,15-Sep-2023 03:30 PM,25-Aug-2023 04:00 PM,14-Sep-2023 02:00 PM,NA ,NA ,25-Aug-2023 04:00 PM,14-Sep-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,DETAILS OF EMD AND TENDER FEE,"1,500",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,NHM-32026/2/2023-CONST-NHM,2023_NHM_32233_3,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,12,193",Yes,percentage,2.0%,Nil,Nil,Construction of District Drug Control Office at B. P. Civil Hospital in Nagaon District of Assam under NHM Assam,Construction of District Drug Control Office at B. P. Civil Hospital in Nagaon District of Assam under NHM Assam,Please refer Tender documents. ,NA ,"56,09,658",Civil Works - Building,NA ,Tender,180.0,180.0,Nagaon,782001.0,NA ,NA ,NA ,O/O MD NHM ASSAM,No ,No,MD NHM ASSAM,O/O MD NHM ASSAM CHRISTANBASTI GHY-05,1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,2023_NHM_32233_3,NHM-32026/2/2023-CONST-NHM,Construction of District Drug Control Office at B. P. Civil Hospital in Nagaon District of Assam under NHM Assam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31-Aug-2023 03:00 PM,11-Sep-2023 03:00 PM,31-Aug-2023 03:00 PM,11-Sep-2023 02:00 PM,31-Aug-2023 03:00 PM ,31-Aug-2023 04:00 PM ,31-Aug-2023 03:00 PM,11-Sep-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,"5,370",Nil,Nil,No,Axom Sarba Siksha Abhijan Mission,CW/Tender/23-24/510/2023/130,2023_SSA_32174_54,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"5,37,000",Yes,percentage,2.0%,Nil,Nil,Group No. 27,Construction of additional classroom in secondary schools under Gauripur block in Dhubri district.,Please refer Tender documents. ,NA ,"2,68,50,000",Civil Works - Building,NA ,Tender,180.0,180.0,Gauripur,781019.0,"O/o The MD, Samagra Shiksha, Assam, Kahilipara ","O/o The MD, Samagra Shiksha, Assam, Kahilipara, Ghy-19 ",31-Aug-2023 04:00 PM ,"O/o The MD, Samagra Shiksha, Assam, Kahilipara",No ,No,"MD, Samagra Shiksha, Assam","O/o The MD, Samagra Shiksha, Assam, Kahilipara, Ghy-19",1.0,SBI Bank,Axom Sarba Siksha Abhijan Mission,2023_SSA_32174_54,CW/Tender/23-24/510/2023/130,Group No. 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,23-Jun-2023 12:00 PM,14-Aug-2023 03:00 PM,23-Jun-2023 12:30 PM,14-Aug-2023 02:30 PM,24-Jun-2023 09:00 AM ,27-Jun-2023 10:00 AM ,27-Jun-2023 02:00 PM,14-Aug-2023 02:30 PM,1.0,Fee/PreQual/Technical,.pdf,Commercial NIT Document,"1,000",Nil,Nil,Yes,Industries and Commerce Department||Assam Gas Company Ltd - ICD,AGCL/PL/UP-MOD/11/2020/102,2023_ICD_31346_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,"1,30,000",Yes,fixed,,Nil,Nil,BID DOCUMENT FOR PROCUREMENT OF REMOTE TERMINAL UNIT,MODIFICATION AND UPGRADATION OF TWO METERING YARDS AT NTPS NAMRUP METERING YARD AND MORAN O POINT METERING YARD PROJECT,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,180.0,180.0,Namrup and MOran,786623.0,PLECO Office Noida or Online ,"A - 56/2, 1st Floor, Sector 50, NOIDA, Pin - 201301 ",27-Jun-2023 11:30 AM ,Duliajan,No ,No,Managing Director,"Assam Gas Company Limited Duliajan - 786602, Dibrugarh, Assam",1.0,SBI Bank,Industries and Commerce Department||Assam Gas Company Ltd - ICD,2023_ICD_31346_1,AGCL/PL/UP-MOD/11/2020/102,BID DOCUMENT FOR PROCUREMENT OF REMOTE TERMINAL UNIT,1.0,Corrigendum 3,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,31-Jul-2023 12:00 PM,22-Aug-2023 03:30 PM,31-Jul-2023 12:00 PM,21-Aug-2023 02:00 PM,NA ,NA ,31-Jul-2023 12:00 PM,21-Aug-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical qualification,"1,500",Nil,Nil,No,National Health Mission||State Programme Management Unit - NHM,32034/17/2023-Const-NHM/372,2023_NHM_31811_11,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,04,060",Yes,percentage,2.0%,Nil,Nil,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2021-22 31 nos of Buildingless Sub-Health Centres under NHM on Turnkey Basis At RANGIJHORA (NARAYANPUR)SC in Chirang District,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2021-22 31 nos of Buildingless Sub-Health Centres under NHM on Turnkey Basis At RANGIJHORA (NARAYANPUR)SC in Chirang District,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Chirang,783385.0,NA ,NA ,NA ,"Office of MD,NHM",No ,No,"MD,NHM","Office of MD,NHM Christian Basti, Ghy-05",1.0,SBI Bank,National Health Mission||State Programme Management Unit - NHM,2023_NHM_31811_11,32034/17/2023-Const-NHM/372,Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2021-22 31 nos of Buildingless Sub-Health Centres under NHM on Turnkey Basis At RANGIJHORA (NARAYANPUR)SC in Chirang District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
