Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Stage
29-Dec-2022,"INR 520,177.5",90.0,Kalyan Bhatt,29-Dec-2022 01:15 PM,CCF_000128.pdf (1005.00 KB),Work Awarded,Technical,bid opening summary,Kalyan Bhatt,20-Jun-2022 11:41 AM,technical_92040.pdf,Finance,Financial bid opening summary,Kalyan Bhatt,05-Jul-2022 02:19 PM,finance_92040.pdf,BOQ Comparative Chart,1.0,286394.0,DOLORARTZ PRIVATE LIMITED,11-Jun-2022 11:10 PM,Accepted-AOC,Being L1,29-Dec-2022 01:16 PM,commissioner,Internal,"JC,AE,JE",Kalyan Bhatt,28-Jun-2022 02:45 PM,29-Jun-2022 11:30 AM,techsummary_92040.pdf (377.06 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2022_UDDHP_60975_1,1MC-Palam(1)2022-31,Providing and fixing 1Nos High Mast 16 Mtr. Pole with 6Nos LED Flood light at Banuri W.o.14 MC Palampur,1.0,286394.0,DOLORARTZ PRIVATE LIMITED,INR,"520,177.5",Commissioner,Internal,"Jt. Commissioner, Assistant engineer, Junior Engineer",Kalyan Bhatt,29-Dec-2022 01:14 PM,finsummary_92040.pdf (443.32 KB),AOC,500.0,Commissioner,MC Palampur,No,25-May-2022 05:00 PM,13-Jun-2022 03:00 PM,25-May-2022 05:00 PM,13-Jun-2022 10:30 AM,NA ,NA ,25-May-2022 05:00 PM,13-Jun-2022 10:30 AM,29-Jun-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,"12,000",No,fixed,,Commissioner,MC Palampur,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,1MC-Palam(1)2022-31,2022_UDDHP_60975_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Providing and fixing 1Nos High Mast 16 Mtr. Pole with 6Nos LED Flood light at Banuri W.o.14 MC Palampur,Providing and fixing 1Nos High Mast 16 Mtr. Pole with 6Nos LED Flood light at Banuri W.o.14 MC Palampur,Please refer Tender documents. ,NA ,"5,91,500",Electrical Works,NA ,Tender,90.0,90.0,Palampur,176061.0,NA ,NA ,NA ,MC Palampur,No ,No,Commissioner,Commissioner MC Palampur,1.0,DD - Demand Draft,AOC
,,,,,,,,,,,,,,,,,,2.0,286427.0,pankaj saini,13-Jun-2022 09:09 AM,Rejected-Finance,Being L2,29-Dec-2022 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
