S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,PWD,letter NO. 1168 dated 05-05-2022,2022_PWD_60842_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Periodical renewal on Samipur to Matlana road Km 0/00 to 1/00, 2/00 to 3/00 SH P. L GIII and 30mm thick bitumen concrete for the year 2021 22","Periodical renewal on Samipur to Matlana road Km 0/00 to 1/00, 2/00 to 3/00 SH P. L GIII and 30mm thick bitumen concrete for the year 2021 22",Please refer Tender documents. ,NA ,"39,48,277",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,21-May-2022 10:00 AM,26-May-2022 11:30 AM,21-May-2022 10:00 AM,26-May-2022 10:30 AM,NA ,NA ,21-May-2022 10:00 AM,26-May-2022 10:30 AM,03-Jun-2022 11:30 AM,"66,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,"Executive Engineer Bhoranj Division, HP.PWD., Bhor","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj","1,500",Nil,Nil,Yes,AOC,PWD,2022_PWD_60842_1,letter NO. 1168 dated 05-05-2022,"Periodical renewal on Samipur to Matlana road Km 0/00 to 1/00, 2/00 to 3/00 SH P. L GIII and 30mm thick bitumen concrete for the year 2021 22","Executive Engineer Bhoranj Division, HP.PWD., Bhoranj",Internal,Technical bid attached,Arvind Lakhanpal,01-Jun-2022 01:35 PM,03-Jun-2022 11:30 AM,techsummary_91894.pdf (1036.03 KB),Executive Engineer,Internal,EE HDM DAO Supdtt GrII HPPWD Division Bhoranj,Arvind Lakhanpal,01-Dec-2022 02:07 PM,finsummary_91894.pdf (454.54 KB),01-Dec-2022,"INR 3,188,458",90.0,Arvind Lakhanpal,01-Dec-2022 02:10 PM,608421.pdf (1010.00 KB),Work awarded to Sh. Parveen Kumar vide letter No. 2603-08 dt. 13.06.2022,1.0,283808.0,Praveen Thakur,INR,"3,188,458",Finance,BOQ summary attached,Arvind Lakhanpal,11-Aug-2022 03:08 PM,None,BOQ Comparative Chart,1.0,283826.0,ashok Thakur,25-May-2022 05:10 PM,Rejected-AOC,L4,01-Dec-2022 02:11 PM,Technical,Technical bid attached,Arvind Lakhanpal,01-Jun-2022 01:34 PM,technical_91894.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,283748.0,Piar Chand Chauhan,25-May-2022 04:37 PM,Rejected-AOC,L2,01-Dec-2022 02:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,283808.0,Praveen Thakur,25-May-2022 04:51 PM,Accepted-AOC,L1,01-Dec-2022 02:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,283525.0,S.S.Chauhans Construction Private Limted,25-May-2022 06:51 PM,Rejected-AOC,L3,01-Dec-2022 02:11 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
