Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
11-May-2021,INR 8910000.0,180.0,Nabajyoti Bordoloi,28-Dec-2022 02:36 PM,CPACK.pdf (144.00 KB),Installation of LED Street light in and around Greater Pandu area (Part-C) (Ward No. 02) under Jalukbari LAC,1,102641,Bhabani Performer,04-Feb-2021 06:10 PM,Accepted-AOC,Bid Allotted to the lowest bidder,28-Dec-2022 02:36 PM,COMMISSIONER,Internal,"CHIEF ENGINEER, CAAO, DIVISIONAL ENGINEER",MANOJIT BUJARBARUAH,24-Feb-2021 03:43 PM,25-Feb-2021 11:00 AM,techsummary_30379.pdf (34.65 KB),1.0,102641.0,Bhabani Performer,INR,8910000.0,Guwahati Municipal Corporation,2020_GMC_19620_3,GER/CE/1837/2020/15 Dated 09/12/2020,Installation of LED Street light in and around Greater Pandu area (Part-C) (Ward No. 02) under Jalukbari LAC,Finance,Financial Bids submitted by the bidders have been considered for further Evaluation.,MANOJIT BUJARBARUAH,25-Feb-2021 01:59 PM,finance_30379.pdf,BOQ Comparative Chart,Technical,Cost of Bid documents / Bid Security / Technical Bids submitted by the bidders have been considered for further Evaluation.,MANOJIT BUJARBARUAH,09-Feb-2021 11:51 AM,technical_30379.pdf,COMMISSIONER,Internal,"Chief Engineer, Chief Account Audit Officer, Divisional Engineer",MANOJIT BUJARBARUAH,10-May-2021 04:39 PM,finsummary_30379.pdf (27.46 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,FEES,Guwahati Municipal Corporation,GER/CE/1837/2020/15 Dated 09/12/2020,2020_GMC_19620_3,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,1.0,Time extension 3,Date,,Installation of LED Street light in and around Greater Pandu area (Part-C) (Ward No. 02) under Jalukbari LAC,Installation of LED Street light in and around Greater Pandu area (Part-C) (Ward No. 02) under Jalukbari LAC,Please refer Tender documents. ,NA ,,Electrical Works,NA ,Tender,90.0,NA ,PANBAZAR GUWAHATI,781001.0,NA ,NA ,NA ,"Office of the Guwahati Municipal Corporation,",No ,No,1.0,DD - Demand Draft,The Commissioner GMC,"Office of the Guwahati Municipal Corporation,Panbazar, Guwahati.",14-Dec-2020 02:00 PM,05-Feb-2021 03:00 PM,14-Dec-2020 02:00 PM,05-Feb-2021 02:00 PM,NA ,NA ,14-Dec-2020 02:00 PM,05-Feb-2021 02:00 PM,25-Feb-2021 11:00 AM,"5,000",The Commissioner GMC,Guwahati,No,"1,98,000",Yes,fixed,,The Commissioner GMC,Guwahati,AOC
,,,,,,,2,102705,Build worth Trade Engineers,04-Feb-2021 03:39 PM,Rejected-AOC,Bid Allotted to the lowest bidder,28-Dec-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EMD,,,,,,,,,,,,,,,2.0,ESTIMATE,Technical Bid,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,104473,Lekki Industries,01-Feb-2021 10:55 AM,Rejected-Technical,HARDCOPY NOT SUBMITTED,24-Feb-2021 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,103515,MAKIND ENTERPRISES,05-Feb-2021 12:56 PM,Rejected-AOC,Bid Allotted to the lowest bidder,28-Dec-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,TECHNICAL DOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,102692,M/S Assam Electric Store,05-Feb-2021 10:26 AM,Rejected-AOC,Bid Allotted to the lowest bidder,28-Dec-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,102672,M/s CZAR TECHNOLOGIES,18-Jan-2021 06:27 PM,Rejected-Finance,LESS THAN 10 PERCENT,10-May-2021 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,102754,M/S N.E. Infra,04-Feb-2021 04:32 PM,Rejected-AOC,Bid Allotted to the lowest bidder,28-Dec-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,100964,MS Shiv Shakti Construction,18-Jan-2021 07:02 PM,Rejected-Finance,LESS THAN 10 PERCENT,10-May-2021 04:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,102735,S.B. ENTERPRISE,19-Jan-2021 11:15 AM,Rejected-Technical,HARDCOPY NOT SUBMITTED,24-Feb-2021 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,102746,VERSHA TECHNOTRADE PVT LTD,05-Feb-2021 09:38 AM,Rejected-AOC,Bid Allotted to the lowest bidder,28-Dec-2022 02:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
