S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Change date of closing and opening,Date,,"2,000",Nil,Nil,No,Executive Engineer,Executive Engineer Bharmour Division HP.PWD Bharmour,PWD,EE Bharmour No. 29586-29686 dated 23-03-2022,2022_PWD_58967_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Annual Maintenance on Sunara Kundi road under AMP 2022-23 village road,Providing and laying 30mm thick Bituminous concrete in Km 0/00 to 2/345 2.345 Kms,Please refer Tender documents. ,NA ,"41,35,294",Civil Works,NA ,Tender,75.0,60.0,Bharmour,176315.0,NA ,NA ,NA ,Executive Engineer Bharmour Division HP.PWD Bharmo,No ,No,1.0,ICICI BANK,01-Apr-2022 05:00 PM,13-Apr-2022 03:30 PM,01-Apr-2022 05:00 PM,13-Apr-2022 03:00 PM,NA ,NA ,01-Apr-2022 05:00 PM,13-Apr-2022 03:00 PM,20-Apr-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,"82,700",No,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,Tender Assistant HDM DAO Superintendent,Deepak Mahajan,19-Apr-2022 01:00 PM,20-Apr-2022 11:30 AM,techsummary_89198.pdf (1386.49 KB),PWD,2022_PWD_58967_2,EE Bharmour No. 29586-29686 dated 23-03-2022,Annual Maintenance on Sunara Kundi road under AMP 2022-23 village road,28-Oct-2022,"INR 4,135,294",60.0,Deepak Mahajan,19-Dec-2022 03:38 PM,AL.pdf (1320.00 KB),Award Letter,Executive Engineer,Internal,Tender Assistant Superintendent HDM DAO,Deepak Mahajan,27-Oct-2022 06:08 PM,finsummary_89198.pdf (18.04 KB),1.0,277348.0,Des Raj and Co.,INR,"4,134,880",Finance,BOS,Jeet Singh Thakur,18-May-2022 05:18 PM,finance_89198.pdf,BOQ Comparative Chart,1.0,277348.0,Des Raj and Co.,13-Apr-2022 01:10 PM,Accepted-AOC,Work completed,19-Dec-2022 03:39 PM,Technical,Bid Opening Summary,Deepak Mahajan,19-Apr-2022 12:44 PM,technical_89198.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,277310.0,Manesh Mehta,13-Apr-2022 12:05 PM,Rejected-Finance,Other Than Lowest,27-Oct-2022 06:08 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Number,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit/Undertaking that information furnished with the bid (Name of works is correct in all re,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical Staff,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done at least one similar work of forty percent of the estimated value of work (without L.D.),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Mini Hot Mix Plant, Paver Finisher and road Roller documentary proof",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
