Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of Ground Floor with provision for three storied RCC building Forest Guard quarter Under Sonapur SF,Construction of Ground Floor with provision for three storied RCC building Forest Guard quarter Under Sonapur SF Range,Please refer Tender documents. ,NA ,"35,16,411",Civil Works - Building,NA ,Tender,120.0,120.0,Sonapur,782401.0,"O/O The DFO, Ghy SF Division-29 ","OFFICE OF THE DIVISIONAL FOREST OFFICER, GUWAHATI SOCIAL FORESTRY DIVISION, BASISTHA, GUWAHATI-29  ",19-Oct-2022 12:00 PM ,"O/O The DFO, Ghy SF Division-29",No ,No,"70,328",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Documents,500.0,Nil,Nil,No,14-Oct-2022 12:00 PM,07-Nov-2022 11:00 AM,14-Oct-2022 12:00 PM,05-Nov-2022 03:00 PM,NA ,NA ,20-Oct-2022 12:00 PM,05-Nov-2022 03:00 PM,01-Dec-2022 11:50 AM,Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Central Southern Assam Social Forestry Circle||Guwahati Social Forestry Division,B/SFG/E-Tender/CAMPA/1138,2022_PCCF_27353_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"DFO, Ghy SF Division-29","OFFICE OF THE DIVISIONAL FOREST OFFICER, GUWAHATI SOCIAL FORESTRY DIVISION, BASISTHA, GUWAHATI-29",1.0,SBI Bank,AOC,15-Dec-2022,INR 3164769.9,120.0,Binod Kumar Payeng,15-Dec-2022 11:32 AM,AOC.pdf (408.00 KB),1,160975,Balen Roy Medhi,04-Nov-2022 06:18 PM,Rejected-Finance,"Financially not Qualified, Refer to the minutes",15-Dec-2022 11:28 AM,Finance,Financial Bid has been opened,Sams Uddin Laskar,01-Dec-2022 11:56 AM,,BOQ Comparative Chart,Pr. Chief Conservator of Forest and Head of Forest Force||Chief Conservator of Forests Social Forestry||Central Southern Assam Social Forestry Circle||Guwahati Social Forestry Division,2022_PCCF_27353_1,B/SFG/E-Tender/CAMPA/1138,Construction of Ground Floor with provision for three storied RCC building Forest Guard quarter Under Sonapur SF,1.0,160777.0,JOGESH DAS,INR,3164769.9,Chairman,Internal,,Binod Kumar Payeng,01-Dec-2022 11:45 AM,01-Dec-2022 11:50 AM,techsummary_42035.pdf (540.69 KB),Chairman,Internal,,Binod Kumar Payeng,15-Dec-2022 11:28 AM,finsummary_42035.pdf (853.41 KB),Technical,Technical bid has been opened,Sams Uddin Laskar,07-Nov-2022 11:27 AM,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sealed and signed copy of the Bid Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,161024,DIGI PRINTERS,05-Nov-2022 10:07 AM,Rejected-Finance,"Financially not Qualified, Refer to the minutes",15-Dec-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,160999,HARUNAR RACHID,04-Nov-2022 10:28 AM,Rejected-Finance,"Financially not Qualified, Refer to the minutes",15-Dec-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,160777,JOGESH DAS,04-Nov-2022 05:45 PM,Accepted-AOC,Awarded,15-Dec-2022 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,160916,JYOTI CONSTRO COMMERCIALS,05-Nov-2022 11:32 AM,Rejected-Finance,"Financially not Qualified, Refer to the minutes",15-Dec-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,160448,LOHIT TALUKDAR,26-Oct-2022 01:07 PM,Rejected-Technical,Technically not Qualified,01-Dec-2022 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,161062,M/S BHAGYA TRADERS,04-Nov-2022 11:18 PM,Rejected-Technical,Technically not Qualified,01-Dec-2022 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,161088,M/S BHIM ASSOCIATES,05-Nov-2022 12:50 PM,Rejected-Technical,Technically not Qualified,01-Dec-2022 11:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,161058,M/S MAHAABALA CONSTRUCTION PVT. LTD.,04-Nov-2022 09:01 PM,Rejected-Finance,"Financially not Qualified, Refer to the minutes",15-Dec-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,160862,STANDARD CREATION,02-Nov-2022 05:07 PM,Rejected-Finance,"Financially not Qualified, Refer to the minutes",15-Dec-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
