Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Construction of an Officers Guest House at ALDA Khanapara,An Assam Type Guest House required in ALDA HQ,Please refer Tender documents. ,NA ,"75,57,000",Civil Works - Building,NA ,Tender,180.0,120.0,"Khanapara, Guwahati, Assam",781022.0,"Khanapara, Guwahati, Assam-781022 ","Assam Livestock Development Agency, Khanapara, Guwahati. Assam 781022 ",09-Jun-2022 12:00 PM ,"Khanapara, Guwahati-781022",No ,No,08-Jun-2022 11:30 AM,30-Jun-2022 03:00 PM,08-Jun-2022 11:30 AM,29-Jun-2022 02:00 PM,NA ,NA ,15-Jun-2022 02:00 PM,29-Jun-2022 02:00 PM,02-Aug-2022 05:35 PM,1.0,Fee/PreQual/Technical,.pdf,Documents as per NIT 1,Chief Executive Officer,"Assam Livestock Development Agency, Khanapara, Guwahati. Assm-781022",Animal Husbandry and Veterinary Department||Assam Livestock Development Agency,"ALDA/FSBR/Pt-III/235,6-6-2022",2022_AHVD_25891_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,Correction of BoQ,BOQ,,1.0,SBI Bank,"1,520",Nil,Nil,No,"1,51,140",Yes,fixed,,Nil,Nil,AOC,Technical,Out of 11 bidders 7 bidders have been qualified and other 4 have been disqualified by the Technical Bid Evaluation Committee due to non fulfillment of criteria as mentioned in the NIT.,Monideep Das,02-Aug-2022 05:26 PM,technical_39966.pdf,Smti B. B. Kayastha,Internal,Sri Sarbeswar Thakuria Sri Nibaran Das Smti Biva Dutta Sri Himangshu Nath,Monideep Das,02-Aug-2022 05:32 PM,02-Aug-2022 05:35 PM,techsummary_39966.pdf (855.45 KB),1.0,151585.0,Evergreen Enterprise,INR,6423450.0,1,151749,Abul Hussain Choudhury,29-Jun-2022 11:01 AM,Not Admitted-Finance,Price Bid not complied,31-Dec-2022 04:59 PM,Animal Husbandry and Veterinary Department||Assam Livestock Development Agency,2022_AHVD_25891_1,"ALDA/FSBR/Pt-III/235,6-6-2022",Construction of an Officers Guest House at ALDA Khanapara,Finance,Out of the 7 bidders only 1 bidder has qualified for AOC,Monideep Das,31-Dec-2022 04:59 PM,finance_39966.pdf,BOQ Comparative Chart,31-Dec-2022,INR 6423450.0,120.0,Monideep Das,31-Dec-2022 05:06 PM,AOC.pdf (428.00 KB),Dr Monideep Das,Internal,"Smti Biva Dutta, Smti B.B. Kayastha, Sri Sarbeswar Thakuria, Sri Himangshu Nath",Monideep Das,31-Dec-2022 05:04 PM,finsummary_39966.pdf (1137.96 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per NIT 2,,,,,,,,,,,,,,,,,2.0,Modification of Bid Price,Technical Bid,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,151585,Evergreen Enterprise,27-Jun-2022 11:39 PM,Accepted-AOC,L1,31-Dec-2022 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Documents as per NIT 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,152045,GOPAL CHANDRA BORA,28-Jun-2022 06:30 PM,Not Admitted-Finance,Not qualified for AOC,31-Dec-2022 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,4,152064,Indranuj Kashyap,29-Jun-2022 12:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2022 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Letter of Acceptance (Financial),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,5,152081,MINTU KUMAR BHUYAN,29-Jun-2022 01:47 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2022 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,6,151955,MONSOON ENTERPRISE,27-Jun-2022 05:59 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2022 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,7,151934,M/S LAXMI AND NARAYAN CONSTRUCTION CO.,29-Jun-2022 10:28 AM,Not Admitted-Finance,Not qualified for AOC,31-Dec-2022 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,8,152065,M/S STAR INDIA,29-Jun-2022 12:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Aug-2022 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,9,151964,Rajib Mohan Das,28-Jun-2022 06:16 PM,Not Admitted-Finance,Not qualified for AOC,31-Dec-2022 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,10,151768,Sri Prasanta Kumar Dutta,29-Jun-2022 11:42 AM,Not Admitted-Finance,Not qualified for AOC,31-Dec-2022 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
