Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
E.E. HPPWD Division Bhawarna,E.E. HPPWD Division Bhawarna,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form to be submitted through online.,PWD,NIT NO.10096-10155 DT.04.08.2021,2021_PWD_51916_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Providing and laying Annual Surfacing (Preiodic Maintenance) on Link road to village Sihotu km 0/0 to 1/500, Patbag to Saprul Km 0/0 to 2/0 and Saprul to Haldra road Km 0/0 to 1/500 and link road to village Kharul km 1/0 to 2/0 under Financial Incent",Providing and laying Tack coat and Bituminous Concrete,Please refer Tender documents. ,NA ,"51,63,030",Civil Works - Roads,NA ,Tender,75.0,90.0,Bhawarna,176083.0,NA ,NA ,NA ,EE Bhawarna,No ,No,1.0,ICICI BANK,04-Sep-2021 12:30 PM,10-Sep-2021 11:30 AM,04-Sep-2021 12:35 PM,10-Sep-2021 11:00 AM,NA ,NA ,04-Sep-2021 01:00 PM,10-Sep-2021 11:00 AM,18-Oct-2021 03:00 PM,"2,000",Nil,Nil,No,"84,200",No,fixed,,Nil,Nil,AOC,Finance,Summary,Manish Sehgal,26-Dec-2022 04:26 PM,finance_77611.pdf,BOQ Comparative Chart,1.0,234405.0,Navneet Thakur,INR,"6,897,216",1.0,234405.0,Navneet Thakur,09-Sep-2021 05:35 PM,Accepted-AOC,Bidder Rank-L1,26-Dec-2022 04:32 PM,Technical,Bid opening summary,Manish Sehgal,18-Oct-2021 01:13 PM,technical_77611.pdf,Sh Manish Sehgal,Internal,Himanshu Verma AE Harjeet Singh Supdt Suresh Kumar HDM Suraj Parkash Sr DAO Manjeet Kumar Jr Asstt,Manish Sehgal,18-Oct-2021 01:16 PM,18-Oct-2021 03:00 PM,techsummary_77611.pdf (1007.90 KB),PWD,2021_PWD_51916_1,NIT NO.10096-10155 DT.04.08.2021,"Providing and laying Annual Surfacing (Preiodic Maintenance) on Link road to village Sihotu km 0/0 to 1/500, Patbag to Saprul Km 0/0 to 2/0 and Saprul to Haldra road Km 0/0 to 1/500 and link road to village Kharul km 1/0 to 2/0 under Financial Incent",26-Dec-2022,"INR 6,897,216",90.0,Manish Sehgal,26-Dec-2022 04:31 PM,AOC.pdf (326.00 KB),AOC,Sh. Manish Sehgal,Internal,,Manish Sehgal,26-Dec-2022 04:30 PM,finsummary_77611.pdf (122.38 KB),AOC
,,,,.pdf,"Earnest money submitted through online duly pledged in favour of Executive Engineer, Bhawarna Divisi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,235211.0,Sanjeev,09-Sep-2021 09:50 PM,Rejected-Finance,Bidder Rank-L2,26-Dec-2022 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,The valid enlistment/registration of contractor in appropriate class.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Registration Copy of (Tax/Vat/TIN/GST/PAN).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work in hand certificate as per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Balance Sheet for the last five years duly signed by CA.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Tax clearance certificate (TCC) issued from the GST and Taxation Deptt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An affidavit that informations furnished with the bid (with work name) are true.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit regarding no near relative working in HP.PWD department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
