EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"92,985",Yes,percentage,2.0%,Nil,Nil,MD NHM ASSAM,MD NHM ASSAM CHRISTANBASTI GUWAHATI 05,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL QULIFICATION,REPAIRING RENOVATION OF 592 NOS OF SUB CENTER TO UPGRADE THEM AS HEALTH AND WELLNESS CENTRE AT VARIOUS PLACES OF ASSAM FROM ROP 2021 22 GROUP 18 7 NOS SC IN BARPETA DISTRICT,REPAIRING RENOVATION OF 592 NOS OF SUB CENTER TO UPGRADE THEM AS HEALTH AND WELLNESS CENTRE AT VARIOUS PLACES OF ASSAM FROM ROP 2021 22 GROUP 18 7 NOS SC IN BARPETA DISTRICT,Please refer Tender documents. ,NA ,"46,49,262",Civil Works - Building,NA ,Tender,180.0,120.0,BARPETA,781301.0,NA ,NA ,NA ,O/O MD NHM,No ,No,National Health Mission||State Programme Management Unit - NHM,NHM 32050 46 2021 CONSTRUCTION NHM,2022_NHM_24722_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,15-Mar-2022 09:05 AM,25-Mar-2022 03:30 PM,15-Mar-2022 09:05 AM,24-Mar-2022 02:00 PM,NA ,NA ,15-Mar-2022 09:05 AM,24-Mar-2022 02:00 PM,18-Jul-2022 04:00 PM,"1,000",Nil,Nil,No,AOC,Technical,TBER,Dipjyoti Deka,18-Jul-2022 03:38 PM,technical_38176.pdf,1,143898,ANISUZ ZAMAN,24-Mar-2022 12:51 PM,Rejected-Technical,NOT ADMITTED,18-Jul-2022 03:44 PM,ED,Internal,"SE(E), SE(C), CON(CW), FA, DF, AMD, C,CON (CW), ED",Dipjyoti Deka,18-Jul-2022 03:44 PM,18-Jul-2022 04:00 PM,techsummary_38176.pdf (257.95 KB),National Health Mission||State Programme Management Unit - NHM,2022_NHM_24722_2,NHM 32050 46 2021 CONSTRUCTION NHM,REPAIRING RENOVATION OF 592 NOS OF SUB CENTER TO UPGRADE THEM AS HEALTH AND WELLNESS CENTRE AT VARIOUS PLACES OF ASSAM FROM ROP 2021 22 GROUP 18 7 NOS SC IN BARPETA DISTRICT,AOC
,,,,,,,,,,.pdf,SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,143866,Durjan Ali,24-Mar-2022 12:53 PM,Rejected-AOC,RESPONSIVE,09-Dec-2022 08:36 PM,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"COST OF TENDER , EMD DETAILS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,143983,Halim Khan Choudhury,24-Mar-2022 12:36 PM,Rejected-Technical,NOT ADMITTED,18-Jul-2022 03:44 PM,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,143825,Md. Atiqur Rahman,24-Mar-2022 12:47 PM,Rejected-AOC,RESPONSIVE,09-Dec-2022 08:36 PM,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,143870,MD. AZADUR RAHMAN,24-Mar-2022 02:46 AM,Rejected-Technical,NOT ADMITTED,18-Jul-2022 03:44 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,143815,MS JANATA ENTERPRISE,24-Mar-2022 12:47 PM,Rejected-AOC,RESPONSIVE,09-Dec-2022 08:36 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,143883,M/s Macrocosm Builders,24-Mar-2022 12:01 PM,Rejected-AOC,RESPONSIVE,09-Dec-2022 08:36 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,143990,M/S T.S. ASSOCIATES,24-Mar-2022 01:02 PM,Rejected-AOC,RESPONSIVE,09-Dec-2022 08:36 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,142458,SAFIKUL ISLAM,24-Mar-2022 12:51 PM,Accepted-AOC,RESPONSIVE,09-Dec-2022 08:36 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,143877,Sri Mrigen Sutradhar,24-Mar-2022 01:10 PM,Rejected-Technical,NOT ADMITTED,18-Jul-2022 03:44 PM,,,,,,,,,,,,AOC
