Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Directorate of Agriculture and Assam Seed Corporation,A/E/4971/APT/ADO/P-I/21-22/185,2022_DAASC_26420_11,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"90,916",Yes,percentage,2.0%,Nil,Nil,Director of Agriculture,"Krishi Bhawan, Khanapara, Guwahati-22",0.0,Nil,Nil,No,23-Jul-2022 10:00 AM,08-Aug-2022 12:00 PM,23-Jul-2022 10:00 AM,06-Aug-2022 04:00 PM,NA ,NA ,23-Jul-2022 12:00 PM,06-Aug-2022 04:00 PM,07-Oct-2022 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Scan and signed copy of technical Documents,"Construction of office building of the ADO Office Building under APART at Kochpara Village, Kamrup District","Construction of office building of the ADO Office Building under APART at Kochpara Village, Kamrup District",Please refer tender documents ,NA ,"45,45,800",Civil Works,NA ,Tender,90.0,120.0,Kamrup,781002.0,NA ,NA ,NA ,"O/o the Chief Engineer, Agriculture",No ,No,1.0,SBI Bank,AOC,Finance,Financial cover is opened and processed for evaluation,NEELAKSHI BAITHURI,13-Oct-2022 04:24 PM,,BOQ Comparative Chart,Directorate of Agriculture and Assam Seed Corporation,2022_DAASC_26420_11,A/E/4971/APT/ADO/P-I/21-22/185,"Construction of office building of the ADO Office Building under APART at Kochpara Village, Kamrup District",DoA,Internal,"DoH, Sr. FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,30-Nov-2022 11:07 AM,finsummary_40769.pdf (5275.12 KB),Technical,Technical cover is opened and processed for evaluation,NEELAKSHI BAITHURI,09-Aug-2022 12:17 PM,,1.0,155260.0,PRADIP SARMA,INR,3616654.2,1,155083,Allied Engineering Construction Corporation,04-Aug-2022 12:26 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,30-Nov-2022,INR 3616654.2,120.0,Upasana Devi,27-Dec-2022 05:17 PM,Kochpara.pdf (550.00 KB),As per DBC minutes,DoA,Internal,"DoH, Sr. FAO, MD-Seeds, PME-ARIASS etc.",NEELAKSHI BAITHURI,01-Oct-2022 03:03 PM,07-Oct-2022 10:00 AM,techsummary_40769.pdf (6023.40 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scan and signed copy of tender documents downloaded from portal,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,155143,DINA KANTA SONOWAL,06-Aug-2022 11:59 AM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,155221,HARUNAR RACHID,06-Aug-2022 11:33 AM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,155403,Hiya Construction,06-Aug-2022 02:59 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,155307,Indranuj Kashyap,05-Aug-2022 06:39 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,155095,Jintu Das,06-Aug-2022 02:01 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,154608,Mabarak Hussain,27-Jul-2022 06:36 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,154856,MUKUL BORO,06-Aug-2022 12:52 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,155260,PRADIP SARMA,05-Aug-2022 01:43 PM,Accepted-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,155250,Rajib Mohan Das,06-Aug-2022 02:44 PM,Rejected-AOC,As per DBC minutes,27-Dec-2022 05:18 PM,,,,,,,,,,,,,,,AOC
