Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
350.0,Nil,Nil,No,PWD,PW-KD-E-Tender/2021-22-5626-28 dt 19-01-2022,2022_PWD_56221_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),1.0,ICICI BANK,Executive Engineer,Division HPPWD Kotkhai,"13,900",No,fixed,,Nil,Nil,Improvement of Link road to Devgarh Beon Road in K.M. 0/00 to 7/885,"C/o, R/Wall at R.D. 4/900 to 4/910 and 7/695 to 7/710",Please refer Tender documents. ,NA ,"6,91,796",Civil Works - Roads,NA ,Tender,90.0,60.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,31-Jan-2022 04:00 PM,08-Feb-2022 11:00 AM,31-Jan-2022 04:00 PM,07-Feb-2022 06:00 PM,NA ,NA ,31-Jan-2022 04:00 PM,07-Feb-2022 06:00 PM,03-Mar-2022 01:35 PM,AOC,1.0,261291.0,HEM LATA,07-Feb-2022 05:05 PM,Rejected-Finance,L4 Bidder,13-Mar-2022 02:07 PM,Technical,SUMMARY UPLOADED,Ramesh Rana,26-Feb-2022 04:50 PM,technical_84579.pdf,Finance,UPLOAD SUMMARY,Ramesh Rana,13-Mar-2022 02:02 PM,finance_84579.pdf,BOQ Comparative Chart,1.0,261675.0,Ramesh Chand Verma,INR,"556,109",Executive Engineer,Internal,"XEN, AE, HDM, Supdt. Sr. Asstt",Ramesh Rana,03-Mar-2022 01:32 PM,03-Mar-2022 01:35 PM,techsummary_84579.pdf (5457.49 KB),PWD,2022_PWD_56221_7,PW-KD-E-Tender/2021-22-5626-28 dt 19-01-2022,Improvement of Link road to Devgarh Beon Road in K.M. 0/00 to 7/885,23-Dec-2022,"INR 691,796",60.0,Ramesh Rana,23-Dec-2022 03:31 PM,11.pdf (645.00 KB),XEN,Internal,"XEN, AE, Supdt. HDM, Sr. Asstt.",Ramesh Rana,13-Mar-2022 02:07 PM,finsummary_84579.pdf (190.41 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,260910.0,MAHENDER SHARMA,07-Feb-2022 12:04 PM,Rejected-Finance,L 2 Bidder,13-Mar-2022 02:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,261553.0,MAHINDER SINGH,07-Feb-2022 03:25 PM,Rejected-Finance,L 3 Bidder,13-Mar-2022 02:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,261675.0,Ramesh Chand Verma,07-Feb-2022 03:06 PM,Accepted-AOC,Lowest bidder to awarded the work.,23-Dec-2022 03:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
