EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"16,000",No,fixed,,Commissioner,MC Palampur,500.0,Commissioner,MC Palampur,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,"C/O Segregation Shed, U-shape Barricade and interlocking Wire Mashin W.no.12 Near Shamshan Ghat","C/O Segregation Shed, U-shape Barricade and interlocking Wire Mashin W.no.12 Near Shamshan Ghat",Please refer Tender documents. ,NA ,"7,74,000",Civil Works,NA ,Tender,90.0,90.0,Palampur,176061.0,NA ,NA ,NA ,MC Palampur,No ,No,Commissioner,Commissioner MC Palampur,1.0,DD - Demand Draft,Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,1MC-Palam(1)2022-(19),2022_UDDHP_61144_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,01-Jun-2022 05:00 PM,15-Jun-2022 03:00 PM,01-Jun-2022 05:00 PM,15-Jun-2022 10:30 AM,NA ,NA ,01-Jun-2022 05:00 PM,15-Jun-2022 10:30 AM,25-Jun-2022 02:30 PM,AOC,Commissioner,Internal,"Jt. Commissioner, Assistant Engineer , Junior Engineer",Kalyan Bhatt,29-Dec-2022 03:04 PM,finsummary_92281.pdf (455.07 KB),Directorate of Urban Development||Urban Development - UDDHP||Municipal Corporation Palampur,2022_UDDHP_61144_1,1MC-Palam(1)2022-(19),"C/O Segregation Shed, U-shape Barricade and interlocking Wire Mashin W.no.12 Near Shamshan Ghat",1.0,286866.0,TUSHAR GOEL,INR,"844,527",Commissioner,Internal,"JC,AE,JE",Kalyan Bhatt,24-Jun-2022 05:35 PM,25-Jun-2022 02:30 PM,techsummary_92281.pdf (409.88 KB),1.0,286874.0,kamakshi Enterprises,14-Jun-2022 05:56 PM,Rejected-Finance,Being L2,29-Dec-2022 03:04 PM,29-Dec-2022,"INR 844,527",90.0,Kalyan Bhatt,29-Dec-2022 03:05 PM,CCF_000146.pdf (1079.00 KB),Work Awarded,Finance,Financial bid opening summary,Kalyan Bhatt,28-Jun-2022 02:48 PM,finance_92281.pdf,BOQ Comparative Chart,Technical,bid opening summary,Kalyan Bhatt,22-Jun-2022 09:56 AM,technical_92281.pdf,AOC
,,,,,,,,,,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,286901.0,sahil kumar,14-Jun-2022 10:00 PM,Rejected-Finance,Being L3,29-Dec-2022 03:04 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,286866.0,TUSHAR GOEL,14-Jun-2022 05:32 PM,Accepted-AOC,Being L1,29-Dec-2022 03:06 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19 c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted M C Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
