S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,"7,98,000",No,fixed,,Nil,Nil,"5,000",Nil,Nil,No,Superintending Engineer 7th Cirlce HPPWD Dalhousie,Superintending Engineer 7th Cirlce HPPWD Dalhousie,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,"Improvement, Widening and M/T of Kandla Bangati Bhalod road Km. 0/0 to 4/350","Formation cutting , R/walls, Cross Drainage Works, GSB, WBM-II, WBM-III , Tarring, Drain , Parapet, Crash barrier and road furniture etcetra including five years routine maintenance). Under NABARD RIDF-XXVII",Please refer Tender documents. ,NA ,"3,98,56,577",Civil Works,NA ,Tender,75.0,548.0,Tissa,176316.0,NA ,NA ,NA ,Superintending Engineer 7th Cirlce HPPWD Dalhousie,No ,No,21-May-2022 09:00 AM,03-Jun-2022 11:30 AM,21-May-2022 09:00 AM,03-Jun-2022 11:00 AM,NA ,NA ,21-May-2022 09:00 AM,03-Jun-2022 11:00 AM,16-Jun-2022 11:30 AM,PWD,SEVII NABARD TISSA,2022_PWD_60889_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,SUMMARY,Joginder Kumar,13-Sep-2022 03:39 PM,finance_91941.pdf,BOQ Comparative Chart,1.0,283984.0,D.S. Thakur,INR,"32,659,436",1.0,284817.0,Dildar Ali,03-Jun-2022 10:28 AM,Rejected-Finance,L3,13-Sep-2022 03:43 PM,Technical,SUMMARY,Joginder Kumar,03-Jun-2022 01:44 PM,technical_91941.pdf,Superintending Engineer,Internal,"Dealing Assistant , Superintendent Works , Engineer Officer Executive Engineer Design 7th Circle HPPWD Dalhousie and Executive Engineer Tissa Sub Division HPPWD Tissa",Jeet Singh Thakur,09-Jun-2022 04:18 PM,16-Jun-2022 11:30 AM,techsummary_91941.pdf (5728.02 KB),PWD,2022_PWD_60889_2,SEVII NABARD TISSA,"Improvement, Widening and M/T of Kandla Bangati Bhalod road Km. 0/0 to 4/350",10-Oct-2022,"INR 32,659,436",548.0,Joginder Kumar,19-Dec-2022 03:17 PM,AWARD.pdf (788.00 KB),AWARD LETTER,EE,Internal,SUPDT AE HDM SR ASSTT,Joginder Kumar,13-Sep-2022 03:43 PM,finsummary_91941.pdf (725.57 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. Scanned copy of e-Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,283984.0,D.S. Thakur,03-Jun-2022 10:46 AM,Accepted-AOC,L1,19-Dec-2022 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Security as per Section-2 Cl-16.2 through online mode i.e. Scanned copy of e-Payment/online paym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,284044.0,sahab singh thakur,30-May-2022 10:15 PM,Rejected-Finance,L2,13-Sep-2022 03:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.2 g) and Cl 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.4A (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
