EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"24,000",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,NOTICE NO. 10867 DATED 17.03.2021,2021_PWD_45803_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"C/O Vety Dispensary Building at Katli Teshil Pachhad Distt. Sirmour H.P (SH C/O Building portion Civil worksincluding WSSI, Development of site (C/O R/wall AND B/wall) ,C/O Septik Tank, Rain Harvesting tank, and Sock pit)","C/O Vety Dispensary Building at Katli Teshil Pachhad Distt. Sirmour H.P (SH C/O Building portion Civil worksincluding WSSI, Development of site (C/O R/wall AND B/wall) ,C/O Septik Tank, Rain Harvesting tank, and Sock pit)",Please refer Tender documents. ,NA ,,Civil Works - Buildings,NA ,Tender,75.0,180.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,20-Mar-2021 02:00 PM,25-Mar-2021 03:30 PM,20-Mar-2021 02:00 PM,25-Mar-2021 03:00 PM,NA ,NA ,20-Mar-2021 02:00 PM,25-Mar-2021 03:00 PM,09-Apr-2021 02:15 PM,AOC,1.0,205886.0,ADITYA BHANDARI,25-Mar-2021 02:59 PM,Rejected-Finance,L3,08-Jun-2021 12:24 PM,Technical,SUMMARY,Narender verma,09-Apr-2021 01:10 PM,technical_68958.pdf,Finance,SUMMARY,Narender verma,27-May-2021 06:44 PM,finance_68958.pdf,BOQ Comparative Chart,1.0,205852.0,Arun Panwar,INR,"1,451,321",PWD,2021_PWD_45803_1,NOTICE NO. 10867 DATED 17.03.2021,"C/O Vety Dispensary Building at Katli Teshil Pachhad Distt. Sirmour H.P (SH C/O Building portion Civil worksincluding WSSI, Development of site (C/O R/wall AND B/wall) ,C/O Septik Tank, Rain Harvesting tank, and Sock pit)",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,09-Apr-2021 01:32 PM,09-Apr-2021 02:15 PM,techsummary_68958.pdf (1504.54 KB),Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt",Narender verma,08-Jun-2021 12:24 PM,finsummary_68958.pdf (1132.72 KB),21-Dec-2022,"INR 1,451,321",180.0,Prem Dass,21-Dec-2022 02:40 PM,Scan1.PDF (227.00 KB),AOC,AOC
,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,205852.0,Arun Panwar,25-Mar-2021 12:50 PM,Accepted-AOC,The work has been completed,21-Dec-2022 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,205865.0,V2N CONSTRUCTION,25-Mar-2021 01:45 PM,Rejected-Finance,L2,08-Jun-2021 12:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES,CONTRACT CLAUSES General Rule Sr. No 24.8 Form No8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
